id,part,problem,rest,location
103478,LOW,COMPRESSION,COMPRESSION ON #3 CYL,  
103479,INTAKE GASKET,LEAKING,,"#1, 2, 3 & 4  "
103480,OIL RETURN LINE,LEAKING,,#1  
103481,BAFFLE PLUG,DAMAGED,,#3 CYL   
103482,IGNTION LEAD STAND OFF,BROKEN,,#3  
103483,ROCKER COVER,LEAKING,,#3 & 4  
103484,ROCKER COVER,LEAKING,,#3 & 4  
103485,INTAKE GASKET,TORN,AND #4,#2  
103486,ROCKER GASKET,LEAKING,,#1 & 2  
103487,,,,
103488,START ASSIST,NEED,ED,  
103489,INTAKE,LEAKING,,CYL #3  
103490,,,,
103491,INTAKE TUBE,LEAKING,AT FLEXIBLE TUBE CONNECTION,"CYL #2, 4  "
103492,INDUCTION TUBE GASKET,LEAKING,,#2 & 3  
103493,INTAKE,LEAKING,,#3  L/H ENGINE
103494,ROCKER COVER,LEAKING,,#1  R/H ENGINE
103495,INTAKE,LEAKING,," 2, 3 & 4 R/H ENGINE"
103496,,,,
103497,,,,
103498,FWD BAFFLE SEAL,TORN,LOOSE FROM FASTENER,CYL #1  
103499,INTAKE GASKET,LEAKING,,"#1, 2, 3 & 4  "
103500,,,,
103501,INTAKE TUBE GASKET,LEAKING,,"L/H ENG, #3  "
103502,,,,
103503,INTAKE GASKET,LEAKING,,#4 CYL   
103504,FWD BAFFLE SEAL HAS A HOLE,WORN,IN IT,#1 CYL   
103505,ROCKER COVER,LEAKING,,#1  
103506,INTAKE GASKET,LEAKING,,"#2, 3  "
103507,,,,
103508,INTAKE,LEAKING,,CYL #4  
103509,,,,
103510,INTAKE SLIGHT,LEAK,,#2  
103511,FWD LWR BAFFLE BLACK SEAL,WORN,FROM INTAKE,  
103512,BAFFLE PLUG,WORN,OUT,  
103513,INTAKE GASKET,LEAKING,,#2 CYL   
103514,INTAKE TUBE GASKET,LEAKING,,#4  
103515,INTAKE GASKET,LEAKING,,"L/H ENG #2, 3 CYL   "
103516,INTAKE GASKET,LEAKING,,R/H ENG #3 & 4 CYL   
103517,ROCKER COVER,MISSING,SCREW,#4  
103518,SCREW,LOOSE,FOR BAFFLE BEHIND OIL DIPSTICK TUBE,  1
103519,BAFFLE PLUG,LOOSE,,R/H   
103520,INTAKE GASKET,LEAKING,,#4  
103521,INTAKE,LEAKING,,#4  
103522,INTAKE GASKET,LEAKING,,L/H #4  
103523,INTAKE GASKET,LEAKING,,R/H #1  
103524,INTAKE GASKET,LEAKING,,#1  
103525,ROCKER GASKET,LEAKING,,#2 & 4  
103526,INTAKE,LEAKING,,#3 & 4  
103527,,COMPRESSION,LOW COMPRESSION (30/80),#1 CYL   
103528,,COMPRESSION,LOW COMPRESSION (30/80),#1 CYL   
103529,,COMPRESSION,LOW COMPRESSION (30/80),#1 CYL   
103530,,COMPRESSION,LOW COMPRESSION (30/80),#1 CYL   
103531,,COMPRESSION,LOW COMPRESSION (30/80),#1 CYL   
103532,INTAKE GASKET,LEAKING,,#2 CYL   
103533,4 INTAKE GASKET,LEAKING,,"#1, 2, 3  "
103534,,,,
103535,HARNESS ANCHOR,BROKEN,,#2 & 4 CYL   
103536,AFT BAFFLE,CRACKED,,R/H ENG #4  
103537,INTAKE GASKET,LEAKING,,R/H ENG #2 & 4  
103538,INTAKE GASKET,LEAKING,,ALL 4 L/H ENG  
103539,,,,
103540,INTAKE GASKET,LEAKING,,L/H #4  
103541,INTAKE GASKET,LEAKING,,R/H #1  
103542,INTAKE,LEAKING,,#3 & 4  R/H ENGINE
103543,,,,
103544,INTAKE,LEAKING,,L/H ENG #2 & 3  
103545,ROCKER COVER,LEAKING,,R/H ENG #1 & 3  
103546,INTAKE,LEAKING,,R/H ENG #4  
103547,ROCKER COVER,LEAKING,,R/H ENG #1 & 3  
103548,INTAKE,LEAKING,,L/H ENG #2 & 3  
103549,,COMPRESSION,NO COMPRESSION,L/H ENG #4 CYL   
103550,,COMPRESSION,NO COMPRESSION,L/H ENG #4 CYL   
103551,,COMPRESSION,NO COMPRESSION,L/H ENG #4 CYL   
103552,INTAKE GASKET,LEAKING,,#2  
103553,ROCKER GASKET,LEAKING,,#4  
103554,INTAKE,LEAKING,,#2  
103555,,,,
103556,INTAKE GASKET,LEAKING,,"#1, 2, 3, 4  "
103557,,,,
103558,INTAKE GASKET,LEAKING,,#4  R/H ENGINE
103559,BAFFLE SEAL SECTION,LOOSE,,R/H ENG #3  
103560,ENGINE BAFFLE,CRACKED,"BEHIND #3 CYL, R/H ENGINE",  
103561,INTAKE GASKET,LEAKING,,#4  
103562,ROCKER COVER GASKET,LEAKING,,#3 & 4  
103563,SCREW,MISSING,OUTER CYLINDER BAFFLING,  #1
103564,AFT CRANKCASE SPIN BOLT,MISSING,NUT,  
103565,SIDE BAFFLE PLUG,LOOSE,W/ TABS BROKEN,R/H   
103566,,,,
103567,REAR BAFFLE MOUNTING SCREW,LOOSE,,R/H ENG   
103568,INDUCTION TUBE GASKET,LEAKING,,#1  
103569,ROCKER COVER GASKET,LEAKING,,"CYL #2, 3 & 4  "
103570,TOP OF ENGINE CRANKCASE,LEAKING,OIL THROUGH 2 MIDDLE THRO,  
103571,,,,
103572,,,,
103573,INTAKE GASKET,LEAKING,,L/H ENG #2 & 3  
103574,BAFFLE,LOOSE,HARDWARE ON R/H ENGINE,#4  
103575,INTAKE,LEAKING,, #2 & 4 R/H ENGINE
103576,RUBBER BAFFLE SEAL,TORN,,#4  R/H ENGINE
103577,INTAKE,LEAKING,," #2, 3 & 4 L/H ENGINE"
103578,INTAKE,LEAKING,,CYL #2  
103579,ROCKER COVER GASKET,LEAKING,,CYL #4  
103580,,,,
103581,,,,
103582,,,,
103583,,,,
103584,INTAKE GASKET,LEAKING,,#1 & 4  
103585,ROCKER COVER GASKET,LEAKING,,#2 & 3  
103586,INTAKE GASKET,LEAKING,,#1 & 2  
103587,,,,
103588,ROCKER GASKET,LEAKING,,CYL #1  
103589,INTAKE GASKET,LEAKING,,#1  
103590,ROCKER COVER GASKET,LEAKING,,#1  
103591,,,,
103592,INTAKE GASKET,LEAKING,,#2  
103593,INTAKE GASKET,LEAKING,,#2  
103594,INTAKE,LEAKING,,#2  
103595,INTAKE,LEAKS,,#2  
103596,INTAKE GASKET,LEAKING,,#2 & 4  
103597,ROCKER COVER GASKET,LEAKING,,#3 & 4  
103598,BAFFLE,CRACKED,,L/H ENGINE   
103599,ROCKER COVER,LEAKING,,R/H #3  
103600,INTAKE GASKET,LEAKING,,R/H ENGINE #4  
103601,INTAKE GASKET,LEAKING,,"L/H ENGINE #2, 3, 4  "
103602,INTAKE GASKET,LEAKING,,#2  
103603,ROCKER COVER GASKET,LEAKING,,#3  
103604,INTAKE GASKET,LEAKING,,#2  
103605,INTAKE GASKET,LEAKING,,L/H ENG #4 CYL   
103606,SIDE BAFFLE,MISSING,A BOLT,L/H ENG #4 CYL   
103607,ROCKER COVER GASKET,LEAKING,,R/H ENG #4 CYL   
103608,ROCKER COVER GASKET,LEAKING,,L/H ENG #2 & 4 CYL   
103609,ROCKER COVER GASKET,LEAKING,,#3  
103610,,,,
103611,INTAKE GASKET,LEAKS,,#3  L/H ENGINE
103612,INTAKE GASKET,LEAKING,,#2 & 4  R/H ENGINE
103613,,,,
103614,INTAKE TUBE GASKET,LEAKING,,"L/H #2, 3 & 4  "
103615,BOTH BAFFLE PLUG TAB,BROKEN,OFF,  
103616,INTAKE GASKET,LEAKING,,#2 & 4 CYL   
103617,ROCKER BOX COVER SCREW,LOOSE,,  
103618,HARNESS CLAMP,BROKEN,,#4 CYLINDER   
103619,ROCKER COVER GASKET,LEAKING,,#3 & 4  
103620,,,,
103621,INTAKE GASKET,LEAKING,,#4  
103622,SCREW,MISSING,BAFFLE BRACKET,  #3
103623,FOUND,BROKEN,COVER SCREW ON GROUND,  
103624,,,,
103625,INTAKE GASKET,LEAKING,,#1 & 2  
103626,ROCKER GASKET,LEAKING,,#4  
103627,BAFFLE SEAL,NEEDS,TO BE SECURED,#2 CYL   
103628,FWD BAFFLE,CRACKED,,#1 CYL   
103629,INTAKE GASKET,LEAKING,,#4  
103630,,,,
103631,,,,
103632,,,,
103633,,,,
103634,PUSH ROD TUBE ADEL CLAMP,WORN,RUBBER,CYL #3  
103635,INTAKE GASKET,LEAKING,,#3  
103636,ROCKER COVER GASKET,LEAKING,,#4  
103637,,,,
103638,,,,
103639,,,,
103640,INTAKE GASKET,LEAKING,,#4  
103641,BAFFLE,CRACKED,,L/H REAR ENGINE   
103642,INTAKE GASKET,LEAKING,,#2  
103643,ROCKER COVER GASKET,LEAKING,,#2 & 4  
103644,ENGINE BAFFLE,CRACKED,ABOVE #1 CYL,  
103645,ROCKER COVER GASKET,LEAKING,,#2  
103646,INTAKE GASKET,LEAKING,,CYL #2 & 4  
103647,ROCKER COVER GASKET,LEAKING,, CYL #3 & 4 
103648,BAFFLE SPRING,BROKEN,,R/H   
103649,INTAKE GASKET,LEAKING,,#2 CYL   
103650,ROCKER COVER,LEAKING,,#1 CYL   
103651,INTAKE GASKET,LEAKING,,R/H #3  
103652,,,,
103653,BAFFLE SCREW,LOOSE,,CYL #3  
103654,INTAKE,LEAKING,,L/H ENG  2 & 3 
103655,BAFFLE SEAL,LOOSE,ABOVE #4 CYL ON L/H ENGINE,  
103656,OIL COOLER,DIRTY,,  
103657,SNIFFLER VALVE,DIRTY,,  
103658,ROCKER COVER GASKET,LEAKING,,#2  
103659,INTAKE GASKET,LEAKING,,#3  
103660,,,,
103661,INTAKE GASKET,LEAKING,,#2  
103662,INTAKE GASKET,LEAKING,,#2  
103663,ROCKER COVER GASKET,LEAKING,,#3  
103664,ROCKER COVER GASKET,LEAKING,,#3  
103665,AFT BAFFLE SCREW,LOOSE,BEHIND DIPSTICK TUBE,#3  
103666,FWD LWR ENG SEAL,WORN,ABOVE AIR INTAKE,  
103667,INTAKE,LEAKING,,#2  
103668,INTAKE GASKET,LEAKING,,CYL #2  
103669,BAFFLE,LOOSE,,L/H ENG #2  
103670,ROCKER GASKET,LEAKING,,"#1, 2, 4  "
103671,INTAKE GASKET,LEAKING,,"#2, 3, 4  L/H ENG"
103672,ROCKER COVER GASKET,LEAKING,,#1  R/H ENG
103673,ROCKER COVER GASKET,LEAKING,,#3  L/H ENG
103674,INTAKE GASKET,LEAKING,,#3 & 4  R/H ENG
103675,INTAKE,LEAKING,,#2  
103676,ROCKER COVER,MISSING,SCREW,#4 CYL   
103677,INTAKE TUBE GASKET,LEAKING,,R/H ENG #3  
103678,INTAKE TUBE GASKET,LEAKING,,"L/H ENG #2, 3 & 4  "
103679,ROCKER BOX COVER GASKET,LEAKING,,"L/H ENG #1, 2, 3 & 4  "
103680,ROCKER BOX COVER GASKET,LEAKING,,#3  
103681,ROCKER GASKET,LEAKING,,#2  
103682,ROCKER GASKET,LEAKING,,#1 CYL   
103683,INTERCOOLING BAFFLE WIRE,NEEDS,TO BE REPOSITI,"#2, 4 CYLINDER   "
103684,INTAKE GASKET,LEAKING,,R/H ENG #3 & 4  
103685,INTAKE,LEAKING,,#2 & 4 CYL   L/H ENGINE
103686,,,,
103687,,,,
103688,FWD LWR SEAL ON BAFFLING,WORN,AT AIR INTAKE,  
103689,ROCKER BOX COVER SCREW,LOOSE,,L/H ENG ALL   
103690,ROCKER COVER GASKET,LEAKING,,L/H ENG #1  
103691,INTAKE GASKET,LEAKING,,L/H ENG #4  
103692,INTAKE GASKET,LEAKING,,#4  
103693,BAFFLE PLUG,NEED,TO BE REPLACED,  
103694,,COMPRESSION,"LOW COMPRESSION, LEAKING #4 EXHAUST VALVE",#4 CYLINDER   
103695,,,,
103696,,COMPRESSION,"LOW COMPRESSION, LEAKING #4 EXHAUST VALVE",#4 CYLINDER   
103697,,COMPRESSION,"LOW COMPRESSION, LEAKING #4 EXHAUST VALVE",#4 CYLINDER   
103698,,COMPRESSION,"LOW COMPRESSION, LEAKING #4 EXHAUST VALVE",#4 CYLINDER   
103699,,COMPRESSION,"LOW COMPRESSION, LEAKING #4 EXHAUST VALVE",#4 CYLINDER   
103700,INTAKE GASKET,LEAKING,,CYL #3  
103701,BAFFLE PLUG,WORN,,  
103702,ENGINE BAFFLE SCREW,LOOSE,BEHIND OIL FILLER TUBE,  
103703,CABLE SHEATH,LOOSE,PILOTS SEAT,  
103704,SNIFFLER VALVE,DIRTY,,  
103705,BAFFLE SEAL RIVET,LOOSE,,#3  
103706,TOP BOLT ON ENGINE CASE,LEAKING,,  
103707,INTAKE GASKET,LEAKING,,#4 CYLINDER   
103708,ENGINE BAFFLE,CRACKED,ABOVE #1 CYL,  
103709,INTAKE TUBE GASKET,LEAKING,,#2  
103710,,,,
103711,BAFFLE SCREW,MISSING,SECURED TO ENGINE CASE,R/H AFT ENGINE   
103712,ROCKER COVER GASKET,NEED,TO BE REPLACED,"#1, 2, 3, 4  "
103713,,,,
103714,ROCKER COVER GASKET,LEAKING,,#4  
103715,INTAKE GASKET,LEAKING,,CYL #2  
103716,,,,
103717,INTAKE GASKET,LEAKING,,L/H #3  
103718,ROCKER COVER,LEAKING,,R/H #4  
103719,ROCKER COVER GASKET,LEAKING,,"L/H #3, 4  "
103720,,,,
103721,INTAKE TUBE GASKET,LEAKING,,#3  
103722,INATKE GASKET,LEAKING,,#4  
103723,ROCKER COVER GASKET,LEAKING,,#1  
103724,BAFFLE SCREW BEHIND DIPSTICK,MISSING,,  
103725,,,,
103726,,,,
103727,ROCKER COVER GASKET,LEAKING,,"#2, 3  "
103728,,,,
103729,,,,
103730,ROCKER COVER GASKET,LEAKING,,#2 CYL   
103731,INTAKE HAVE SLIGHT,LEAK,,R/H ENG #2 & 4  
103732,ROCKER COVER GASKET,LEAKING,, CYL #2 
103733,INTAKE GASKET,LEAKING,, CYL #4 
103734,LEFT ENGINE LOWER FIRE SEAL,LOOSE,,  
103735,INTAKE SCREEN,LOOSE,,R/H ENG   
103736,FIRST STAGE COMPRESSOR BLADE,DAMAGE,NEAR TIP,1  
103737,AFT BAFFLE SUPPORT BRACKET RIVET,SHEARED,,R/H ENG   
103738,INTAKE TUBE GASKET,LEAKING,,R/H ENG #3  
103739,ROCKER BOX COVER GASKET,LEAKING,,R/H ENG #2 & 3  
103740,INTAKE TUBE GASKET,LEAKING,,L/H ENG #2 & 4  
103741,ROCKER COVER GASKET,LEAKING,,R/H ENG #2 & 4  
103742,ROCKER COVER GASKET,LEAKING,,"#1, 2 & 4 CYL   "
103743,INTAKE GASKET,LEAKING,, CYL #4 
103744,BAFFLE SEAL,LOOSE,,#1 CYL   
103745,ROCKER COVER GASKET,LEAKING,,"#1, 2 CYL   "
103746,INTAKE,LEAKING,,#2  
103747,ROCKER COVER,LEAKING,,#2 & 4  
103748,INTAKE GASKET,LEAKING,,#2  
103749,ROCKER GASKET,LEAKING,,#3 & 4  
103750,,,,
103751,INTAKE,LEAKING,, 3 & 4 
103752,EXHAUST VALVE,LEAKING,,#3  R/H ENGINE
103753,SIDE BAFFLE SEAL,LOOSE,,R/H ENG CYL #4  
103754,AFT BAFFLE,CRACKED,,R/H CYL #3  
103755,EXHAUST VALVE,LEAKING,,#3  R/H ENGINE
103756,EXHAUST VALVE,LEAKING,,#3  R/H ENGINE
103757,EXHAUST VALVE,LEAKING,,#3  R/H ENGINE
103758,,,,
103759,INTAKE GASKET,LEAKING,, CYL #4 
103760,FWD ENGINE BAFFLE,CRACKED,,L/H   
103761,BAFFLE SUPPORT,CRACKED,,L/H REAR ENGINE   
103762,INTAKE,LEAKING,, #2 & 4 R/H ENGINE
103763,,COMPRESSION,LOW COMPRESSIONS (55 PSI),R/H ENG #1 CYL   
103764,INTAKE GASKET,LEAKING,,"#2, 3, 4  "
103765,ROCKER COVER GASKET,LEAKING,,#4  
103766,ROCKER COVER GASKET,LEAKING,,#4  
103767,INTAKE,LEAKING,,#4 CYL   
103768,ROCKER COVER,LEAKING,,L/H ENG #1 & 4  
103769,,,,
103770,,,,
103771,INTAKE,LEAKING,,#3  R/H ENGINE
103772,INTAKE GASKET,LEAKING,,#2  
103773,BOTH ENG BAFFLE PLUG,WORN,,  
103774,TOP BOLT ON CRANKCASE,OIL LEAK,,  
103775,,,,
103776,,,,
103777,INTAKE GASKET,LEAKING,,#4 & 1  
103778,ROCKER COVER GASKET,LEAKING,,#2  
103779,,,,
103780,,,,
103781,INTAKE,LEAKING,,#4  
103782,,,,
103783,,,,
103784,,,,
103785,,,,
103786,,,,
103787,,,,
103788,,,,
103789,,,,
103790,,,,
103791,,,,
103792,INTAKE GASKET,LEAKING,,#2 & 3  R/H ENGINE
103793,ROCKER COVER,LEAKING,,#2 & 3 CYLINDER   
103794,INTAKE GASKET,LEAKING,,R/H ENG #3  
103795,VALVE COVER,LOOSE,,ALL   
103796,BAFFLE BUTTON,WORN,,1  
103797,INTAKE GASKET,LEAKING,,#2  
103798,ROCKER COVER,LEAKING,,#4  
103799,FWD BAFFLE SEAL,WORN,BY AIR FILTER,  
103800,,,,
103801,INTAKE GASKET,LEAKING,,R/H ENG #3 & 4  
103802,INTAKE,LEAKING,,L/H ENG #3  
103803,ROCKER COVER GASKET,LEAKING,,#2 & 3  L/H ENGINE
103804,INTAKE,LEAKING,,#3 & 4  
103805,OIL,LEAK,"AT FRONT LOWER PORTION OF CRANKCASE, NEAR OIL SEAL",  
103806,OIL,LEAK,"AT FRONT LOWER PORTION OF CRANKCASE, NEAR OIL SEAL",  
103807,SCREW,MISSING,FROM #3 SIDE BAFFLE,  
103808,INTAKE TUBE GASKET,LEAKING,,#3  
103809,ROCKER BOX COVER,LEAKING,,#2  
103810,FWD ENGINE BAFFLE,LOOSE,,L/H ENG #2  
103811,ROCKER BOX COVER GASKET,LEAKING,,R/H ENG #1  
103812,CYL,COMPRESSION,COMPRESSION 15/80 (EXHAUST LEAK),R/H ENG #2  
103813,CYL,COMPRESSION,COMPRESSION 15/80 (EXHAUST LEAK),R/H ENG #2  
103814,INTAKE,LEAKING,,#4  
103815,INTAKE GASKET,LEAKING,,#4  
103816,SCREW,MISSING,AFT #4 CYLINDER ENGINE BAFFLE,  
103817,,,,
103818,INTAKE GASKET,LEAKING,,"#2, 3, 4  L/H ENG"
103819,VALVE COVER GASKET,LEAKING,,#3  L/H ENGINE
103820,VALVE COVER GASKET,LEAKING,ONR/H ENGINE,"#1, 2, 3  "
103821,ROCKER COVER SCREW,LOOSE,,ALL   
103822,INTAKE GASKET,LEAKING,,#2 & 4 CYL   
103823,INTAKE,LEAKING,,#2 & 4  
103824,INTAKE,LEAKING,,"#3, 4 & 1  "
103825,ROCKER COVER,LEAKING,,#3  
103826,INTAKE GASKET,LEAKING,,L/H ENG #3  
103827,INTAKE GASKET,LEAKING,,#2  R/H ENGINE
103828,,,,
103829,,,,
103830,,,,
103831,SIDE BAFFLING,CRACKED,,L/H  #3 CYL  
103832,,,,
103833,SCREW,MISSING,IN #3 SIDE BAFFLE,  
103834,BAFFLE PLUG,NEEDS,TO BE REPLACED,L/H   
103835,INTAKE GASKET,LEAKING,,#2 & 3  L/H ENGINE
103836,INTAKE GASKET,LEAKING,,#2  R/H ENGINE
103837,,,,
103838,BAFFLING,CRACKED,BY ALTERNATOR BELT,#1 CYL   
103839,OIL COOLER SUPPORT BRACKET,CRACKED,, CYL #4 
103840,INTAKE,LEAKING,,#2  R/H ENGINE
103841,SIDE BAFFLE,CRACKED,,#3  R/H ENGINE
103842,INTAKE,LEAKING,,#3  R/H ENGINE
103843,INTAKE,LEAKING,,#2 & 4  L/H ENGINE
103844,AFT BAFFLE,CRACKED,,#3  R/H ENGINE
103845,,,,
103846,FWD BAFFLE SEAL,LOOSE,,#1  
103847,ROCKER COVER GASKET,LEAKING,,#4  
103848,REAR BAFFLE SCREW,LOOSE,,#3  
103849,INTAKE GASKET,LEAKING,,#3  
103850,INTAKE GASKET,LEAKING,,#2  
103851,BAFFLE SEAL,LOOSE,FWD OF #1 CYL,  
103852,BAFFLE PLUG,WORN,,1  
103853,BAFFLE PLUG,MISSING,,R/H   
103854,BAFFLE PLUG,MISSING,,R/H   
103855,,,,
103856,,,,
103857,,,,
103858,,,,
103859,,,,
103860,,,,
103861,INDUCTION TUBE GASKET,LEAKING,,#4  
103862,OIL,LEAKING,FROM TOP OF R/H ENG COWLING,  
103863,OIL,LEAKING,FROM TOP OF R/H ENG COWLING,  
103864,,,,
103865,,,,
103866,INTAKE GASKET,LEAKING,,#3 & 4  
103867,,,,
103868,ROCKER COVER GASKET,LEAKING,,#3 & 4  
103869,SEAL,WORN,ABOVE AIR INTAKE,  
103870,INTAKE GASKET,LEAKING,,L/H ENG #4  
103871,,,,
103872,INTAKE TUBE FLANGE,WORN,,#4 CYL   L/H ENG
103873,BAFFLE,CRACKED,,R/H ENG #4  
103874,INTAKE GASKET,LEAKING,,#4  R/H ENGINE
103875,INTAKE TUBE,NEEDS,"TO BE REPLACED, L/H ENG",#4 CYL   
103876,INTAKE,LEAKING,,#2  
103877,AFT BAFFLE,CRACKED,,#4 CYL   
103878,ROCKER COVER GASKET,LEAKING,,#2  
103879,ROCKER COVER SCREW,LOOSE,,"#1, 3, 4  "
103880,ROCKER COVER,LEAKING,,#2  
103881,BOTTOM ENGINE BAFFLE SEAL,NEEDS,TO BE SECURED,#2 CYL   
103882,ROCKER COVER GASKET,LEAKING,,"1, 2, 3  "
103883,FWD LWR SEAL,WORN,ABOVE INTAKE FILTER HOUSING,  
103884,BAFFLE SCREW,MISSING,ABOVE STARTER,  
103885,BAFFLING,CRACKED,,#1 CYL   
103886,INTAKE GASKET,LEAKING,,#4  
103887,ROCKER COVER GASKET,LEAKING,,#4  
103888,,,,
103889,INTAKE,LEAKING,,#2  L/H ENG
103890,CRANKCASE LIFTING EYEBOLT,LEAKING,OIL,R/H ENG   
103891,ROCKER COVER,LEAKING,,#1  R/H ENG
103892,INTAKE,LEAKING,,#2 & 3  R/H ENG
103893,ROCKER COVER,LEAKING,IN L/H ENG,#3 & 4  
103894,,,,
103895,CRANKCASE LIFTING EYEBOLT,LEAKING,OIL,R/H ENG   
103896,ROCKER COVER GASKET,LEAKING,,"2, 3, 4  "
103897,,,,
103898,,,,
103899,SOME ROCKER COVER SCREW,LOOSE,,  
103900,INTAKE GASKET,LEAKING,,#2 & 4  
103901,,,,
103902,BOTTOM OF OIL COOLER,NEEDS,SEALANT REPLACED BETWEEN COOLER &,  
103903,,,,
103904,BOTH BAFFLE BUTTON,WORN,,  
103905,,COMPRESSION,"COMPRESSION LOW, 25LBS. COMING FROM EXHAUST",#1 CYL  
103906,,COMPRESSION,"COMPRESSION LOW, 25LBS. COMING FROM EXHAUST",#1 CYL  
103907,FRONT BAFFLE SEAL,NEEDS,"RTV, ABOVE ENG INLET",  
103908,ROCKER COVER,LEAKING,,"#4, 1 & 3  "
103909,,,,
103910,,,,
103911,INTAKE GASKET,LEAKING,,R/H ENGINE #3  
103912,,,,
103913,INTAKE GASKET,LEAKING,,CYL #2 & 4  
103914,INTAKE GASKET,LEAKING,,#3  
103915,ROCKER COVER GASKET,LEAKING,,"#1, 2, 4  "
103916,,,,
103917,ROCKER COVER GASKET,LEAKING,,"2, 3, 4  "
103918,INTAKE,LEAKING,,#4  L/H ENGINE
103919,ROCKER COVER,LEAKING,,#3  R/H ENGINE
103920,,,,
103921,IGN TOP LEAD,NEED,TO BE SECURED,#2 & 4  
103922,INTAKE GASKET,LEAKING,,#2  
103923,INTAKE GASKET,LEAKING,,#1 & 2  
103924,INTAKE,LEAKING,,#2  
103925,,,,
103926,,,,
103927,INTAKE GASKET,LEAKING,,R/H ENG #2  
103928,ROCKER GASKET,LEAKING,,L/H ENG #2 & 4  
103929,INTAKE GASKET,LEAKING,,"L/H ENG #2, 3, 4  "
103930,ROCKER GASKET,LEAKING,,R/H ENGINE #3 & 4  
103931,INTAKE SCREEN,WORN,,L/H ENG   
103932,INTAKE SCREEN,WORN,,L/H ENG   
103933,INDUCTION TUBE GASKET,LEAKING,,#2  
103934,INTAKE GASKET,LEAKING,, CYL #1 
103935,,,,
103936,,,,
103937,INTAKE,LEAKING,,R/H ENG #2  
103938,ROCKER COVER,LEAKING,,R/H ENG #1  
103939,INTAKE GASKET,LEAKING,,CYL #2  
103940,INTAKE GASKET,LEAKING,,#2 & 4  L/H ENGINE
103941,ROCKER COVER GASKET,LEAKING,,#1 & 2  L/H ENGINE
103942,,,,
103943,ROCKER COVER SCREW,LOOSE,,ALL   
103944,,COMPRESSION,LOW COMPRESSION 5/80,R/H ENG #1 CYL   
103945,,COMPRESSION,LOW COMPRESSION 20/80,R/H ENG #3 CYL   
103946,BAFFLE,CRACKED,AT OIL COOLER,R/H ENG #4  
103947,,,,
103948,INTAKE,LEAKING,,R/H ENG #1 & 3  
103949,,COMPRESSION,LOW COMPRESSION 5/80,R/H ENG #1 CYL   
103950,,COMPRESSION,LOW COMPRESSION 5/80,R/H ENG #1 CYL   
103951,,COMPRESSION,LOW COMPRESSION 20/80,R/H ENG #3 CYL   
103952,,COMPRESSION,LOW COMPRESSION 20/80,R/H ENG #3 CYL   
103953,ROCKER COVER,MISSING,A SCREW,#3  
103954,BAFFLE SCREW,MISSING,SIDE BY OIL DIPSTICK HOUSING,  R/H 
103955,ROCKER COVER GASKET,LEAKING,,"1, 2, 3  "
103956,INTAKE GASKET,LEAKING,,#4  
103957,,,,
103958,ENGINE BAFFLE PATCH,CRACKED,ABOVE #4 CYL,  
103959,,,,
103960,,,,
103961,,,,
103962,,,,
103963,,,,
103964,,,,
103965,,,,
103966,SCREW,MISSING,FROM CYL #2 FWD BAFFLE,  
103967,INTAKE GASKET,LEAKING,,#4  
103968,ROCKER COVER GASKET,LEAKING,,#1  
103969,INTAKE GASKET,LEAKING,,"#2, 3, 4  "
103970,,,,
103971,ROCKER GASKET,LEAKING,,R/H #2 & 4  
103972,INTAKE GASKET,LEAKING,,R/H #3 & 4  
103973,,,,
103974,,,,
103975,,,,
103976,,,,
103977,,,,
103978,,,,
103979,,,,
103980,,,,
103981,INTAKE GASKET,LEAKING,,"CYL #1, 2 & 3  "
103982,ROCKER COVER GASKET,LEAKING,,CYL #1  
103983,INTAKE GASKET,LEAKING,,#4 L/H ENGINE  
103984,ROCKER COVER GASKET,LEAKING,,#3  R/H ENGINE
103985,,,,
103986,INTAKE GASKET,LEAKING,,"#2, 3, 4  R/H ENGINE"
103987,CHAFING,DAMAGE,"NOTED ON #3 INTAKE TUBE, BY PRIMER LINE",  
103988,ENGINE SCROLL,DIRTY,,  
103989,INTAKE GASKET,LEAKING,,CYL #3 & 4  
103990,INTAKE,LEAKING,,R/H ENGINE #2  
103991,INTAKE GASKET,LEAKING,,CYL #1 & 3  
103992,ROCKER COVER GASKET,LEAKING,,CYL #2  
103993,,,,
103994,,,,
103995,,,,
103996,ROCKER GASKET,LEAKING,,#3  
103997,INTAKE GASKET,LEAKING,,ALL 4  
103998,ROCKER COVER GASKET,LEAKING,,"CYL #1, 2 & 4  "
103999,ROCKER COVER,LEAKING,,#4  
104000,INTAKE GASKET,LEAKING,,#4 CYL   
104001,INTAKE GASKET,LEAKING,,#2  
104002,ROCKER COVER GASKET,LEAKING,,#2  
104003,,,,
104004,ROCKER COVER GASKET,LEAKS,,#1  
104005,ROCKER COVER GASKET,LEAKING,,CYL #1  
104006,ROCKER COVER GASKET,LEAKING,,#4  
104007,SIGNIFICANT AMOUNT OF,OIL LEAKING,FROM #4 CYLINDER AREA,  
104008,SMALL,LEAK,NOTED ON UPPER ENGINE CRANKCASE BACKBONE,  
104009,INTAKE,LEAKING,,#2  
104010,ROCKER COVER GASKET,LEAKING,,CYL #2  
104011,INTAKE GASKET,LEAKING,,#4  
104012,ROCKER COVER GASKET,LEAKING,,#4  
104013,INTAKE GASKET,LEAKING,,"#2, 3 & 4  "
