IDENT,LOCATION,PART,TGGEDPROBLEM
103537,R/H ENG #2 & 4,INTAKE GASKETS,LEAKING
103538,"ALL 4, L/H",INTAKE GASKETS,LEAKING
103539,,,"LUECO, REQUIRED"
103540,L/H #4,INTAKE GASKET,LEAKING
103541,R/H #1,INTAKE GASKET,LEAKING
103542,"#3 & 4, R/H",INTAKE,LEAKING
103543,ENGINE,,"QUIT, LOW RPM"
103544,L/H ENG #2 & 3,INTAKES,LEAKING
103545,R/H ENG,ROCKER COVERS,LEAKING
103546,R/H ENG #4,INTAKE,LEAKING
103547,R/H ENG,ROCKER COVERS,LEAKING
103548,L/H ENG #2 & 3,INTAKES,LEAKING
103549,L/H ENG #4 CYL,,NO COMPRESSION
103550,L/H ENG #4 CYL,,NO COMPRESSION
103551,L/H ENG #4 CYL,,NO COMPRESSION
103552,#2,INTAKE GASKET,LEAKING
103553,#4,ROCKER GASKET,LEAKING
103554,#2,INTAKE,LEAKING
103555,,,
103556,"#1, 2, 3",INTAKE GASKETS,LEAKING
103557,#4,"INTAKE, O/B BOLT LOCK",
103558,"#4, R/H",INTAKE GASKET,LEAKING
103559,R/H ENG #3,BAFFLE SEAL,LOOSE
103560,"ENGINE, #3 CYL, R/H",BAFFLE,CRACKED
103561,#4,INTAKE GASKET,LEAKING
103562,#3 & 4,ROCKER COVER GASKETS,LEAKING
103563,#1,,"SCREW MISSING, BAFFLING"
103564,AFT CRANKCASE,,MISSING NUT
103565,R/H SIDE,BAFFLE PLUG,"LOOSE, BROKEN"
103566,,,ROUGH
103567,R/H ENG,BAFFLE MOUNTING SCREW,LOOSE
103568,#1,INDUCTION TUBE GASKET,LEAKING
103569,"CYL #2, 3 & 4",ROCKER COVER GASKETS,LEAKING
103570,TOP OF ENGINE,MIDDLE THRO,LEAKING
103571,"R/H, R/H REAR",BAFFLE,CRACKED
103572,"R/H, L/H REAR",BAFFLE SUPPORT,CRACKED
103573,L/H ENG #2 & 3,INTAKE GASKETS,LEAKING
103574,"#4, R/H",BAFFLE HAS,LOOSE
103575,"#2 & 4, R/H",INTAKES,LEAKING
103576,"#4, R/H",BAFFLE SEAL,TORN
103577,"2, 3 & 4, L/H",INTAKES,LEAKING
103578,CYL #2,INTAKE,LEAKING
103579,CYL #4,ROCKER COVER GASKET,LEAKING
103580,#4 CYL,BAFFLE,REQUIRED
103581,LEFT ENGINE,AIR LINE,CHAFING
103582,L/H,AFT COWL I/B ACCESS PANEL,STRIPPED
103583,L/H,,SMOKING
103584,#1 & 4,INTAKE GASKETS,LEAKING
103585,2 & 3,ROCKER COVER GASKETS,LEAKING
103586,#1 & 2,INTAKE GASKETS,LEAKING
103587,R/H,,ROUGH
103588,CYL #1,ROCKER GASKET,LEAKING
103589,#1,INTAKE GASKET,LEAKING
103590,#1,ROCKER COVER GASKET,LEAKING
103591,,,
103592,#2,INTAKE GASKET,LEAKING
103593,#2,INTAKE GASKET,LEAKING
103594,#2,INTAKE,LEAKING
103595,#2,INTAKE,LEAKS
103596,#2 & 4,INTAKE GASKETS,LEAKING
103597,#3 & 4,ROCKER COVER GASKETS,LEAKING
103598,L/H,BAFFLE,CRACKED
103599,R/H #3,ROCKER COVER,LEAKING
103600,R/H ENGINE #4,INTAKE GASKET,LEAKING
103601,"L/H ENGINE #2, 3",INTAKE GASKETS,LEAKING
103602,#2,INTAKE GASKET,LEAKING
103603,#3,ROCKER COVER GASKET,LEAKING
103604,#2,INTAKE GASKET,LEAKING
103605,L/H ENG #4,INTAKE GASKET,LEAKING
103606,L/H ENG #4 CYL SIDE,BAFFLE,MISSING A BOLT
103607,R/H ENG #4,ROCKER COVER GASKET,LEAKING
103608,L/H ENG #2 & 4 CYL,ROCKER COVER GASKETS,LEAKING
103609,#3,ROCKER COVER GASKET,LEAKING
103610,#3 CYL,"COWL SEAL, BAFFLE",FELL OFF RIVET
103611,"#3, L/H",INTAKE GASKET,LEAKS
103612,"#2 & 4, R/H",INTAKE GASKETS,LEAKING
103613,"R/H, R/H FRONT",BAFFLE SEAL,
103614,"L/H #2, 3 & 4",INTAKE TUBE GASKETS,LEAKING
103615,BOTH,BAFFLE PLUG TABS,BROKEN
103616,#2 & 4 CYL,INTAKE GASKETS,LEAKING
103617,,ROCKER BOX COVER SCREWS,LOOSE
103618,#4 CYLINDER,,BROKEN
103619,#3 & 4,ROCKER COVER GASKETS,LEAKING
103620,,,
103621,#4,INTAKE GASKET,LEAKING
103622,#3,BAFFLE BRACKET,SCREW MISSING
103623,,,BROKEN
103624,L/H,BAFFLE,CRACKED
103625,#1 & 2,INTAKE GASKETS,LEAKING
103626,#4,ROCKER GASKET,LEAKING
103627,#2 CYL,BAFFLE SEAL,SECURED
103628,#1 CYL,BAFFLE,CRACKED
103629,#4,INTAKE GASKET,LEAKING
103630,ENGINE,,ROUGH
103631,ENGINE,,ROUGH
103632,ENGINE,,ROUGH
103633,"L/H, L/H",BAFFLE TIE ROD,BROKEN
103634,CYL #3,ROD TUBE ADEL CLAMP,WORN
103635,#3,INTAKE GASKET,LEAKING
103636,#4,ROCKER COVER GASKET,LEAKING
103637,W/IN,MAG &,
103638,,,REQUIRED
103639,,,REQUIRED
103640,#4,INTAKE GASKET,LEAKING
103641,L/H REAR,BAFFLE,CRACKED
103642,#2,INTAKE GASKET,LEAKING
103643,#2 & 4,ROCKER COVER GASKET,LEAKING
103644,"ENGINE, #1 CYL",BAFFLE,CRACKED
103645,#2,ROCKER COVER GASKET,LEAKING
103646,CYL #2 & 4,INTAKE GASKET,LEAKING
103647,CYL #3,ROCKER COVER GASKET,LEAKING
103648,R/H,BAFFLE SPRING,BROKEN
103649,#2 CYL,INTAKE GASKET,LEAKING
103650,#1 CYL,ROCKER COVER,LEAKING
103651,R/H #3,INTAKE GASKET,LEAKING
103652,R/H #3,AFT BAFFLE SEAL,HOLE
103653,CYL #3,BAFFLE SCREW,LOOSE
103654,"L/H, 2 & 3",INTAKE,LEAKING
103655,"#4 CYL, L/H",BAFFLE SEAL,LOOSE
103656,,,
103657,SNIFFLER,,
103658,#2,ROCKER COVER GASKET,LEAKING
103659,#3,INTAKE GASKET,LEAKING
103660,,BAFFLE,CRACK
103661,#2,INTAKE GASKET,LEAKING
103662,#2,INTAKE GASKET,LEAKING
103663,#3,ROCKER COVER GASKET,LEAKING
103664,#3,ROCKER COVER GASKET,LEAKING
103665,#3,AFT BAFFLE SCREW,
103666,,LWR ENG SEAL,WORN
103667,#2,INTAKE,LEAKING
103668,CYL #2,INTAKE GASKET,LEAKING
103669,L/H ENG #2,BAFFLE,LOOSE
103670,"#1, 2, 4",ROCKER GASKETS,LEAKING
103671,"2, 3, L/H",INTAKE GASKETS,LEAKING
103672,"#1, R/H",ROCKER COVER GASKET,LEAKING
103673,"#3, L/H",ROCKER COVER GASKET,LEAKING
103674,"#3 & 4, R/H",INTAKE GASKETS,LEAKING
103675,#2,INTAKE,LEAKING
103676,#4 CYL,ROCKER COVER,MISSING SCREW
103677,R/H ENG #3,INTAKE TUBE GASKET,LEAKING
103678,"L/H ENG #2, 3 & 4",INTAKE TUBE GASKETS,LEAKING
103679,"L/H ENG, #1, 2, 3 & 4",ROCKER BOX COVER GASKETS,LEAKING
103680,#3,ROCKER BOX COVER GASKET,LEAKING
103681,#2,ROCKER GASKET,LEAKING
103682,#1 CYL,ROCKER GASKET,LEAKING
103683,"#2, 4 CYLINDER",BAFFLE WIRE,
103684,R/H ENG #3,INTAKE GASKETS,LEAKING
103685,"#2 & 4 CYL, L/H",INTAKES,LEAKING
103686,,BAFFLE PLUG,
103687,,,
103688,BAFFLING,,WORN
103689,L/H,ROCKER BOX COVER SCREWS,LOOSE
103690,L/H ENG,ROCKER COVER GASKET,LEAKING
103691,L/H ENG #4,INTAKE GASKET,LEAKING
103692,#4,INTAKE GASKET,LEAKING
103693,,BAFFLE PLUGS,
103694,"#4 CYLINDER, #4",,"LOW COMPRESSION, LEAKING, VALVE"
103695,#2/4,BAFFLE CONNECT WIRE INSTALLED,
103696,"#4 CYLINDER, #4",,"LOW COMPRESSION, LEAKING, VALVE"
103697,"#4 CYLINDER, #4",,"LOW COMPRESSION, LEAKING, VALVE"
103698,"#4 CYLINDER, #4",,"LOW COMPRESSION, LEAKING, VALVE"
103699,"#4 CYLINDER, #4",,"LOW COMPRESSION, LEAKING, VALVE"
103700,CYL #3,INTAKE GASKET,LEAKING
103701,,BAFFLE PLUGS,WORN
103702,ENGINE,BAFFLE SCREW,LOOSE
103703,,,LOOSE
103704,SNIFFLER,,
103705,#3,BAFFLE SEAL RIVETS,LOOSE
103706,"TOP BOLT ON, ENGINE",,LEAKING
103707,#4 CYLINDER,INTAKE GASKET,LEAKING
103708,"ENGINE, #1 CYL",BAFFLE,CRACKED
103709,#2,INTAKE TUBE GASKET,LEAKING
103710,CYL #3,BAFFLE,MISSING SCREW
103711,"R/H AFT ENGINE, ENGINE",BAFFLE,"SCREW MISSING, SECURED"
103712,"#1, 2, 3",ROCKER COVER GASKETS,
103713,"R/H, #1 CYL",ROCKER COVER,MISSING BAFFLE SCREW
103714,#4,ROCKER COVER GASKET,LEAKING
103715,CYL #2,INTAKE GASKET,LEAKING
103716,CYL #3,ROCKER COVER GASKET,LEAKING
103717,L/H #3,INTAKE GASKET,LEAKING
103718,R/H #4,ROCKER COVER,LEAKING
103719,L/H #3,ROCKER COVER GASKETS,LEAKING
103720,"L/H, #2","BAFFLE TIE ROD, OIL RETURN LINE",RUBBING
103721,#3,INTAKE TUBE GASKET,LEAKING
103722,#4,INATKE GASKET,LEAKING
103723,#1,ROCKER COVER GASKET,LEAKING
103724,,BAFFLE SCREW,MISSING
103725,,,TIMED OUT
103726,"ENGINE, #2 CYL","RIVET, BAFFLE SEAL",PULLED
103727,"2, 3",ROCKER COVER GASKETS,LEAKING
103728,,,
103729,TOP OF ENGINE,,
103730,#2 CYL,ROCKER COVER GASKET,LEAKING
103731,R/H ENG #2 & 4,INTAKE HAVE SLIGHT,
103732,CYL #2,ROCKER COVER GASKET,LEAKING
103733,CYL #4,INTAKE GASKET,LEAKING
103734,LEFT ENGINE,,LOOSE
103735,R/H,INTAKE SCREEN,LOOSE
103736,,,DAMAGE
103737,R/H ENG,,SHEARED
103738,R/H ENG #3,INTAKE TUBE GASKET,LEAKING
103739,R/H ENG #2 & 3,ROCKER BOX COVER GASKET,LEAKING
103740,L/H ENG #2 & 4,INTAKE TUBE GASKETS,LEAKING
103741,R/H ENG #2 & 4,ROCKER COVER GASKETS,LEAKING
103742,"#1, 2 & 4 CYL",ROCKER COVER GASKETS,LEAKING
103743,CYL #4,INTAKE GASKET,LEAKING
103744,#1 CYL,BAFFLE SEAL,LOOSE
103745,"#1, 2 CYL",ROCKER COVER GASKETS,LEAKING
103746,#2,INTAKE,LEAKING
103747,#2 & 4,ROCKER COVERS,LEAKING
103748,#2,INTAKE GASKET,LEAKING
103749,#3 & 4,ROCKER GASKETS,LEAKING
103750,LEFT O/B,BAFFLE TIE WIRE,BROKEN
103751,,INTAKES,LEAKING
103752,"#3, R/H",VALVE,LEAKING
103753,R/H ENG,BAFFLE SEAL,LOOSE
103754,R/H CYL #3,AFT BAFFLE,CRACKED
103755,"#3, R/H",VALVE,LEAKING
103756,"#3, R/H",VALVE,LEAKING
103757,"#3, R/H",VALVE,LEAKING
103758,"L/H, L/H",BAFFLE SEAL,LOOSE
103759,CYL #4,INTAKE GASKET,LEAKING
103760,L/H FWD ENGINE,BAFFLE,CRACKED
103761,L/H REAR ENGINE,BAFFLE,CRACKED
103762,"#2 & 4, R/H",INTAKES,LEAKING
103763,R/H ENG,,LOW
103764,"2, 3",INTAKE GASKETS,LEAKING
103765,#4,ROCKER COVER GASKET,LEAKING
103766,#4,ROCKER COVER GASKET,LEAKING
103767,#4 CYL,INTAKE,LEAKING
103768,"L/H ENG, #1 & 4",ROCKER COVERS,LEAKING
103769,L/H & R/H ENG,FIREWALLS,
103770,"R/H, R/H","BAFFLE TIE ROD, OIL RETURN LINE",RUBBING
103771,"#3, R/H",INTAKE,LEAKING
103772,#2,INTAKE GASKET,LEAKING
103773,BOTH ENG,BAFFLE PLUGS,WORN
103774,TOP BOLT,,
103775,TOP OF ENGINE,,
103776,,,BACKED
103777,#4 & 1,INTAKE GASKET,LEAKING
103778,#2,ROCKER COVER GASKET,LEAKING
103779,#! CYL,BAFFLE,EXTENDING
103780,"ENGINE, R/H REAR",BAFFLE SUPPORT BRACKET,LOOSE
103781,#4,INTAKE,LEAKING
103782,,,DAMAGED
103783,,"AFT L/H, BAFFLE",CRACKED
103784,L/H,,COLLECTING
103785,L/H,,COLLECTING
103786,L/H,,COLLECTING
103787,L/H,,
103788,,,
103789,L/H,,
103790,L/H,,
103791,ENGINE,,780 RPM
103792,"2 & 3, R/H",INTAKE GASKETS,LEAKING
103793,#2 & 3 CYLINDER,ROCKER COVERS,LEAKING
103794,R/H ENG #3,INTAKE GASKET,LEAKING
103795,,VALVE COVERS,LOOSE
103796,1,BAFFLE BUTTON,WORN
103797,#2,INTAKE GASKET,LEAKING
103798,#4,ROCKER COVER,LEAKING
103799,,BAFFLE SEAL,WORN
103800,"L/H, L/H REAR",BAFFLE,CRACKED
103801,R/H ENG #3,INTAKE GASKETS,LEAKING
103802,L/H ENG #3,INTAKE,LEAKING
103803,"2 & 3, L/H",ROCKER COVER GASKETS,LEAKING
103804,#3 & 4,INTAKES,LEAKING
103805,,,PORTION OF
103806,,,PORTION OF
103807,#3,BAFFLE,SCREW MISSING
103808,#3,INTAKE TUBE GASKET,LEAKING
103809,#2,ROCKER BOX COVER,LEAKING
103810,L/H ENG #2 FWD ENGINE,BAFFLE,LOOSE
103811,R/H ENG,ROCKER BOX COVER GASKET,LEAKING
103812,R/H ENG #2 CYL,,COMPRESSION 15/80
103813,R/H ENG #2 CYL,,COMPRESSION 15/80
103814,#4,INTAKE,LEAKING
103815,#4,INTAKE GASKET,LEAKING
103816,"AFT #4 CYLINDER, ENGINE",BAFFLE,SCREW MISSING
103817,L/H ENGINE,,NOT START
103818,"2, 3, L/H",INTAKE GASKETS,LEAKING
103819,"#3, L/H",VALVE COVER GASKET,LEAKING
103820,"#1, 2, 3",VALVE COVER GASKETS,LEAKING
103821,,ROCKER COVER SCREWS,LOOSE
103822,#2 & 4 CYL,INTAKE GASKETS,LEAKING
103823,#2 & 4,INTAKE,LEAKING
103824,#3,INTAKES,LEAKING
103825,#3,ROCKER COVER,LEAKING
103826,L/H ENG #3,INTAKE GASKET,LEAKING
103827,"#2, R/H",INTAKE GASKET,LEAKING
103828,"#3 CYL, R/H",BAFFLE,CRACK
103829,"L/H, #4 CYL",COWL SEAL,UNSECURED
103830,"R/H, #2",INTAKE TUBE,CHAFING
103831,"L/H SIDE, #3 CYL",,"BAFFLING, CRACKED"
103832,L/H,BAFFLE SEAL ABOVE #4 CYL,PULLED
103833,#3,BAFFLE,SCREW MISSING
103834,L/H,BAFFLE PLUG,
103835,"2 & 3, L/H",INTAKE GASKETS,LEAKING
103836,"#2, R/H",INTAKE GASKET,LEAKING
103837,"R/H SIDE, L/H",AIR BOX,LOOSE
103838,#1 CYL,BAFFLING,CRACKED
103839,CYL #4,,CRACKED
103840,"#2, R/H",INTAKE,LEAKING
103841,"#3, R/H",BAFFLE,CRACKED
103842,"#3, R/H",INTAKE,LEAKING
103843,"#2 & 4, L/H",INTAKES,LEAKING
103844,"#3, R/H",AFT BAFFLE,CRACKED
103845,,"BAFFLE, RIVETS THAT",RUBBIN
103846,#1,BAFFLE SEAL,LOOSE
103847,#4,ROCKER COVER GASKET,LEAKING
103848,#3,BAFFLE SCREW,LOOSE
103849,#3,INTAKE GASKET,LEAKING
103850,#2,INTAKE GASKET,LEAKING
103851,,"BAFFLE SEAL, FWD OF #1 CYL",LOOSE
103852,,BAFFLE PLUG,WORN
103853,R/H,BAFFLE PLUG,MISSING
103854,R/H,BAFFLE PLUG,MISSING
103855,R/H,BAFFLE,CRACK
103856,R/H AFT ENGINE,BAFFLE,CRACK
103857,R/H,BAFFLE SEAL,
103858,"L/H, CYL #2",BAFFLE SEAL,PULLED
103859,ENGINE,,QUIT
103860,ENGINE,,QUIT
103861,#4,INDUCTION TUBE GASKET,LEAKING
103862,R/H,,"LEAKING, COWLING"
103863,R/H,,"LEAKING, COWLING"
103864,R/H SIDE,AFT BAFFLE SEAL RIVET,PULLED
103865,#1 CYL,BAFFLE,CRACK
103866,#3 & 4,INTAKE GASKETS,LEAKING
103867,ENGINE,,PERFORMING GO-AROUND
103868,#3 & 4,ROCKER COVER GASKETS,LEAKING
103869,SEAL,,WORN
103870,L/H ENG #4,INTAKE GASKET,LEAKING
103871,"L/H ENG, L/H",BAFFLE,CRACKED
103872,"#4 CYL, L/H",INTAKE TUBE,WORN
103873,R/H ENG #4,BAFFLE,CRACKED
103874,"#4, R/H",INTAKE GASKET,LEAKING
103875,"#4 CYL, L/H",INTAKE TUBE,
103876,#2,INTAKE,LEAKING
103877,#4 CYL,AFT BAFFLE,CRACKED
103878,#2,ROCKER COVER GASKET,LEAKING
103879,"#1, 3",ROCKER COVER SCREWS,LOOSE
103880,#2,ROCKER COVER,LEAKING
103881,#2 CYL,BAFFLE SEAL,SECURED
103882,"1, 2, 3",ROCKER COVER GASKETS,LEAKING
103883,,INTAKE FILTER,"WORN, HOUSING"
103884,,BAFFLE,SCREW MISSING
103885,#1 CYL,BAFFLING,CRACKED
103886,#4,INTAKE GASKET,LEAKING
103887,#4,ROCKER COVER GASKET,LEAKING
103888,"EXTENDING, #1 CYL",BAFFLE,CRACK
103889,"#2, L/H",INTAKE,LEAKING
103890,R/H,,LEAKING
103891,"#1, R/H",ROCKER COVER,LEAKING
103892,"2 & 3, R/H",INTAKES,LEAKING
103893,#3 & 4,ROCKER COVERS,LEAKING
103894,R/H,BAFFLE SEAL,LOOSE
103895,R/H,,LEAKING
103896,"2, 3",ROCKER COVER GASKETS,LEAKING
103897,#1 SIDE,BAFFLE,
103898,#1,BAFFLE,BENT
103899,,ROCKER COVER SCREWS,LOOSE
103900,#2 & 4,INTAKE GASKETS,LEAKING
103901,,,"FREE PLAY NOTED, YOKES"
103902,,,
103903,#1 CYL,"BAFFLE, TENSION WIRE, OIL RETU",CHAFING
103904,BOTH,BAFFLE BUTTONS,WORN
103905,#1 CYLINDER,,"COMPRESSION LOW,"
103906,#1 CYLINDER,,"COMPRESSION LOW,"
103907,,BAFFLE SEAL,
103908,"#4, 1 & 3",ROCKER COVERS,LEAKING
103909,"ENGINE, #4",BAFFLE SEAL STAPLE,PULLED
103910,#1 AND #3,ROCKER COVERS,LEAKING
103911,R/H ENGINE #3,INTAKE GASKET,LEAKING
103912,ENGINE,,"VIBRATION, VIBRATION"
103913,CYL #2 & 4,INTAKE GASKETS,LEAKING
103914,#3,INTAKE GASKET,LEAKING
103915,"#1, 2, 4",ROCKER COVER GASKETS,LEAKING
103916,#1 CYL,BAFFLE SEAL RIVET,PULLED
103917,"2, 3",ROCKER COVER GASKETS,LEAKING
103918,"#4, L/H",INTAKE,LEAKING
103919,"#3, R/H",ROCKER COVER,LEAKING
103920,#3 CYL,,"BAFFLING, CRACK"
103921,#2 & 4,IGN TOP LEADS,SECURED
103922,#2,INTAKE GASKET,LEAKING
103923,#1 & 2,INTAKE GASKETS,LEAKING
103924,#2,INTAKE,LEAKING
103925,#2,BAFFLE SEAL,DISCONNECTED
103926,CYL #3,BAFFLE AFT &,MISSING SCREW
103927,R/H ENG #2,INTAKE GASKET,LEAKING
103928,L/H ENG #2 & 4,ROCKER GASKETS,LEAKING
103929,"L/H ENG #2, 3",INTAKE GASKETS,LEAKING
103930,R/H ENGINE #3,ROCKER GASKETS,LEAKING
103931,L/H,INTAKE SCREEN,WORN
103932,L/H,INTAKE SCREEN,WORN
103933,#2,INDUCTION TUBE GASKET,LEAKING
103934,CYL #1,INTAKE GASKET,LEAKING
103935,"EXPERIENCED, ENGINE",,HESITATION
103936,"EXPERIENCED, ENGINE",,HESITATION
103937,R/H ENG #2,INTAKE,LEAKING
103938,R/H ENG,ROCKER COVER,LEAKING
103939,CYL #2,INTAKE GASKET,LEAKING
103940,"#2 & 4, L/H",INTAKE GASKETS,LEAKING
103941,"#1 & 2, L/H",ROCKER COVER GASKETS,LEAKING
103942,CYL #1,BAFFLE SEAL,
103943,,ROCKER COVER SCREWS,LOOSE
103944,R/H ENG,,LOW COMPRESSION
103945,R/H ENG #3 CYL,,"LOW COMPRESSION, 20/80"
103946,R/H ENG #4,BAFFLE,CRACKED
103947,#4 CYL,BAFFLE SEAL RIVET,PULLED
103948,R/H ENG,INTAKES,LEAKING
103949,R/H ENG,,LOW COMPRESSION
103950,R/H ENG,,LOW COMPRESSION
103951,R/H ENG #3 CYL,,"LOW COMPRESSION, 20/80"
103952,R/H ENG #3 CYL,,"LOW COMPRESSION, 20/80"
103953,#3,ROCKER COVER,MISSING A SCREW
103954,R/H SIDE,BAFFLE,"SCREW MISSING, HOUSING"
103955,"1, 2, 3",ROCKER COVER GASKETS,LEAKING
103956,#4,INTAKE GASKET,LEAKING
103957,"ENGINE, QUIT & COULD",,NOT RESTART
103958,"ENGINE, #4 CYL",BAFFLE,CRACKED
103959,"R/H, L/H, CYL #1, NO TEM","MAG, MAG",
103960,"R/H, L/H, CYL #1, NO TEM","MAG, MAG",
103961,"R/H, L/H, CYL #1, NO TEM","MAG, MAG",
103962,"R/H, L/H, CYL #1, NO TEM","MAG, MAG",
103963,"R/H, L/H, CYL #1, NO TEM","MAG, MAG",
103964,LEFT ENGINE #2,INTAKE,LEAKING
103965,ENGINE,,STICKING
103966,CYL #2,BAFFLE,SCREW MISSING
103967,#4,INTAKE GASKET,LEAKING
103968,#1,ROCKER COVER GASKET,LEAKING
103969,"2, 3",INTAKE GASKETS,LEAKING
103970,R/H #1 CYL,BAFFLE,CRACK
103971,R/H #2 & 4,ROCKER GASKETS,LEAKING
103972,R/H #3,INTAKE GASKETS,LEAKING
103973,#2 CYL,BAFFLING,CRACK
103974,L/H,,CLIP
103975,"R/H #3, #4",BAFFLE SEALS,TORN
103976,L/H,,CLIP
103977,L/H,,CLIP
103978,L/H,,CLIP
103979,L/H,,CLIP
103980,L/H,,CLIP
103981,"CYL #1, 2 & 3",INTAKE GASKETS,LEAKING
103982,CYL #1,ROCKER COVER GASKET,LEAKING
103983,"#4, L/H ENGINE",INTAKE GASKET,LEAKING
103984,"#3, R/H",ROCKER COVER GASKET,LEAKING
103985,"#4, L/H ENGINE",INTAKE TUBE,LOOSE
103986,"2, 3, R/H",INTAKE GASKETS,LEAKING
103987,#3,INTAKE TUBE,CHAFING
103988,ENGINE,,
103989,CYL #3,INTAKE GASKETS,LEAKING
103990,R/H ENGINE #2,INTAKE,LEAKING
103991,CYL #1 & 3,INTAKE GASKETS,LEAKING
103992,CYL #2,ROCKER COVER GASKET,LEAKING
103993,L/H I/B CYL,BAFFLING,BROKEN
103994,LEFT ENGINE,,"WILL, NOT START"
103995,,BLACK,WEARING
103996,#3,ROCKER GASKET,LEAKING
103997,ALL 4,INTAKE GASKETS,LEAKING
103998,"CYL #1, 2 & 4",ROCKER COVER GASKETS,LEAKING
103999,#4,ROCKER COVER,LEAKING
104000,#4 CYL,INTAKE GASKET,LEAKING
104001,#2,INTAKE GASKET,LEAKING
104002,#2,ROCKER COVER GASKET,LEAKING
104003,,,"SEAL, WORN"
104004,#1,ROCKER COVER GASKET,LEAKS
104005,CYL #1,ROCKER COVER GASKET,LEAKING
104006,#4,ROCKER COVER GASKET,LEAKING
104007,#4 CYLINDER,,LEAKING
104008,ENGINE,,
104009,#2,INTAKE,LEAKING
104010,CYL #2,ROCKER COVER GASKET,LEAKING
104011,#4,INTAKE GASKET,LEAKING
104012,#4,ROCKER COVER GASKET,LEAKING
104013,"2, 3 & 4",INTAKE GASKETS,LEAKING
104014,L/H AFT ENGINE,BAFFLE,CRACKED
104015,CYL #2 & 3,ROCKER COVER GASKETS,LEAKING
104016,#4,INTAKE GASKET,LEAKING
104017,#3 & 4,ROCKER GASKETS,LEAKING
104018,#1 CYL,,"BAFFLING HAS A, CRACK"
104019,L/H SIDE,BAFFLE PLUG,BROKEN
104020,"#2, R/H",INTAKE,LEAKING
104021,CYL #1,INTAKE GASKET,LEAKING
104022,"R/H SIDE, CYL #1",BAFFLE,CRACKED
104023,#3,ROCKER COVER GASKETS,LEAKING
104024,,,
104025,#4,ROCKER COVER GASKET,LEAKING
104026,#2,INTAKE GASKET,LEAKING
104027,#4 CYL,BAFFLE,CRACKED
104028,,OIL RETURN LINE,
104029,#1,INTAKE TUBE GASKET,LEAKING
104030,,ROCKER COVER SCREWS,LOOSE
104031,#4,AFT BAFFLE,CRACKED
104032,R/H ENG #2,INTAKE GASKET,LEAKING
104033,#3,AFT BAFFLE,CRACKED
104034,R/H ENG #3,AFT BAFFLE SEAL,TORN
104035,L/H OIL,,
104036,L/H ENGINE #4,BAFFLE SEAL,TORN
104037,,,
104038,R/H,"ENG I/B, AFT BAFFLE @",CRACKED
104039,#3 CYL,ROCKER COVER GASKET,LEAKING
104040,CYL #2,ROCKER COVER GASKET,LEAKING
104041,,,
104042,"#3, L/H",INTAKE,LEAKING
104043,"#1 CYL, R/H",BAFFLE,CRACK
104044,"R/H, R/H",AFT BAFFLE,CRACK
104045,R/H ENGINE,STARTER WIRE,CHAFING
104046,"#1, 2, 3, R/H",INTAKE GASKETS,LEAKING
104047,#4,INTAKE,LEAKING
104048,LEFT,"BAFFLE, TIE WIRE",
104049,#2 & 4,INTAKE GASKETS,LEAKING
104050,CYL #4,INTAKE GASKET,LEAKING
104051,L/H ENG #3,ROCKER COVER GASKETS,LEAKING
104052,"R/H ENG, #1, 2, 4",ROCKER COVER GASKETS,LEAKING
104053,R/H,OIL PRESSURE,LOOS
104054,R/H ENG #3,INTAKE TUBE GASKET,LEAKING
104055,"2, 3, L/H",INTAKE GASKETS,LEAKING
104056,R/H,,
104057,L/H & R/H,,
104058,#2,ROCKER BOX COVER GASKET,LEAKING
104059,#4 CYL,BAFFLE,
104060,1 ENG CYL,BAFFLE,CRACK
104061,,,CRACKED
104062,#2,INTAKE GASKET,LEAKING
104063,,,
104064,R/H,,
104065,,,
104066,R/H,,
104067,,BAFFLE BRACKET,CRACKED
104068,R/H,,
104069,L/H,BAFFLE,CRACKED
104070,,,
104071,"R/H, R/H REAR",BAFFLE,CRACKED
104072,#2 CYL,INTAKE GASKET,LEAKING
104073,#3 CYL,BAFFLE PLUG,MISSING
104074,,,
104075,CYL #2,INTAKE GASKET,LEAKING
104076,#2 & 4,ROCKER COVERS,LEAKING
104077,CYL #2 & 4,ROCKER COVER GASKETS,LEAKING
104078,CYL #4,INTAKE GASKET,LEAKING
104079,#2,INTAKE,LEAKING
104080,#3,ROCKER COVER,LEAKING
104081,"#4 CYLINDER, EXHAUS",AIR,NO COMPRESSION
104082,"#4 CYLINDER, EXHAUS",AIR,NO COMPRESSION
104083,"#4 CYLINDER, EXHAUS",AIR,NO COMPRESSION
104084,"#4 CYLINDER, EXHAUS",AIR,NO COMPRESSION
104085,"#4 CYLINDER, EXHAUS",AIR,NO COMPRESSION
104086,"#4 CYLINDER, EXHAUS",AIR,NO COMPRESSION
104087,"#4 CYLINDER, EXHAUS",AIR,NO COMPRESSION
104088,,LWR BLACK SEAL,WORN
104089,,BAFFLE,CRACK
104090,,,
104091,,,
104092,,"RTV ABOVE ENG, INTAKE",LWR FWD SEAL
104093,#3,INTAKE GASKET,LEAKING
104094,#3,INTAKE,LEAKING
104095,#4,ROCKER COVER,LEAKING
104096,ENGINE,,
104097,CYL #4,INTAKE GASKET,LEAKING
104098,CYL #1 & 2,ROCKER COVER GASKETS,LEAKING
104099,#2,INTAKE GASKET,LEAKING
104100,,,NEEDED
