id,part,problem,rest,cylinders,engine
103645,ROCKER COVER GASKET,LEAKING,,2,
103646,INTAKE GASKET,LEAKING,,4 2,
103647,ROCKER COVER GASKET,LEAKING,,4 3,
103648,BAFFLE SPRING,BROKEN,,,R/H
103649,INTAKE GASKET,LEAKING,,2,
103650,ROCKER COVER,LEAKING,,1,
103651,INTAKE GASKET,LEAKING,,3,R/H
103652,,,,,
103653,BAFFLE SCREW,LOOSE,,3,
103654,INTAKE,LEAKING,,3 2,L/H
103655,BAFFLE SEAL,LOOSE,ABOVE #4 CYL ON L/H ENGINE,,
103656,OIL COOLER,DIRTY,,,
103657,SNIFFLER VALVE,DIRTY,,,
103658,ROCKER COVER GASKET,LEAKING,,2,
103659,INTAKE GASKET,LEAKING,,3,
103660,,,,,
103661,INTAKE GASKET,LEAKING,,2,
103662,INTAKE GASKET,LEAKING,,2,
103663,ROCKER COVER GASKET,LEAKING,,3,
103664,ROCKER COVER GASKET,LEAKING,,3,
103665,AFT BAFFLE SCREW,LOOSE,BEHIND DIPSTICK TUBE,3,
103666,FWD LWR ENG SEAL,WORN,ABOVE AIR INTAKE,,
103667,INTAKE,LEAKING,,2,
103668,INTAKE GASKET,LEAKING,,2,
103669,BAFFLE,LOOSE,,2,L/H
103670,ROCKER GASKET,LEAKING,,4 2 1,
103671,INTAKE GASKET,LEAKING,,4 3 2,L/H
103672,ROCKER COVER GASKET,LEAKING,,1,R/H
103673,ROCKER COVER GASKET,LEAKING,,3,L/H
103674,INTAKE GASKET,LEAKING,,4 3,R/H
103675,INTAKE,LEAKING,,2,
103676,ROCKER COVER,MISSING,SCREW,4,
103677,INTAKE TUBE GASKET,LEAKING,,3,R/H
103678,INTAKE TUBE GASKET,LEAKING,,4 3 2,L/H
103679,ROCKER BOX COVER GASKET,LEAKING,,4 3 2 1,L/H
103680,ROCKER BOX COVER GASKET,LEAKING,,3,
103681,ROCKER GASKET,LEAKING,,2,
103682,ROCKER GASKET,LEAKING,,1,
103683,,NEEDS,TO BE REPOSITI,4 2,
103684,INTAKE GASKET,LEAKING,,4 3,R/H
103685,INTAKE,LEAKING,,4 2,L/H
103686,,,,,
103687,,,,,
103688,FWD LWR SEAL ON BAFFLING,WORN,AT AIR INTAKE,,
103689,ROCKER BOX COVER SCREW,LOOSE,,4 3 2 1,L/H
103690,ROCKER COVER GASKET,LEAKING,,1,L/H
103691,INTAKE GASKET,LEAKING,,4,L/H
103692,INTAKE GASKET,LEAKING,,4,
103693,BAFFLE PLUG,NEED,TO BE REPLACED,,
103694,,COMPRESSION,"LOW COMPRESSION, LEAKING #4 EXHAUST VALVE",4,
103695,,,,,
103696,,COMPRESSION,"LOW COMPRESSION, LEAKING #4 EXHAUST VALVE",4,
103697,,COMPRESSION,"LOW COMPRESSION, LEAKING #4 EXHAUST VALVE",4,
103698,,COMPRESSION,"LOW COMPRESSION, LEAKING #4 EXHAUST VALVE",4,
103699,,COMPRESSION,"LOW COMPRESSION, LEAKING #4 EXHAUST VALVE",4,
103700,INTAKE GASKET,LEAKING,,3,
103701,BAFFLE PLUG,WORN,,,
103702,ENGINE BAFFLE SCREW,LOOSE,BEHIND OIL FILLER TUBE,,
103703,,LOOSE,PILOTS SEAT,,
103704,SNIFFLER VALVE,DIRTY,,,
103705,BAFFLE SEAL RIVET,LOOSE,,3,
103706,,LEAKING,,,
103707,INTAKE GASKET,LEAKING,,4,
103708,ENGINE BAFFLE,CRACKED,ABOVE #1 CYL,,
103709,INTAKE TUBE GASKET,LEAKING,,2,
103710,,,,,
103711,BAFFLE SCREW,MISSING,SECURED TO ENGINE CASE,,R/H AFT
103712,ROCKER COVER GASKET,NEED,TO BE REPLACED,4 3 2 1,
103713,,,,,
103714,ROCKER COVER GASKET,LEAKING,,4,
103715,INTAKE GASKET,LEAKING,,2,
103716,,,,,
103717,INTAKE GASKET,LEAKING,,3,L/H
103718,ROCKER COVER,LEAKING,,4,R/H
103719,ROCKER COVER GASKET,LEAKING,,4 3,L/H
103720,,,,,
103721,INTAKE TUBE GASKET,LEAKING,,3,
103722,INATKE GASKET,LEAKING,,4,
103723,ROCKER COVER GASKET,LEAKING,,1,
103724,,MISSING,,,
103725,,,,,
103726,,,,,
103727,ROCKER COVER GASKET,LEAKING,,3 2,
103728,,,,,
103729,,,,,
103730,ROCKER COVER GASKET,LEAKING,,2,
103731,,LEAK,,4 2,R/H
103732,ROCKER COVER GASKET,LEAKING,,2,
103733,INTAKE GASKET,LEAKING,,4,
103734,LEFT ENGINE LOWER FIRE SEAL,LOOSE,,,
103735,,LOOSE,,,R/H
103736,,DAMAGE,NEAR TIP,1,
103737,AFT BAFFLE SUPPORT BRACKET RIVET,SHEARED,,,R/H
103738,INTAKE TUBE GASKET,LEAKING,,3,R/H
103739,ROCKER BOX COVER GASKET,LEAKING,,3 2,R/H
103740,INTAKE TUBE GASKET,LEAKING,,4 2,L/H
103741,ROCKER COVER GASKET,LEAKING,,4 2,R/H
103742,ROCKER COVER GASKET,LEAKING,,4 2 1,
103743,INTAKE GASKET,LEAKING,,4,
103744,BAFFLE SEAL,LOOSE,,1,
103745,ROCKER COVER GASKET,LEAKING,,2 1,
103746,INTAKE,LEAKING,,2,
103747,ROCKER COVER,LEAKING,,4 2,
103748,INTAKE GASKET,LEAKING,,2,
103749,ROCKER GASKET,LEAKING,,4 3,
103750,,,,,
103751,INTAKE,LEAKING,,4 3,
103752,EXHAUST VALVE,LEAKING,,3,R/H
103753,SIDE BAFFLE SEAL,LOOSE,,4,R/H
103754,AFT BAFFLE,CRACKED,,3,R/H
103755,EXHAUST VALVE,LEAKING,,3,R/H
103756,EXHAUST VALVE,LEAKING,,3,R/H
103757,EXHAUST VALVE,LEAKING,,3,R/H
103758,,,,,
103759,INTAKE GASKET,LEAKING,,4,
103760,FWD ENGINE BAFFLE,CRACKED,,,L/H
103761,,CRACKED,,,L/H REAR
103762,INTAKE,LEAKING,,4 2,R/H
103763,,COMPRESSION,LOW COMPRESSIONS (55 PSI),1,R/H
103764,INTAKE GASKET,LEAKING,,4 3 2,
103765,ROCKER COVER GASKET,LEAKING,,4,
103766,ROCKER COVER GASKET,LEAKING,,4,
103767,INTAKE,LEAKING,,4,
103768,ROCKER COVER,LEAKING,,4 1,L/H
103769,,,,,
103770,,,,,
103771,INTAKE,LEAKING,,3,R/H
103772,INTAKE GASKET,LEAKING,,2,
103773,BOTH ENG BAFFLE PLUG,WORN,,,
103774,,OIL LEAK,,,
103775,,,,,
103776,,,,,
103777,INTAKE GASKET,LEAKING,,4 1,
103778,ROCKER COVER GASKET,LEAKING,,2,
103779,,,,,
103780,,,,,
103781,INTAKE,LEAKING,,4,
103782,,,,,
103783,,,,,
103784,,,,,
103785,,,,,
103786,,,,,
103787,,,,,
103788,,,,,
103789,,,,,
103790,,,,,
103791,,,,,
103792,INTAKE GASKET,LEAKING,,3 2,R/H
103793,ROCKER COVER,LEAKING,,3 2,
103794,INTAKE GASKET,LEAKING,,3,R/H
103795,VALVE COVER,LOOSE,,4 3 2 1,
103796,,WORN,,1,
103797,INTAKE GASKET,LEAKING,,2,
103798,ROCKER COVER,LEAKING,,4,
103799,FWD BAFFLE SEAL,WORN,BY AIR FILTER,,
103800,,,,,
103801,INTAKE GASKET,LEAKING,,4 3,R/H
103802,INTAKE,LEAKING,,3,L/H
103803,ROCKER COVER GASKET,LEAKING,,3 2,L/H
103804,INTAKE,LEAKING,,4 3,
103805,OIL,LEAK,"AT FRONT LOWER PORTION OF CRANKCASE, NEAR OIL SEAL",,
103806,OIL,LEAK,"AT FRONT LOWER PORTION OF CRANKCASE, NEAR OIL SEAL",,
103807,SCREW,MISSING,FROM #3 SIDE BAFFLE,,
103808,INTAKE TUBE GASKET,LEAKING,,3,
103809,ROCKER BOX COVER,LEAKING,,2,
103810,FWD ENGINE BAFFLE,LOOSE,,2,L/H
103811,ROCKER BOX COVER GASKET,LEAKING,,1,R/H
103812,CYL,COMPRESSION,COMPRESSION 15/80 (EXHAUST LEAK),2,R/H
103813,CYL,COMPRESSION,COMPRESSION 15/80 (EXHAUST LEAK),2,R/H
103814,INTAKE,LEAKING,,4,
103815,INTAKE GASKET,LEAKING,,4,
103816,SCREW,MISSING,AFT #4 CYLINDER ENGINE BAFFLE,,
103817,,,,,
103818,INTAKE GASKET,LEAKING,,4 3 2,L/H
103819,VALVE COVER GASKET,LEAKING,,3,L/H
103820,VALVE COVER GASKET,LEAKING,ONR/H ENGINE,3 2 1,
103821,ROCKER COVER SCREW,LOOSE,,4 3 2 1,
103822,INTAKE GASKET,LEAKING,,4 2,
103823,INTAKE,LEAKING,,4 2,
103824,INTAKE,LEAKING,,4 3 1,
103825,ROCKER COVER,LEAKING,,3,
103826,INTAKE GASKET,LEAKING,,3,L/H
103827,INTAKE GASKET,LEAKING,,2,R/H
103828,,,,,
103829,,,,,
103830,,,,,
103831,SIDE BAFFLING,CRACKED,,3,L/H
103832,,,,,
103833,SCREW,MISSING,IN #3 SIDE BAFFLE,,
103834,BAFFLE PLUG,NEEDS,TO BE REPLACED,,L/H
103835,INTAKE GASKET,LEAKING,,3 2,L/H
103836,INTAKE GASKET,LEAKING,,2,R/H
103837,,,,,
103838,BAFFLING,CRACKED,BY ALTERNATOR BELT,1,
103839,OIL COOLER SUPPORT BRACKET,CRACKED,,4,
103840,INTAKE,LEAKING,,2,R/H
103841,SIDE BAFFLE,CRACKED,,3,R/H
103842,INTAKE,LEAKING,,3,R/H
103843,INTAKE,LEAKING,,4 2,L/H
103844,AFT BAFFLE,CRACKED,,3,R/H
103845,,,,,
103846,FWD BAFFLE SEAL,LOOSE,,1,
103847,ROCKER COVER GASKET,LEAKING,,4,
103848,REAR BAFFLE SCREW,LOOSE,,3,
103849,INTAKE GASKET,LEAKING,,3,
103850,INTAKE GASKET,LEAKING,,2,
103851,BAFFLE SEAL,LOOSE,FWD OF #1 CYL,,
103852,BAFFLE PLUG,WORN,,1,
103853,BAFFLE PLUG,MISSING,,,R/H
103854,BAFFLE PLUG,MISSING,,,R/H
103855,,,,,
103856,,,,,
103857,,,,,
103858,,,,,
103859,,,,,
103860,,,,,
103861,INDUCTION TUBE GASKET,LEAKING,,4,
103862,OIL,LEAKING,FROM TOP OF R/H ENG COWLING,,
103863,OIL,LEAKING,FROM TOP OF R/H ENG COWLING,,
103864,,,,,
103865,,,,,
103866,INTAKE GASKET,LEAKING,,4 3,
103867,,,,,
103868,ROCKER COVER GASKET,LEAKING,,4 3,
103869,SEAL,WORN,ABOVE AIR INTAKE,,
103870,INTAKE GASKET,LEAKING,,4,L/H
103871,,,,,
103872,INTAKE TUBE FLANGE,WORN,,4,L/H
103873,BAFFLE,CRACKED,,4,R/H
103874,INTAKE GASKET,LEAKING,,4,R/H
103875,INTAKE TUBE,NEEDS,"TO BE REPLACED, L/H ENG",4,
103876,INTAKE,LEAKING,,2,
103877,AFT BAFFLE,CRACKED,,4,
103878,ROCKER COVER GASKET,LEAKING,,2,
103879,ROCKER COVER SCREW,LOOSE,,4 3 1,
103880,ROCKER COVER,LEAKING,,2,
103881,BOTTOM ENGINE BAFFLE SEAL,NEEDS,TO BE SECURED,2,
103882,ROCKER COVER GASKET,LEAKING,,3 2 1,
103883,FWD LWR SEAL,WORN,ABOVE INTAKE FILTER HOUSING,,
103884,BAFFLE SCREW,MISSING,ABOVE STARTER,,
103885,BAFFLING,CRACKED,,1,
103886,INTAKE GASKET,LEAKING,,4,
103887,ROCKER COVER GASKET,LEAKING,,4,
103888,,,,,
103889,INTAKE,LEAKING,,2,L/H
103890,,LEAKING,OIL,,R/H
103891,ROCKER COVER,LEAKING,,1,R/H
103892,INTAKE,LEAKING,,3 2,R/H
103893,ROCKER COVER,LEAKING,IN L/H ENG,4 3,
103894,,,,,
103895,,LEAKING,OIL,,R/H
103896,ROCKER COVER GASKET,LEAKING,,4 3 2,
103897,,,,,
103898,,,,,
103899,SOME ROCKER COVER SCREW,LOOSE,,,
103900,INTAKE GASKET,LEAKING,,4 2,
103901,,,,,
103902,BOTTOM OF OIL COOLER,NEEDS,SEALANT REPLACED BETWEEN COOLER &,,
103903,,,,,
103904,,WORN,,,
103905,,COMPRESSION,"COMPRESSION LOW, 25LBS. COMING FROM EXHAUST",1,
103906,,COMPRESSION,"COMPRESSION LOW, 25LBS. COMING FROM EXHAUST",1,
103907,FRONT BAFFLE SEAL,NEEDS,"RTV, ABOVE ENG INLET",,
103908,ROCKER COVER,LEAKING,,4 3 1,
103909,,,,,
103910,,,,,
103911,INTAKE GASKET,LEAKING,,3,R/H
103912,,,,,
103913,INTAKE GASKET,LEAKING,,4 2,
103914,INTAKE GASKET,LEAKING,,3,
103915,ROCKER COVER GASKET,LEAKING,,4 2 1,
103916,,,,,
103917,ROCKER COVER GASKET,LEAKING,,4 3 2,
103918,INTAKE,LEAKING,,4,L/H
103919,ROCKER COVER,LEAKING,,3,R/H
103920,,,,,
103921,,NEED,TO BE SECURED,4 2,
103922,INTAKE GASKET,LEAKING,,2,
103923,INTAKE GASKET,LEAKING,,2 1,
103924,INTAKE,LEAKING,,2,
103925,,,,,
103926,,,,,
103927,INTAKE GASKET,LEAKING,,2,R/H
103928,ROCKER GASKET,LEAKING,,4 2,L/H
103929,INTAKE GASKET,LEAKING,,4 3 2,L/H
103930,ROCKER GASKET,LEAKING,,4 3,R/H
103931,,WORN,,,L/H
103932,,WORN,,,L/H
103933,INDUCTION TUBE GASKET,LEAKING,,2,
103934,INTAKE GASKET,LEAKING,,1,
103935,,,,,
103936,,,,,
103937,INTAKE,LEAKING,,2,R/H
103938,ROCKER COVER,LEAKING,,1,R/H
103939,INTAKE GASKET,LEAKING,,2,
103940,INTAKE GASKET,LEAKING,,4 2,L/H
103941,ROCKER COVER GASKET,LEAKING,,2 1,L/H
103942,,,,,
103943,ROCKER COVER SCREW,LOOSE,,4 3 2 1,
103944,,COMPRESSION,LOW COMPRESSION 5/80,1,R/H
103945,,COMPRESSION,LOW COMPRESSION 20/80,3,R/H
103946,BAFFLE,CRACKED,AT OIL COOLER,4,R/H
103947,,,,,
103948,INTAKE,LEAKING,,3 1,R/H
103949,,COMPRESSION,LOW COMPRESSION 5/80,1,R/H
103950,,COMPRESSION,LOW COMPRESSION 5/80,1,R/H
103951,,COMPRESSION,LOW COMPRESSION 20/80,3,R/H
103952,,COMPRESSION,LOW COMPRESSION 20/80,3,R/H
103953,ROCKER COVER,MISSING,A SCREW,3,
103954,BAFFLE SCREW,MISSING,SIDE BY OIL DIPSTICK HOUSING,,R/H
103955,ROCKER COVER GASKET,LEAKING,,3 2 1,
103956,INTAKE GASKET,LEAKING,,4,
103957,,,,,
103958,,CRACKED,ABOVE #4 CYL,,
103959,,,,,
103960,,,,,
103961,,,,,
103962,,,,,
103963,,,,,
103964,,,,,
103965,,,,,
103966,SCREW,MISSING,FROM CYL #2 FWD BAFFLE,,
103967,INTAKE GASKET,LEAKING,,4,
103968,ROCKER COVER GASKET,LEAKING,,1,
103969,INTAKE GASKET,LEAKING,,4 3 2,
103970,,,,,
103971,ROCKER GASKET,LEAKING,,4 2,R/H
103972,INTAKE GASKET,LEAKING,,4 3,R/H
103973,,,,,
103974,,,,,
103975,,,,,
103976,,,,,
103977,,,,,
103978,,,,,
103979,,,,,
103980,,,,,
103981,INTAKE GASKET,LEAKING,,3 2 1,
103982,ROCKER COVER GASKET,LEAKING,,1,
103983,INTAKE GASKET,LEAKING,,4,L/H
103984,ROCKER COVER GASKET,LEAKING,,3,R/H
103985,,,,,
103986,INTAKE GASKET,LEAKING,,4 3 2,R/H
103987,,DAMAGE,"NOTED ON #3 INTAKE TUBE, BY PRIMER LINE",,
103988,,DIRTY,,,
103989,INTAKE GASKET,LEAKING,,4 3,
103990,INTAKE,LEAKING,,2,R/H
103991,INTAKE GASKET,LEAKING,,3 1,
103992,ROCKER COVER GASKET,LEAKING,,2,
103993,,,,,
103994,,,,,
103995,,,,,
103996,ROCKER GASKET,LEAKING,,3,
103997,INTAKE GASKET,LEAKING,,4 3 2 1,
103998,ROCKER COVER GASKET,LEAKING,,4 2 1,
103999,ROCKER COVER,LEAKING,,4,
104000,INTAKE GASKET,LEAKING,,4,
104001,INTAKE GASKET,LEAKING,,2,
104002,ROCKER COVER GASKET,LEAKING,,2,
104003,,,,,
104004,ROCKER COVER GASKET,LEAKS,,1,
104005,ROCKER COVER GASKET,LEAKING,,1,
104006,ROCKER COVER GASKET,LEAKING,,4,
104007,,OIL LEAKING,FROM #4 CYLINDER AREA,,
104008,,LEAK,NOTED ON UPPER ENGINE CRANKCASE BACKBONE,,
104009,INTAKE,LEAKING,,2,
104010,ROCKER COVER GASKET,LEAKING,,2,
104011,INTAKE GASKET,LEAKING,,4,
104012,ROCKER COVER GASKET,LEAKING,,4,
104013,INTAKE GASKET,LEAKING,,4 3 2,
104014,BAFFLE,CRACKED,,,L/H AFT
104015,,,,,
104016,INTAKE GASKET,LEAKING,,4,
104017,ROCKER GASKET,LEAKING,,4 3,
104018,,,,,
104019,SIDE BAFFLE PLUG,BROKEN,TABS,,L/H
104020,INTAKE,LEAKING,,2,R/H
104021,INTAKE GASKET,LEAKING,,1,
104022,,,,,
104023,ROCKER COVER GASKET,LEAKING,,4 3,
104024,,,,,
104025,ROCKER COVER GASKET,LEAKING,,4,
104026,INTAKE GASKET,LEAKING,,2,
104027,,,,,
104028,,,,,
104029,INTAKE TUBE GASKET,LEAKING,,1,
104030,ROCKER COVER SCREW,LOOSE,,4 3 2 1,
104031,AFT BAFFLE,CRACKED,,4,
104032,INTAKE GASKET,LEAKING,,2,R/H
104033,AFT BAFFLE,CRACKED,,3,
104034,AFT BAFFLE SEAL,TORN,,3,R/H
104035,OIL COOLER,NEEDS,TO BE REPLACED,,L/H
104036,,,,,
104037,,,,,
104038,,,,,
104039,ROCKER COVER GASKET,LEAKING,,3,
104040,ROCKER COVER GASKET,LEAKING,,2,
104041,,,,,
104042,INTAKE,LEAKING,,3,L/H
104043,,,,,
104044,,,,,
104045,,,,,
104046,INTAKE GASKET,LEAKING,,4 3 2 1,R/H
104047,INTAKE,LEAKING,,4,
104048,,,,,
104049,INTAKE GASKET,LEAKING,,4 2,
104050,INTAKE GASKET,LEAKING,,4,
104051,ROCKER COVER GASKET,LEAKING,,4 3 2,L/H
104052,,LEAKING,ROCKER COVER GASKETS,4 2 1,R/H
104053,,,,,
104054,INTAKE TUBE GASKET,LEAKING,,3,R/H
104055,INTAKE GASKET,LEAKING,,4 3 2,L/H
104056,,,,,
104057,,,,,
104058,ROCKER BOX COVER GASKET,LEAKING,,2,
104059,,,,,
104060,,,,,
104061,,,,,
104062,INTAKE GASKET,LEAKING,,2,
104063,LH OIL COOLER,NEEDS,TO BE CHANGED,,
104064,OIL COOLER,NEEDS,TO BE CHANGED,,R/H
104065,LH OIL COOLER,NEEDS,TO BE CHANGED,,
104066,OIL COOLER,NEEDS,TO BE CHANGED,,R/H
104067,BAFFLE BRACKET BY OIL COOLER,CRACKED,,,
104068,OIL COOLER,NEEDS,TO BE CHANGED,,R/H
104069,LEFT REAR BAFFLE,CRACKED,,,L/H
104070,LH OIL COOLER,NEEDS,TO BE CHANGED,,
104071,,,,,
104072,INTAKE GASKET,LEAKING,,2,
104073,BAFFLE PLUG,MISSING,,3,
104074,,,,,
104075,INTAKE GASKET,LEAKING,,2,
104076,ROCKER COVER,LEAKING,,4 2,
104077,ROCKER COVER GASKET,LEAKING,,4 2,
104078,INTAKE GASKET,LEAKING,,4,
104079,INTAKE,LEAKING,,2,
104080,ROCKER COVER,LEAKING,,3,
104081,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",4,
104082,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",4,
104083,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",4,
104084,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",4,
104085,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",4,
104086,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",4,
104087,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",4,
104088,FWD LWR BLACK SEAL,WORN,ABOVE AIR INTAKE,,
104089,,,,,
104090,,,,,
104091,,,,,
104092,LWR FWD SEAL,NEEDS,RTV ABOVE ENG INTAKE,,
104093,INTAKE GASKET,LEAKING,,3,
104094,INTAKE,LEAKING,,3,
104095,ROCKER COVER,LEAKING,,4,
104096,,,,,
104097,INTAKE GASKET,LEAKING,,4,
104098,ROCKER COVER GASKET,LEAKING,,2 1,
104099,INTAKE GASKET,LEAKING,,2,
104100,,,,,
104101,ROCKER COVER,LEAKING,,2 1,L/H
104102,INTAKE GASKET,LEAKING,,3,R/H
104103,SEAL,LOOSE,"ENGINE COWL, ABOVE L/H & R/H OIL COOLERS (BLAC",,
104104,ROCKER COVER GASKET,LEAKING,,4 3 2 1,R/H
104105,INTAKE,LEAKING,,4,
104106,ROCKER COVER GASKET,LEAKING,,2,
104107,,,,,
104108,,,,,
104109,,,,,
104110,,,,,
104111,BAFFLE TIE ROD,BAD,,,L/H
104112,,,,,
104113,,,,,
104114,,,,,
104115,,,,,
104116,,,,,
104117,BAFFLE SCREW,MISSING,,2,L/H
104118,,,,,
104119,INTAKE GASKET,LEAKING,,4,
104120,INTAKE GASKET,LEAKING,,4 3 2,
104121,,,,,
104122,,,,,
104123,,LEAKING,,2,
104124,ROCKER COVER SCREW,MISSING,,4,
104125,SIDE BAFFLE SCREW,MISSING,,3,
104126,INTAKE,LEAKING,,4 2,
104127,,,,,
104128,,,,,
104129,,,,,
104130,INTAKE GASKET,LEAKING,,3,
104131,,,,,
104132,INTAKE GASKET,LEAKING,,3 2,
104133,ROCKER COVER GASKET,LEAKING,,4,
104134,INTAKE,LEAKING,,2,
104135,BAFFLE PLUG,DAMAGED,,,
104136,BAFFLE SEAL,LOOSE,,,L/H
104137,BAFFLE,CRACKED,,1,R/H
104138,INTAKE GASKET,LEAKING,,4 3,L/H
104139,,,,,
104140,INTAKE,LEAKING,,2 1,L/H
104141,ROCKER COVER,LEAKING,,2,R/H
104142,INTAKE,LEAKS,,2,R/H
104143,,COMPRESSION,COMPRESSION 55 LBS (RINGS LEAKING),2,R/H
104144,,COMPRESSION,COMPRESSION 55 LBS (RINGS LEAKING),2,R/H
104145,,,,,
104146,BAFFLE MOUNTING SCREW,LOOSE,,,R/H REAR
104147,SNIFFLER VALVE,DIRTY,,,
104148,,,,,
104149,ROCKER COVER,LEAKING,,4 2,
104150,AFT PUSH ROD TUBE STAND OFF RIVET,NEEDS,TO BE SQUEEZE,1,
104151,ROCKER SCREW,MISSING,,2,R/H
104152,INTAKE GASKET,LEAKING,,1,R/H
104153,BLACK FWD ENG SEAL,WORN,,,
104154,INTAKE GASKET,LEAKS,,3,
104155,,,,,
104156,ROCKER COVER,LEAKING,,4,
104157,INTAKE,LEAKING,,3 2,
104158,NEW RIVET,NEED,ED ON #4 CYL BAFFLE SEAL,,
104159,ROCKER COVER GASKET,LEAKING,,3,
104160,INTAKE,LEAKING,,2,
104161,ROCKER COVER,LEAKING,,4 3,
104162,CRANKSHAFT SEAL,LEAKING,,,R/H
104163,INTAKE GASKET,LEAKING,,4 2,L/H
104164,,,,,
104165,INTAKE,LEAKING,,3,L/H
104166,ROCKER COVER,LEAKING,,1,L/H
104167,INTAKE,LEAKING,,4 3,R/H
104168,INTAKE,LEAKING,,2,
104169,ROCKER COVER GASKET,LEAKING,,2,
104170,,,,,
104171,BAFFLE SEAL,LOOSE,,,R/H
104172,INTAKE GASKET,LEAKING,,4,
104173,INTAKE GASKET,LEAKING,,4,
104174,,,,,
104175,,,,,
104176,,,,,
104177,,,,,
104178,,,,,
104179,RIVET,SHEARED,OFF ON BAFFLE SEAL ABOVE #2 CYL,,
104180,ROCKER COVER GASKET,LEAKING,,3 2,
104181,,,,,
104182,,,,,
104183,ROCKER COVER,LEAKING,,4 1,
104184,INTAKE,LEAKING,,4 2,L/H
104185,,,,,
104186,,,,,
104187,INTAKE,LEAKING,,4,
104188,BAFFLE PLUG,WORN,,,R/H
104189,ROCKER COVER GASKET,LEAKING,,3 1,R/H
104190,INTAKE GASKET,LEAKING,,1,
104191,BAFFLE TIE ROD,BROKEN,,,L/H
104192,BAFFLING MOUNT BRACKET,LOOSE,,,R/H REAR
104193,ROCKER COVER,LEAKING,,1,
104194,INTAKE GASKET,LEAKING,,3,
104195,ROCKER COVER,LEAKING,,4,
104196,,,,,
104197,,,,,
104198,,,,,
104199,ENGINE BAFFLE SNAP PLUG,BAD,,,
104200,INTAKE GASKET,LEAKING,,2,
104201,FWD BAFFLE SEAL,NEEDS,TO BE RESECURED,1,
104202,,OIL LEAKING,FROM FWD ENGINE CASE BOLTS AT MAIN CRAN,,
104203,INTAKE,LEAKING,,2,
104204,,,,,
104205,BAFFLE SEAL,LOOSE,,1,
104206,,BROKEN,BETWEEN #2 & 4 CYL INTERCYLINDER BAFFLE,,
104207,SNIFFLER VALVE,NEEDS,TO BE CLEANED,,
104208,AFT BAFFLE SCREW,MISSING,,3,
104209,INTAKE,LEAKING,,3,
104210,OIL COOLER,DIRTY,,,
104211,,COMPRESSION,LOW COMPRESSION (50 LBS),4,
104212,AFT BAFFLING BRACKET RIVET,SHEARED,,3,
104213,ROCKER COVER,LEAKING,,1,R/H
104214,ROCKER COVER,LEAKING,,3,L/H
104215,INTAKE,LEAKING,,3,R/H
104216,INTAKE,LEAKING,,4 2,L/H
104217,,,,,
104218,,,,,
104219,BOTH OIL COOLER,DIRTY,,,
104220,,,,,
104221,,NEEDS,TO BE CLEANED,,
104222,INTAKE,LEAKING,,2,L/H
104223,,,,,
104224,INTAKE GASKET,LEAKING,,3,
104225,OIL COOLER,DIRTY,,,
104226,,,,,
104227,ROCKER COVER,MISSING,A SCREW,1,L/H
104228,INTAKE,LEAKING,,4,
104229,INTAKE GASKET,LEAKING,,2,
104230,,NEED,REPLACEMENT,,
104231,FWD ENGINE BAFFLE,LOOSE,,,R/H
104232,INTAKE,LEAKING,,3,L/H
104233,SCREW,MISSING,FROM L/H ENGINE #3 ROCKER COVER,,
104234,INTAKE GASKET,LEAKING,,2,
104235,ROCKER GASKET,LEAKING,,3 1,
104236,FWD LWR BLACK BAFFLE SEAL,WORN,,,
104237,SCREW,MISSING,BAFFLE,3 1,R/H
104238,INTAKE GASKET,LEAKING,,3,L/H
104239,ROCKER COVER,LEAKING,,4,
104240,,COMPRESSION,COMPRESSION: 20/80,2,
104241,,,,,
104242,FWD LWR BLACK SEAL,WORN,SPOTS FOR AIR INTAKE (ENG),,
104243,INTAKE GASKET,LEAKING,,4,
104244,INTAKE,LEAKING,,4,
104245,CYL,COMPRESSION,COMPRESSION @ ZERO PSI,4,
104246,CYL,COMPRESSION,COMPRESSION @ ZERO PSI,4,
104247,CYL,COMPRESSION,COMPRESSION @ ZERO PSI,4,
104248,INTAKE GASKET,LEAKING,,2,
104249,ROCKER COVER,LEAKING,,4 3 2 1,
104250,ROCKER COVER,LEAKING,,3 2,
104251,,OIL LEAK,,,
104252,,OIL LEAK,,,
104253,TOP ENGINE CASE BOLT,LEAKING,,,
104254,SIDE BAFFLE SEAL,LOOSE,BAFFLE,2,
104255,INTAKE GASKET,LEAKING,,2,
104256,CYL,NEEDS,TO BE CHANGED BACK TO A LUECO ASSY,1,
104257,CYL,NEEDS,TO BE CHANGED BACK TO A LUECO ASSY,4,
104258,,,,,
104259,,,,,
104260,,WORN,STAPLE,3 1,R/H
104261,ROCKER COVER GASKET,LEAKING,,2,
104262,INTAKE,LEAKING,,2,
104263,,,,,
104264,INTAKE,LEAKING,,4 3,
