id,part,action,cylinders,details,engine
103671,INTAKE GASKETS,REPLACED,,,
103672,ROCKER COVER GASKET,REPLACED,,,
103673,ROCKER COVER GASKET,REPLACED,,,
103674,INTAKE GASKETS,REPLACED,,,R
103675,INTAKE GASKET,REPLACED,,,
103676,,INSTALLED,,NEW SCREW,
103677,,REPLACED,,W/ NEW GASKET,
103678,,REPLACED,,W/ NEW GASKETS,
103679,,REPLACED,,W/ NEW GASKETS,
103680,ROCKER BOX COVER GASKET,INSTALLED,,NEW,
103681,BOLTS,TIGHTENED,,,
103682,GASKET,REPLACED,,,
103683,WIRE,REPOSITIONED,,,
103684,,REMOVED,,REPLACED INTAKE GASKETS,
103685,,REMOVED,,REPLACED INTAKE GASKETS,
103686,PLUG,INSTALLED,,,
103687,,REMOVED,,INSTALLED LONG ONE,
103688,,INSTALLED,,RTV TO AREAS,
103689,SCREWS,TIGHTENED,,,
103690,,REMOVED,,REPLACED W/ NEW GASKET,
103691,,REMOVED,,REPLACED W/ NEW GASKET,
103692,,INSTALLED,,NEW GASKET,
103693,,INSTALLED,,NEW BAFFLE PLUGS,
103694,,REMOVED,,PISTON & INJECTOR,
103695,BAFFLE CONNECT WIRE,REROUTED,,,
103696,,RAN,,ENGINE. OPS & LEAK CK GOOD,
103697,,REMOVED,,VERIFIED EXHAUST VALVE TO BE BURNT,
103698,,BEGAN,,"CYLINDER REMOVAL, EXH STACK, INTAKE TUBE & BAFFLE",
103699,,INSTALLED,,NEW CYL & PISTON KIT IAW LYCOM,
103700,,REMOVED,,REPLACED INTAKE GASKET,
103701,BAFFLE PLUGS,INSTALLED,,NEW,
103702,,TIGHTENED,,SCREW,
103703,,SECURED,,CABLE SHEATH. OPS CK GOOD,
103704,,CLEANED,,BOTH SNIFFLER VALVES,
103705,,REMOVED,,INSTALLED NEW RIVET IAW  SE SRM 51-40-0,
103706,,CLEANED,,SEALED BOLTS,
103707,,REMOVED,,REPLACED GASKET W/ NEW,
103708,,STOP DRILLED,,CRACK,
103709,INTAKE GASKET,INSTALLED,,NEW,
103710,,INSTALLED,,SCREW,
103711,ENGINE BAFFLE,INSTALLED,,SCREW,R
103712,,REMOVED,,REPLACED ROCKER COVER GASKETS,
103713,BAFFLE,INSTALLED,[1],NEW SCREW,R
103714,,REMOVED,[4],REPLACED ROCKER COVER GASKET,
103715,,REMOVED,,REPLACED INTAKE GASKET,
103716,,REMOVED,,REPLACED ROCKER COVER GASKET,
103717,,REMOVED,,REPLACED GASKET,
103718,,REPLACED,,ROCKER COVER GASKET,
103719,,REMOVED,,REPLACED GASKETS,
103720,,REPOSITIONED,,CLAMP,
103721,INTAKE TUBE GASKET,INSTALLED,,NEW,
103722,GASKET,REMOVED,,NEW,
103723,GASKET,REMOVED,,,
103724,BAFFLE,INSTALLED,,,
103725,OIL COOLER,REMOVED,,NEW,
103726,BAFFLE,REMOVED,,,
103727,ROCKER COVER GASKETS,REMOVED,,REPLACED,
103728,OIL COOLER,REMOVED,,,
103729,,REMOVED,,FOD FROM TOP OF ENGINE,
103730,ROCKER COVER GASKET,REPLACED,,,
103731,,REPLACED,,GASKETS,
103732,GASKET,REMOVED,,REPLACED,
103733,INTAKE GASKET,REMOVED,,REPLACED,
103734,SEAL,REPLACED,,,
103735,ENGINE INTAKE SCREEN,REPLACED,,,R
103736,,INSPECTED,,,
103737,BAFFLE,REMOVED,,INSTALLED NEW RIVETS,
103738,,REPLACED,,GASKET,
103739,,REPLACED,,GASKETS,
103740,GASKETS,REMOVED,,REPLACED,
103741,ROCKER COVER GASKETS,REMOVED,,REPLACED,
103742,,REMOVED,,REPLACED W/ NEW GASKETS,
103743,INTAKE GASKET,REMOVED,,REPLACED,
103744,,SECURED,,SEAL,
103745,,REMOVED,,REPLACED GASKETS,
103746,INTAKE GASKET,REMOVED,,REPLACED,
103747,ROCKER COVER GASKETS,REMOVED,,REPLACED,
103748,,REMOVED,,REPLACED GASKET,
103749,,REMOVED,,REPLACED GASKETS,
103750,BAFFLE,INSTALLED,,TIE LISTED IN PARTS MANUAL. FOU,
103751,INTAKE GASKETS,REMOVED,,REPLACED,
103752,,RUN UP,,OPS & LEAK CK OK,
103753,,RESECURED,,LOOSE SEAL,
103754,,FABRICATED,,PATCH OF LIKE MATERIAL & RIVETED IAW,
103755,,INSTALLED,,"CYL ROCKERS, CYL BAFFLE, TORQUED SPARK PLUGS",
103756,,TRIED,,TO STAKE VALVE W/ NO AFFECT. ROCKER COVER IS REMO,
103757,,REMOVED,,INSTALLED REPAIRED CYL ASSY. TORQUED MOUNTING,
103758,,RESECURED,,BAFFLE SEAL,
103759,INTAKE GASKET,REMOVED,,REPLACED,
103760,,STOP,,DRILLED CRACK,
103761,BAFFLE SUPPORT,FABRICATED,,NEW,
103762,INTAKE GASKETS,REMOVED,,REPLACED,
103763,EXHAUST VALVE,STAKED,,OPS CK GOOD ON COMPRESSIONS,
103764,INTAKE GASKETS,REMOVED,,REPLACED,
103765,ROCKER COVER GASKET,REMOVED,[4],REPLACED,
103766,GASKET,REMOVED,,REPLACED,
103767,INTAKE GASKET,REMOVED,,REPLACED,
103768,,REPLACED,,GASKETS,
103769,,CLEANED,,FIREWALL ON BOTH ENGINES & APPLIED FIREWALL SEA,
103770,ENG BAFFLE TIE ROD,MOVED,,OFF OF OIL RETURN LINE HOS,R
103771,INTAKE GASKET,REMOVED,[3],REPLACED,
103772,INTAKE GASKET,REPLACED,,,
103773,,REPLACED,,PLUGS,
103774,,REMOVED,,"BOLT, APPLIED SEALANT TO BOLT & REINSTALLED BOL",
103775,,REMOVED,,FOD FROM TOP OF ENGINE,
103776,,TIGHTENED,,BOLT ON THE OIL COOLER,
103777,INTAKE GASKETS,REMOVED,,REPLACED,
103778,ROCKER COVER GASKET,REMOVED,[2],REPLACED,
103779,BAFFLE,STOP DRILLED,[1],"CRACKS ON #1 CYL BAFFLE, ON INSIDE",
103780,BAFFLE,REMOVED,,"REAR BAFFLE, DRILLED OUT RIVETS ON BAFFLE SUPPO",
103781,INTAKE GASKET,REPLACED,[4],,
103782,GROMMET,REPLACED,,,
103783,,STOP DRILLED,,,
103784,O-RING,REPLACED,,ON ENGINE BREATHER FITTING,
103785,,ADDED,,"RAN, NO LEAKS OR SEEP FOUND. COWLED &",
103786,,REMOVED,,LOWER NACELLE PANEL. BEGAN VISUAL INSP TO F,L
103787,,STARTED,,A/C FOR PILOT,
103788,,ANALYZED,,FDM CARD DATA. FOUND TO BE MOMENTARY OVERSPEED,
103789,,STARTED,,ENGINE FOR CREW,L
103790,,STARTED,,ENGINE FOR PILOT,L
103791,,RAN UP,,"A/C, UNABLE TO DUPLICATE DISCREPANCY. OPS CK GOO",
103792,,REPLACED,,GASKETS,
103793,,REPLACED,,ROCKER COVER GASKETS,
103794,,REPLACED,,GASKET,
103795,,TIGHTENED,,ALL COVERS,
103796,,REPLACED,,"W/ NEW, SIDE",R
103797,INTAKE GASKET,REPLACED,[2],,
103798,,REPLACED,,GASKET,
103799,,APPLIED,,RTV TO WORN AREAS,
103800,,STOP DRILLED,,CRACK,
103801,GASKETS,REMOVED,,,
103802,INTAKE GASKET,REMOVED,,,
103803,ROCKER COVER GASKETS,REMOVED,,,
103804,INTAKE GASKETS,REMOVED,,,
103805,,RAN,,LEAK CK GOOD,
103806,CRANKSHAFT OIL SEAL,REPLACED,,,
103807,,INSTALLED,,SCREW,
103808,INTAKE GASKET,REMOVED,,,
103809,ROCKER COVER GASKET,REMOVED,,,
103810,,CLEANED,,"THREADS, INSTALLED PROPER SCREW",
103811,GASKET,REPLACED,,NEW SILICONE GASKET,
103812,,REMOVED,,CYL FROM ENGINE. REMOVED BOTH EXHAUST & INTAKE,
103813,,REINSTALLED,,"CYL, TORQUED TO SPECS. CK DRY VALVE CLEARAN",
103814,INTAKE GASKET,REMOVED,,,
103815,INTAKE GASKET,REMOVED,[4],,
103816,,INSTALLED,[4],NEW SCREW & APPLICABLE WASHERS ON #4 CYL ENG,
103817,,STARTED,,H ENGINE FOR CREW,L
103818,INTAKE GASKETS,REMOVED,,,
103819,VALVE COVER GASKET,REMOVED,[3],,
103820,VALVE COVER GASKETS,REMOVED,,,
103821,,TIGHTENED,,ALL,
103822,,REMOVED,,& REPLACED GASKETS,
103823,,REMOVED,,& REPLACED GASKETS,
103824,INTAKE GASKETS,REPLACED,,,
103825,ROCKER COVER GASKET,REPLACED,,,
103826,,REMOVED,,& REPLACED GASKET,
103827,,REMOVED,,& REPLACED GASKET,
103828,,STOP DRILLED,,CRACK,
103829,COWL SEAL,SECURED,[4],,L
103830,,REMOVED,,& REPLACED TUBE. NO DAMAGE NOTED ON PRIMER LINE,
103831,,STOP DRILLED,,CRACK,
103832,BAFFLE SEAL,RESECURED,,,
103833,SCREW,INSTALLED,,,
103834,,INSTALLED,,NEW PLUG,
103835,,REMOVED,,& REPLACED GASKETS,
103836,,REMOVED,,& REPLACED W/ NEW GASKET,
103837,,REMOVED,,LOOSE RIVETS & INSTALLED SCREWS,
103838,,STOP DRILLED,,CRACK,
103839,,FABRICATED,,NEW BRACKET OUT OF LIKE MATERIAL,
103840,GASKET,REPLACED,,,
103841,,STOP DRILLED,,CRACK,
103842,,REMOVED,,& REPLACED GASKET,
103843,,REMOVED,,& REPLACED INTAKE GASKETS,
103844,,REMOVED,,"BAFFLE, STOP DRILLED CRACK, FABRICATED & INSTAL",
103845,,REMOVED,,"BAFFLE, REMOVED PREVIOUSLY INSTALLED PATCH. FAB",
103846,,INSTALLED,,NEW POP RIVET,
103847,,REMOVED,,& REPLACED GASKET,
103848,,TIGHTENED,,SCREW,
103849,,REPLACED,,GASKET,
103850,,REMOVED,,& REPLACED GASKET,
103851,,SECURED,,BAFFLE SEAL,
103852,,REPLACED,,1 PLUG,
103853,,REPLACED,,PLUG,
103854,,INSTALLED,,BAFFLE PLUG DOUBLER,
103855,,STOP DRILLED,,CRACK,
103856,,STOP DRILLED,,CRACK,
103857,,INSTALLED,,POP RIVET,
103858,,INSTALLED,,POP RIVET,
103859,,RETRIEVED,,A/C FROM RUNWAY,
103860,,PERFORMED,,GROUND RUN OF ENGINE. TRIED TO PERFORM SEASON,
103861,GASKET,REMOVED,,REPLACED,
103862,,RUN,,LEAK CK GOOD,
103863,,CLEANED,,ALL,
103864,RIVET,REPLACED,,,
103865,,STOP,,DRILLED CRACK,
103866,INTAKE GASKETS,REMOVED,,REPLACED,
103867,,RAN,,,
103868,GASKETS,REMOVED,,REPLACED,
103869,SEAL,REPAIRED,,,
103870,INTAKE GASKET,REMOVED,,REPLACED,L
103871,BAFFLE,INSPECTED,,CRACK PREVIOUSLY C/W,L
103872,FLANGE,REMOVED,,REPLACED,
103873,OIL COOLER,REMOVED,[4],,R
103874,INTAKE GASKET,REMOVED,[4],REPLACED,R
103875,INTAKE TUBE,REMOVED,[4],REPLACED,L
103876,INTAKE GASKET,REPLACED,[2],,
103877,,STOP,,DRILLED CRACK,
103878,GASKET,REPLACED,,,
103879,ROCKER COVER SCREWS,TIGHTENED,,,
103880,ROCKER COVER GASKET,REPLACED,[2],,
103881,SEAL,SECURED,,,
103882,,REPLACED,,NEW SILICONE GASKETS,
103883,,INSTALLED,,RTV TO WORN AREAS,
103884,BAFFLE SCREW,INSTALLED,,,
103885,,STOP DRILLED,,CRACK,
103886,GASKET,REPLACED,,,
103887,,INSTALLED,,NEW ONE,
103888,,CLEANED,,"INSP, FOUND PAINT CRACKED",
103889,GASKET,REPLACED,,,
103890,,LEAK CK,,GOOD,
103891,GASKET,REPLACED,,,
103892,GASKETS,REPLACED,,,
103893,GASKETS,REPLACED,,,
103894,BAFFLE SEAL,RESECURED,,,
103895,,CLEANED,,"AREA, REMOVED BOLT, CLEANED & INSTALLED BOLT",
103896,ROCKER COVER GASKETS,REPLACED,,,
103897,BAFFLE,STRAIGHTENED,,,
103898,BAFFLE,REINSTALLED,,,
103899,,TIGHTENED,,ALL ROCKER COVER SCREWS,
103900,INTAKE GASKETS,REPLACED,,,
103901,,ADJUSTED,,,
103902,,INSTALLED,,SEALANT,
103903,BAFFLE TENSIONER WIRE,PUT,,BEND IN TO AVOID OIL RETURN,L
103904,,INSTALLED,,NEW PLUGS,
103905,,RAN,,"AIRCRAFT, OPS AND LEAK CHECK GOOD",
103906,,REMOVED,[1],FOUND BENT EXHAUST VALVE. INSTALLED,R
103907,,INSTALLED,,RTV TO SEAL,
103908,,REMOVED & REPLACED,,GASKETS,
103909,,REPLACED,,STAPLE WITH POP RIVET,
103910,,"REMOVED, CLEANED, INSTALLED",,NEW SILICONE GASKETS,
103911,,REMOVED & REPLACED,[3],INTAKE GASKET ON R/H ENG,R
103912,,RAN,,"ACFT, IDLE RPM AND MIXTURE AND MAG CHECKS GOOD RAN",
103913,,REPLACED,"[2, 4]",CYL INTAKE GASKETS,
103914,,REMOVED & REPLACED,,INTAKE GASKET,
103915,,REMOVED & REPLACED,,ROCKER COVER GASKETS,
103916,,INSTALLED,,NEW POP RIVET,
103917,,REMOVED OLD,,"GASKETS, CLEANED & INSTALLED NEW SILICONE G",
103918,,REMOVED & REPLACED,,GASKET,
103919,,REPLACED,,ROCKER COVER GASKET,
103920,,STOP DRILLED,,CRACK,
103921,,,,,
103922,INTAKE GASKET,REPLACED,[2],,
103923,GASKETS,REPLACED,,,
103924,INTAKE GASKET,REPLACED,,,
103925,,REATTACHED,,,
103926,SCREW,INSTALLED,,,
103927,GASKET,REPLACED,,,
103928,GASKETS,REPLACED,,,
103929,GASKETS,REPLACED,,,
103930,GASKETS,REPLACED,,,
103931,,ORDERED,,,
103932,,INSTALLED,,NEW SCREEN,
103933,INTAKE GASKET,INSTALLED,,NEW,
103934,INTAKE GASKET,REPLACED,,,
103935,,PERFORMED,,,
103936,,REINSTALLED,,,
103937,INTAKE GASKET,REPLACED,[2],,R
103938,ROCKER COVER GASKET,REPLACED,,,R
103939,GASKET,REPLACED,,NEW,
103940,INTAKE GASKETS,REPLACED,,,
103941,ROCKER COVERS,REMOVED,,REPLACED,
103942,BAFFLE SEAL,LOOKED AT,,"REPOSITIONED, CHECKED GOOD",
103943,SCREWS,TIGHTENED,"[1, 2, 3, 4]",,
103944,,,,LEAK CK GOOD,
103945,,,,LEAK CK GOOD,
103946,,STOP DRILLED,,CRACK,
103947,BAFFLE SEAL,RESECURED,,,
103948,,REMOVED,,REPLACED GASKETS,
103949,,REMOVED,,STARTED INSTALLATION OF CYLINDER & PISTON ASSY.,
103950,,FINISHED,,INSTALLING CYLINDER IAW LYCOMING OVERH,
103951,,REMOVED,,STARTED INSTALLATION OF CYLINDER & PISTON ASSY.,
103952,,FINISHED,,INSTALLING CYLINDER IAW LYCOMING OVERH,
103953,,INSTALLED,,NEW SCREW,
103954,,INSTALED,,NEW SCREW,
103955,,REMOVED,,REPLACED ROCKER COVER GASKETS,
103956,,REMOVED,,REPLACED INTAKE GASKET,
103957,,STARTED,,A/C SEVERAL TIMES USING NORMAL PROCEDURES. PERF,
103958,,STOP DRILLED,,CRACK,
103959,,RECOWLED,,ENGINE,R
103960,,RAN,,"A/C, OPS & LEAK CK GOOD",
103961,,,[1],WET W/ OIL & ELECTRODE,
103962,,,,RUN ROUGH ANYTIM,R
103963,,REPLACED,[1],DRY TAPPET CLEARANCE CK'ED,
103964,,REPLACED,,,
103965,,REAMED,[4],IAW LYCOMING,
103966,,INSTALLED,,NEW,
103967,,REPLACED,,,
103968,,REPLACED,,,
103969,INTAKE GASKETS,REPLACED,,,
103970,,STOP DRILLED,,CRACK,
103971,,REPLACED,,GASKETS,
103972,,REPLACED,,GASKETS,
103973,,STOP DRILLED,,CRACK,
103974,,REMOVED,,,L
103975,BAFFLE SEAL,REPLACED,[3],RESECURED #4 SIDE,
103976,,,,NO OTHER FOD OR DEFECTS NOTED,
103977,,DISASSEMBLED,,"INSP'ED, VERIFIED THAT SNAP RING WAS MISS",
103978,,INSTALLED,,BUT IS NOT TORQUED OR SAFETIED. INSTALL,
103979,,,,PREPPED ENGINE FOR INSTALLATION. FIXED L/H AFT LOWER BA,
103980,,,,"CONTINUED INSTALLATION. SAEFTIED PROP, TIMED MAGNETOS T",
103981,INTAKE GASKETS,REMOVED,,,
103982,ROCKER COVER GASKET,REMOVED,,,
103983,GASKET,REMOVED,,,
103984,GASKET,REMOVED,,,
103985,,TIGHTENED,,,
103986,INTAKE GASKETS,REMOVED,,,R
103987,#3 INTAKE TUBE,INSPECTED,,,R
103988,ENGINE SCROLL,CLEANED,,,
103989,INTAKE GASKET,REMOVED,,,
103990,GASKET,REPLACED,,,
103991,GASKETS,REMOVED,,,
103992,ROCKER COVER GASKET,REMOVED,,,
103993,CONNECTING ROD,REMOVED,,,
103994,,STARTED,,,
103995,,INSTALLED,,,
103996,GASKET,REPLACED,,,
103997,GASKETS,REPLACED,,,
103998,ROCKER COVER GASKETS,REMOVED,,,
103999,ROCKER COVER GASKET,REPLACED,,,
104000,INTAKE GASKET,REMOVED,,,
104001,GASKET,REMOVED,,REPLACED,
104002,GASKET,REMOVED,,REPLACED,
104003,,APPLIED,,RTV TO AREAS,
104004,GASKET,REMOVED,,REPLACED,
104005,ROCKER COVER GASKET,REMOVED,,REPLACED,
104006,,INSTALLED,,NEW SILICONE GASKET,
104007,ROCKER COVER GASKET,REMOVED,[4],REPLACED,
104008,,APPLIED,,HIGH,
104009,GASKET,REMOVED,,REPLACED,
104010,ROCKER GASKET,REMOVED,,REPLACED,
104011,INTAKE GASKET,REPLACED,[4],,
104012,GASKET,REMOVED,,REPLACED,
104013,INTAKE GASKETS,REMOVED,,REPLACED,
104014,BAFFLE,STOP DRILLED,,CRACK & REPAIRED BY PATCHING,
104015,ROCKER COVER GASKETS,REMOVED,,REPLACED,
104016,GASKET,REPLACED,,,
104017,,REPLACED,,BOTH GASKETS,
104018,,STOP DRILLED,,CRACK,
104019,,REPLACED,,W/ NEW BAFFLE PLUG,
104020,GASKET,REMOVED,,REPLACED,
104021,INTAKE GASKET,REMOVED,,REPLACED,
104022,,STOP DRILLED,,CRACK,
104023,,REMOVED,,REPLACED GASKETS,
104024,,STARTED,,ENGINE FOR CREW,
104025,GASKET,REMOVED,,REPLACED,
104026,INTAKE GASKET,REMOVED,[2],REPLACED,L
104027,BAFFLE PATCH,FABRICATED,,NEW,
104028,OIL RETURN LINE,REMOVED,,AT ACCESSORY CASE FITTING. TIGH,
104029,INTAKE GASKET,INSTALLED,,NEW,
104030,,TIGHTENED,,SCREWS,
104031,,REPLACED,,W/ REPAIRED BAFFLE,
104032,INTAKE GASKET,REPLACED,,,
104033,,REPAIRED,,W/ RIVETED PATCH & INSTALLED BAFFLE,
104034,,APPLIED,,RUBBER SILICONE TO TORN BAFFLE SEALS,
104035,,INSTALLED,,OVERHAULED OIL COOLER,
104036,,STOP DRILLED,,CRACK & REPLACED SECTION OF BAFFLE SEAL,
104037,,REPOSITIONED,,COVER TO CORRECT POSITION,
104038,,FOUND,,PART TO HAVE PREVIOUSLY BEEN,
104039,ROCKER COVER GASKET,REMOVED,,REPLACED,
104040,,REMOVED,,REPLACED GASKET,
104041,,,,,
104042,GASKET,REPLACED,,NEW,
104043,,STOP DRILLED,,CRACK,
104044,,STOP DRILLED,,CRACK,
104045,,APPLIED,,HIGH TEMP SILICONE,
104046,ENGINE INTAKE GASKETS,REPLACED,,NEW,R
104047,INTAKE,REPLACED,,,
104048,BAFFLE TIE ROD,REROUTED,,,
104049,GASKETS,REPLACED,,NEW,
104050,INTAKE GASKET,REPLACED,,,
104051,GASKETS,REPLACED,,,
104052,GASKETS,REPLACED,,,
104053,,REMOVED,,OLD SAFETY WIRE & RESAFETIED,
104054,INTAKE GASKET,INSTALLED,,NEW,
104055,ENG INTAKE GASKETS,REPLACED,,,L
104056,ADEL CLAMP,REPLACED,,,
104057,,REATTACHED,,CABLE & HOSES W/ LACING CORD,
104058,,REMOVED,,"ROCKER BOX COVER, CLEANED MATING SURFACES & GAS",
104059,,STOP DRILLED,,CRACKS,
104060,,STOP DRILLED,,CRACK,
104061,BRACKET,FABRICATED,,NEW,
104062,INTAKE GASKET,REMOVED,,REPLACED,
104063,,LEAK CK,,GOOD,
104064,,LEAK CK,,GOOD,
104065,COOLER,REMOVED,,,
104066,OIL COOLER,REMOVED,,,
104067,BRACKET,REMOVED,,REPLACED,
104068,OIL COOLER,INSTALLED,,NEW,
104069,BAFFLING SECTION,REMOVED,,REPLACED,
104070,COOLER,SWAPPED,,OVERHAULED,
104071,,INSPECTED,,FOUND CRACKS. MADE PATCH OUT OF LIKE MATERI,
104072,INTAKE TUBE,REMOVED,,CLEANED,
104073,PLUG,INSTALLED,,NEW,
104074,,RAN UP,,"ENGINE. MAG DROPS, IDLE SPEED & MIXTURE CK GOOD",
104075,INTAKE GASKET,REMOVED,,REPLACED,
104076,GASKETS,REMOVED,,REPLACED,
104077,ROCKER COVER GASKETS,REMOVED,,REPLACED,
104078,#4 CYL INTAKE TUBE,REMOVED,,CLEANED,
104079,GASKET,REMOVED,,REPLACED,
104080,GASKET,REMOVED,,REPLACED,
104081,,,,,
104082,,REMOVED,[4],,L
104083,,RAN,,OPS & LEAK CK GOOD,
104084,,INSTALLED,,TORQUED CYL BASE NUT. TAPPET CLEARANCE TOO,
104085,,INSTALLED,,,
104086,,INSTALLED,,FOUND TO BE OUT OF LIMITS,
104087,,INSTALLED,,"NEW -29 PUSH ROD, VERIFIED PROPER GAP & BEGAN",
104088,,PATCHED,,,
104089,,STOP DRILLED,,,
104090,,RUN UP,,NO LOSS IN PWR OR ROUGH RUNNING,
104091,,RUN UP,,NO DEFECTS NOTED & COMPRES,
104092,,FILLED,,,
104093,,REMOVED,,CLEANED COLLAR & INSTALLED NEW GASKET,
104094,,REMOVED,,REPLACED INTAKE GASKET,
104095,,REMOVED,,REPLACED ROCKER COVER GASKET,
104096,,RAN,,INSTALLED CHIN COWL. LEAK CK'ED G,
104097,,REMOVED,,REPLACED GASKET,
104098,,REMOVED,,REPLACED ROCKER COVER GASKETS,
104099,,REMOVED,,REPLACED INTAKE GASKET,
104100,,RAN,,NO ADJUSTMENT NEEDED,
104101,GASKETS,REMOVED,,REPLACED,
104102,INTAKE GASKET,REMOVED,,REPLACED,
104103,,RESECURED,,SEAL ON LOWER ENGINE COWLS,L
104104,ROCKER COVER GASKETS,REMOVED,,REPLACED,
104105,INTAKE GASKET,REMOVED,,REPLACED,
104106,GASKET,REPLACED,,,
104107,,,,ALL CHECKS GOOD. NO SPUTTERING DURING RUN UP,
104108,,INSTALLED,,COWLING,
104109,,,,RAN A/C & CONFIRMED DISCREP. IDLE WAS @ 800 RPM & NO ID,
104110,ENGINE DRIVEN FUEL PUMP,REMOVED,,REPLACED,
104111,BAFFLE TIE RODS,INSTALLED,,NEW,
104112,,STOP DRILLED,,CRACK,
104113,TIE ROD,REMOVED,,REPLACED,
104114,ENGINE BAFFLE SEAL,REATTACTED,,,
104115,,STOP DRILLED,,CRACK,
104116,,,,"L/H: #1-78, #2-79, #3-79, #4-78; R/H: #1-78, #2-79, #3-",
104117,SCREW,INSTALLED,,,
104118,ENGINE BAFFLE,SECURED,,,
104119,#4 INTAKE GASKET,REMOVED,,REPLACED,
104120,GASKETS,REMOVED,,REPLACED,
104121,,RAN,,GROUND RUN,
104122,,ADJUSTED,,"IDLE RPM, OPS CK GOOD",
104123,GASKET,REPLACED,,,
104124,,INSTALLED,,NEW SCREW,
104125,,INSTALLED,,NEW SCREW,
104126,,REMOVED,,REPLACED INTAKE GASKETS,
104127,,RAN,,"UP A/C, OPS CK GOOD",
104128,,PERFORMED,"[1, 2, 3, 4]",COMPRESSION CK ON ALL CYLINDERS; ALL CK GOOD,
104129,,RAN,,"A/C, ADJUSTED IDLE SPEEDS TO MATCH L/H & R/H SIDES",
104130,,REMOVED,,REPLACED GASKET W/ NEW,
104131,BAFFLE,REMOVED,,REPLACED RIVETS W/ SCREWS & REINSTALLED,
104132,,REMOVED,,REPLACED GASKETS,
104133,,REMOVED,,REPLACED ROCKER COVER GASKET,
104134,,REMOVED,,REPLACED INTAKE GASKETS,
104135,,REMOVED,,REPLACED BAFFLE PLUG,
104136,,REPLACED,,RIVET ON BAFFLE SEAL,
104137,,STOP,,DRILLED CRACK,
104138,,REMOVED,,CLEANED & REPLACED W/ NEW GASKETS,
104139,,RAN,,UP A/C & WAS UNABLE TO DUPLICATE DISCREPANCY. OPS C,
104140,,REMOVED,,REPLACED GASKETS,
104141,GASKET,REMOVED,,REPLACED,
104142,GASKET,REMOVED,,REPLACED,
104144,,REMOVED,[2],HONED CYL. LEAK CK'ED. VALVES OK,
104146,SCREW,TIGHTENED,,,
104147,SNIFFLER VALVES,CLEANED,,,
104148,GROMMET,REPLACED,,,
104149,GASKETS,REMOVED,,REPLACED,
104150,RIVET,SQUEEZED,,,
104151,SCREW,INSTALLED,,,
104152,GASKET,REPLACED,,,
104153,,INSTALLED,,RTV IN WORN AREAS,
104154,GASKET,REMOVED,,REPLACED,
104155,,INSTALLED,,RIVET W/ SMALL WASHER,
104156,GASKET,REMOVED,,REPLACED,
104157,INTAKE GASKETS,REMOVED,,REPLACED,
104158,,INSTALLED,,NEW RIVET,
104159,GASKET,REMOVED,,REPLACED,
104160,INTAKE GASKET,REMOVED,,REPLACED,
104161,ROCKER COVER GASKETS,REMOVED,,REPLACED,
104162,,CLEANED,,AROUND FRONT CRANKSHAFT SEAL. RAN ENGINE,
104163,,REMOVED,,REPLACED GASKETS. INSTAL,
104164,,PERFORMED,,"GROUND RUN UP, SEASONAL ADJUSTMENT",
104165,INTAKE GASKET,REMOVED,,REPLACED,
104166,ROCKER COVER GASKET,REMOVED,,REPLACED,
104167,,REMOVED,,CLEANED TUBES & CYLINDER INTAKE F,
104168,,REMOVED,,REPLACED GASKET,
104169,,REMOVED,,REPLACED GASKET,
104170,,REPLACED,,TIE ROD,
104171,,SECURED,,BAFFLE SEALS W/ POP RIVETS,
104172,,REPLACED,,GASKET,
104173,INTAKE GASKET,REMOVED,,REPLACED,
104174,,RAN,,"A/C, LEAK CK'ED. OPS & LEAK CK GOOD",
104175,,COMPRESSION TEST,[4],"FAILED, NO CYL COMPRESSION NOTE",
104176,,REMOVED,[4],FOUND EXHAUST VALVE STUCK,
104177,,PERFORMED,,"GROUND RUN, OPS CK'ED GOOD, BUT FOUND EVIDENC",
104178,,PERFORMED,,"GROUND RUN, OPS CK'ED GOOD",
104179,,REPLACED,,RIVET W/ LIKE HARDWARE,
104180,,REMOVED,,REPLACED GASKETS,
104181,,,,,
104182,,,,,
104183,ROCKER COVER GASKETS,REPLACED,,,
104184,GASKETS,REPLACED,,,
104185,,,,LEAK CK GOOD,
104186,HOSE,REPOSITIONED,,,
104187,INTAKE GASKET,REPLACED,,,
104188,,INSTALLED,,NEW PLUG,
104189,GASKETS,REPLACED,,,
104190,,INSTALLED,,NEW ENGINE,
104191,,INSTALLED,,2 NEW TIE RODS,
104192,SCREWS,TIGHTENED,,,
104193,GASKET,REPLACED,,,
104194,GASKET,REPLACED,,,
104195,GASKET,REPLACED,,,
104196,,,,"INSPECTED L/H & R/H ENGINES, WASHERS CORRECT",
104197,,,,"DRESSED OUT NICK, WELL UNDER ACCEPTABLE LIMITS IAW MAIN",
104198,MOUNTING GROMMETS FOR TOQUEMETER BLO,REPLACED,,,L
104199,,INSTALLED,,NEW BAFFLE PLUGS,
104200,INTAKE GASKET,REPLACED,,,
104201,BAFFLE SEAL,RESECURED,,,
104202,BOLTS,RETORQUED,,,
104203,GASKET,REMOVED & REPLACED,,,
104204,GASKET,REMOVED & REPLACED,,NEW,
104205,BAFFLE SEAL,SECURED,,,
104206,,RESAFETIED,,INTERCYLINDER BAFFLE,
104207,SNIFFLER VALVES,CLEANED,,,
104208,,INSTALLED,,NEW SCREW,
