IDENT,ActionPart,ActionTaken
103665,,"TIGHTENED, SCREW"
103666,SPOTS,FILLED
103667,INTAKE GASKET,REMOVED & REPLACED
103668,INTAKE GASKET,REMOVED & REPLACED
103669,BAFFLE SECTION,SECURED
103670,GASKETS,"REMOVED, CLEANED & REPLACED"
103671,INTAKE GASKETS,REMOVED & REPLACED
103672,ROCKER COVER GASKET,REMOVED & REPLAED
103673,ROCKER COVER GASKET,REMOVED & REPLACED
103674,INTAKE GASKETS,REMOVED & REPLACED
103675,INTAKE GASKET,REMOVED & REPLACED
103676,SCREW,INSTALLED
103677,GASKET,"REMOVED, CLEANED & REPLACED"
103678,GASKETS,"REMOVED, CLEANED & REPLACED"
103679,GASKETS,"REMOVED, CLEANED & REPLACED"
103680,ROCKER BOX COVER GASKET,INSTALLED
103681,BOLTS,TIGHTENED
103682,GASKET,REPLACED
103683,BAFFLE SLOT & APPLIED,"REPOSITIONED, WIRE"
103684,INTAKE GASKETS,REMOVED & REPLACED
103685,INTAKE GASKETS,REMOVED & REPLACED
103686,,INSTALLED
103687,DIPSTICK,REMOVED
103688,,INSTALLED
103689,SCREWS,TIGHTENED
103690,GASKET,"REMOVED, REPLACED"
103691,"GASKET, GASKET",REMOVED
103692,GASKET,INSTALLED
103693,BAFFLE PLUGS,INSTALLED
103694,PISTON & INJECTOR,REMOVED
103695,BAFFLE CONNECT WIRE,REROUTED
103696,"ENGINE, CK",RAN
103697,"CYL, EXHAUST VALVE",REMOVED
103698,"CYLINDER, INTAKE TUBE & BAFFLE",REMOVAL
103699,CYL,INSTALLED
103700,INTAKE GASKET,REMOVED & REPLACED
103701,BAFFLE PLUGS,INSTALLED
103702,,"TIGHTENED, SCREW"
103703,"SHEATH, CK",SECURED
103704,BOTH SNIFFLER VALVES,CLEANED
103705,RIVET,REMOVED & INSTALLED
103706,BOLTS,CLEANED & SEALED
103707,GASKET,REMOVED & REPLACED
103708,,
103709,INTAKE GASKET,INSTALLED
103710,,"INSTALLED, SCREW"
103711,"ENGINE, BAFFLE","INSTALLED, SCREW"
103712,ROCKER COVER GASKETS,REMOVED & REPLACED
103713,"BAFFLE SCREW ON, BAFFLE",INSTALLED
103714,ROCKER COVER GASKET,REMOVED & REPLACED
103715,INTAKE GASKET,REMOVED & REPLACED
103716,ROCKER COVER GASKET,REMOVED & REPLACED
103717,GASKET,REMOVED & REPLACED
103718,ROCKER COVER GASKET,REPLACED
103719,GASKETS,REMOVED & REPLACED
103720,CLAMP,REPOSITIONED
103721,INTAKE TUBE GASKET,INSTALLED
103722,GASKET,REMOVED & REPLACED
103723,GASKET,"REMOVED, CLEANED & REPLACED"
103724,"BAFFLE & RESAFETY, DIPSTICK","INSTALLED, SCREW, TUB"
103725,OIL COOLER,REMOVED & REPLACED
103726,BAFFLE,"REMOVED, RIVET & SECURED"
103727,ROCKER COVER GASKETS,REMOVED & REPLACED
103728,OIL COOLER,REMOVED
103729,,"REMOVED, FROM"
103730,ROCKER COVER GASKET,REPLACED
103731,GASKETS,REPLACED
103732,GASKET,REMOVED & REPLACED
103733,INTAKE GASKET,REMOVED & REPLACED
103734,SEAL,REPLACED
103735,,REPLACED
103736,,
103737,"BAFFLE, RIVETS",REMOVED
103738,GASKET,REPLACED
103739,GASKETS,REPLACED
103740,GASKETS,REMOVED & REPLACED
103741,ROCKER COVER GASKETS,REMOVED & REPLACED
103742,GASKETS,REMOVED & REPLACED
103743,INTAKE GASKET,REMOVED & REPLACED
103744,SEAL,SECURED
103745,GASKETS,REMOVED & REPLACED
103746,INTAKE GASKET,REMOVED & REPLACED
103747,ROCKER COVER GASKETS,REMOVED & REPLACED
103748,GASKET,REMOVED & REPLACED
103749,GASKETS,REMOVED & REPLACED
103750,BAFFLE TIE LISTED IN PARTS MANUAL,INSTALLED
103751,INTAKE GASKETS,REMOVED & REPLACED
103752,"OPS & LEAK, CK",RUN
103753,LOOSE SEAL,RESECURED
103754,PATCH,FABRICATED
103755,BAFFLE,INSTALLED
103756,,
103757,CYL ASSY,REMOVED & INSTALLED
103758,BAFFLE SEAL,RESECURED
103759,INTAKE GASKET,REMOVED & REPLACED
103760,,
103761,BAFFLE,FABRICATED
103762,INTAKE GASKETS,REMOVED & REPLACED
103763,"EXHAUST VALVE, CK",STAKED
103764,INTAKE GASKETS,REMOVED & REPLACED
103765,ROCKER COVER GASKET,REMOVED & REPLACED
103766,GASKET,REMOVED & REPLACED
103767,INTAKE GASKET,REMOVED & REPLACED
103768,GASKETS,REPLACED
103769,,CLEANED
103770,OFF OF OIL RETURN LINE,"MOVED, TIE ROD"
103771,INTAKE GASKET,REMOVED & REPLACED
103772,INTAKE GASKET,REPLACED
103773,PLUGS,REPLACED
103774,BOLT,"REMOVED, BOLT & REINSTALLED"
103775,,"REMOVED, FROM"
103776,"BOLT ON THE, OIL COOLER",TIGHTENED
103777,INTAKE GASKETS,REMOVED & REPLACED
103778,ROCKER COVER GASKET,REMOVED & REPLACED
103779,BAFFLE,
103780,"BAFFLE, RIVETS",REMOVED REAR
103781,INTAKE GASKET,REMOVED & REPLACED
103782,GROMMET,REMOVED & REPLACED
103783,,
103784,,INSPECTED
103785,,ADDED
103786,NACELLE PANEL,REMOVED
103787,A/C,STARTED
103788,,"ANALYZED, CARD"
103789,,GOT
103790,,STARTED
103791,"UP A/C, DISCREPANCY, CK",RAN
103792,GASKETS,REMOVED & REPLACED
103793,ROCKER COVER GASKETS,REMOVED & REPLACED
103794,GASKET,REMOVED & REPLACED
103795,COVERS,TIGHTENED
103796,,REPLACED
103797,,REMOVED & REPLACED
103798,GASKET,REMOVED & REPLACED
103799,RTV TO WORN AREAS,
103800,,
103801,GASKETS,REMOVED & REPLACED
103802,INTAKE GASKET,REMOVED & REPLACED
103803,ROCKER COVER GASKETS,REMOVED & REPLACED
103804,INTAKE GASKETS,REMOVED & REPLACED
103805,"ENGINE, CK",RAN
103806,OIL SEAL,REPLACED
103807,,"INSTALLED, SCREW"
103808,INTAKE GASKET,REMOVED & REPLACED
103809,ROCKER COVER GASKET,REMOVED & REPLACED
103810,THREADS,"CLEANED, SCREW"
103811,"GASKET, SILICONE GASKET",REPLACED
103812,"CYL, EXHAUST & INTAKE",REMOVED
103813,CYL,REINSTALLED
103814,INTAKE GASKET,REMOVED & REPLACED
103815,INTAKE GASKET,REMOVED & REPLACED
103816,,"INSTALLED, SCREW & APPLICABLE"
103817,,STARTED
103818,INTAKE GASKETS,REMOVED & REPLACED
103819,VALVE COVER GASKET,REMOVED & REPLACED
103820,VALVE COVER GASKETS,REMOVED & REPLACED
103821,SCREWS,TIGHTENED
103822,GASKETS,REMOVED & REPLACED
103823,GASKETS,REMOVED & REPLACED
103824,INTAKE GASKETS,REPLACED
103825,ROCKER COVER GASKET,REPLACED
103826,GASKET,REMOVED & REPLACED
103827,GASKET,REMOVED & REPLACED
103828,,
103829,COWL SEAL,SECURED
103830,,REMOVED & REPLACED
103831,,
103832,BAFFLE SEAL,RESECURED
103833,,"INSTALLED, SCREW"
103834,PLUG,INSTALLED
103835,GASKETS,REMOVED & REPLACED
103836,GASKET,REMOVED & REPLACED
103837,SCREWS,"REMOVED, RIVETS & INSTALLED"
103838,,
103839,BRACKET,FABRICATED
103840,GASKET,REPLACED
103841,,
103842,GASKET,REMOVED & REPLACED
103843,INTAKE GASKETS,REMOVED & REPLACED
103844,BAFFLE,REMOVED
103845,BAFFLE,"REMOVED, INSTALLED"
103846,RIVET,INSTALLED
103847,GASKET,REMOVED & REPLACED
103848,OIL FILLER TUBE,"REMOVED, SCREW, TIGHTENED"
103849,GASKET,REPLACED
103850,GASKET,REMOVED & REPLACED
103851,BAFFLE SEAL,SECURED
103852,PLUG,REPLACED
103853,PLUG,REPLACED
103854,BAFFLE PLUG DOUBLER,INSTALLED
103855,,
103856,,
103857,RIVET,INSTALLED
103858,RIVET,INSTALLED
103859,A/C,RETRIEVED
103860,"GROUND, ENGINE",
103861,GASKET,REMOVED & REPLACED
103862,CK,RUN
103863,"BOLTS, BONE LEAKING","INSP, REVEALED"
103864,RIVET,REPLACED
103865,,
103866,INTAKE GASKETS,REMOVED & REPLACED
103867,"A/C, TIMES",RAN
103868,GASKETS,REMOVED & REPLACED
103869,SEAL,REPAIRED
103870,,REMOVED & REPLACED
103871,,INSPECTED
103872,INTAKE TUBE FLANGE,REMOVED & REPLACED
103873,OIL COOLER,REMOVED
103874,INTAKE GASKET,REMOVED & REPLACED
103875,,REMOVED & REPLACED
103876,CYL,REPLACED
103877,,
103878,GASKET,REPLACED
103879,ROCKER COVER SCREWS,TIGHTENED
103880,ROCKER COVER GASKET,REPLACED
103881,"SEAL, RIVET",SECURED
103882,SILICONE GASKETS,"REMOVED, CLEANED & REPLACED"
103883,AREAS,INSTALLED
103884,BAFFLE SCREW & WASHERS,INSTALLED
103885,,
103886,GASKET,REPLACED
103887,"GASKET, ONE",REMOVED
103888,BAFFLE,REMOCED
103889,GASKET,REMOVED & REPLACED
103890,CK,
103891,GASKET,REMOVED & REPLACED
103892,GASKETS,REMOVED & REPLACED
103893,GASKETS,REMOVED & REPLACED
103894,BAFFLE SEAL,RESECURED
103895,"AREA, BOLT, BOLT &",CLEANED
103896,ROCKER COVER GASKETS,REMOVED & REPLACED
103897,BAFFLE,STRAIGHTENED
103898,"BAFFLE, BAFFLE & REINSTALLED",REMOVED
103899,ROCKER COVER SCREWS,TIGHTENED
103900,INTAKE GASKETS,REMOVED & REPLACED
103901,COLUMN,ADJUSTED
103902,SEALANT,INSTALLED
103903,"BEND IN BAFFLE TENSIONER, OIL RETURN L",AVOID
103904,,INSTALLED
103905,AIRCRAFT,"RAN, CHECK"
103906,"CYLINDER, VALVE",REMOVED
103907,RTV TO SEAL,INSTALLED
103908,GASKETS,REMOVED & REPLACED
103909,,"REPLACED, STAPLE"
103910,SILICONE GASKETS,REMOVED
103911,"AND REPLACED, INTAKE GASKET",REMOVED
103912,"ACFT,, AND MIXTURE",RAN
103913,"CYL, INTAKE GASKETS",REPLACED
103914,INTAKE GASKET,REMOVED & REPLACED
103915,ROCKER COVER GASKETS,REMOVED & REPLACED
103916,RIVET,INSTALLED
103917,GASKETS,REMOVED
103918,GASKET,REMOVED & REPLACED
103919,ROCKER COVER GASKET,REPLACED
103920,,
103921,LEADS,SECURED
103922,,REMOVED & REPLACED
103923,GASKETS,REMOVED & REPLACED
103924,INTAKE GASKET,REMOVED & REPLACED
103925,RIVETS,REATTACHED
103926,,"INSTALLED, SCREW"
103927,GASKET,REPLACED
103928,GASKETS,REMOVED & REPLACED
103929,GASKETS,REMOVED & REPLACED
103930,GASKETS,REMOVED & REPLACED
103931,PART,
103932,SCREEN,INSTALLED
103933,INTAKE GASKET,INSTALLED
103934,INTAKE GASKET,REMOVED & REPLACED
103935,"ENG, EXCESSIVE RPM RISE, IDLE",
103936,IDLE,"REINSTALLED, RUN NOTING"
103937,,REMOVED & REPLAED
103938,,"REMOVED & REPLACED, ROCKER COVER GASKET"
103939,GASKET,REMOVED & REPLACED
103940,INTAKE GASKETS,REMOVED & REPLACED
103941,ROCKER COVERS,REMOVED & REPLACED
103942,BAFFLE SEAL,LOOKED
103943,"SCREWS, COVERS",TIGHTENED
103944,CK,
103945,CK,
103946,,
103947,BAFFLE SEAL,RESECURED
103948,GASKETS,REMOVED & REPLACED
103949,"CYLINDER & PISTON ASSY, INSTALLATION OF",REMOVED
103950,,
103951,"CYLINDER & PISTON ASSY, INSTALLATION OF",REMOVED
103952,,
103953,SCREW,INSTALLED
103954,SCREW,INSTALED
103955,ROCKER COVER GASKETS,REMOVED & REPLACED
103956,INTAKE GASKET,REMOVED & REPLACED
103957,A/C,STARTED
103958,,
103959,,RECOWLED
103960,"A/C, CK",RAN
103961,OIL & ELECTRODE,TOP & BOTTOM
103962,"GROUND, ROUGH ANYTIM",RUN
103963,CYL ASSY,REMOVED & REPLACED
103964,GASKET,REMOVED & REPLACED
103965,EXHAUST GUIDE,REAMED
103966,SCREW,INSTALLED
103967,GASKET,REMOVED & REPLACED
103968,GASKET,REMOVED & REPLACED
103969,INTAKE GASKETS,REMOVED & REPLACED
103970,,
103971,GASKETS,REPLACED
103972,GASKETS,REPLACED
103973,,
103974,,REMOVED
103975,BAFFLE SEAL & RESECURED #4,REPLACED
103976,,
103977,,DISASSEMBLED
103978,,INSTALLED
103979,"ENGINE, INSTALLATION",PREPPED
103980,INSTALLATION,CONTINUED
103981,INTAKE GASKETS,REMOVED & REPLACED
103982,ROCKER COVER GASKET,REMOVED & REPLACED
103983,GASKET,REMOVED & REPLACED
103984,GASKET,REMOVED & REPLACED
103985,CLAMP,TIGHTENED
103986,INTAKE GASKETS,REMOVED & REPLACED
103987,INTAKE TUBE & PRIMER LINE,
103988,SCROLL,CLEANED
103989,INTAKE GASKET,REMOVED & REPLACED
103990,GASKET,REPLACED
103991,GASKETS,REMOVED & REPLACED
103992,ROCKER COVER GASKET,REMOVED & REPLACED
103993,,REMOVED & REPLACED
103994,BOTH,
103995,RTV IN WORN AREAS,INSTALLED
103996,GASKET,REPLACED
103997,GASKETS,REPLACED
103998,ROCKER COVER GASKETS,REMOVED & REPLACED
103999,ROCKER COVER GASKET,REPLACED
104000,INTAKE GASKET,REMOVED & REPLACED
104001,GASKET,REMOVED & REPLACED
104002,GASKET,REMOVED & REPLACED
104003,RTV TO AREAS,
104004,GASKET,REMOVED & REPLACED
104005,ROCKER COVER GASKET,REMOVED & REPLACED
104006,SILICONE GASKET,REMOVED COVER
104007,ROCKER COVER GASKET,REMOVED & REPLACED
104008,BOLT,REMOVED
104009,GASKET,REMOVED & REPLACED
104010,ROCKER GASKET,REMOED & REPLACED
104011,INTAKE GASKET,REPLACED
104012,GASKET,REMOVED & REPLACED
104013,INTAKE GASKETS,REMOVED & REPLACED
104014,BAFFLE BY,
104015,ROCKER COVER GASKETS,REMOVED & REPLACED
104016,GASKET,REPLACED
104017,BOTH GASKETS,REPLACED
104018,,
104019,BAFFLE PLUG,REPLACED
104020,GASKET,REMOVED & REPLACED
104021,INTAKE GASKET,REMOVED & REPLACED
104022,,
104023,GASKETS,REMOVED & REPLACED
104024,CREW,
104025,GASKET,REMOVED & REPLACED
104026,,REMOVED & REPLACED
104027,BAFFLE PATCH REPAIR,FABRICATED
104028,OIL RETURN LINE,REMOVED
104029,INTAKE GASKET,INSTALLED
104030,SCREWS,TIGHTENED
104031,BAFFLE,REPLACED
104032,INTAKE GASKET,REPLACED
104033,"W/ RIVETED PATCH, BAFFLE",REPAIRED
104034,"RUBBER, BAFFLE SEALS",
104035,OIL COOLER,INSTALLED
104036,SECTION OF BAFFLE SEAL,
104037,POSITION,REPOSITIONED
104038,,"FURTHER, INSP, HAVE"
104039,ROCKER COVER GASKET,REMOVED & REPLACED
104040,GASKET,REMOVED & REPLACED
104041,"UP A/C, DISCREPANCY, CK",RAN
104042,GASKET,REMOVED & REPLACED
104043,,
104044,,
104045,"TEMP, SILICONE",
104046,,REMOVED & REPLACED
104047,INTAKE,REMOVED & REPLACED
104048,BAFFLE TIE ROD,REROUTED
104049,GASKETS,REMOVED & REPLACED
104050,INTAKE GASKET,REMOVED & REPLACED
104051,GASKETS,REMOVED & REPLACED
104052,GASKETS,REMOVED & REPLACED
104053,,"REMOVED, WIRE & RESAFETIED"
104054,INTAKE GASKET,INSTALLED
104055,INTAKE GASKETS,REMOVED & REPLACED
104056,CLAMP,REMOVED & REPLACED
104057,,REATTACHED
104058,ROCKER BOX COVER,REMOVED
104059,,
104060,,
104061,BRACKET,FABRICATED
104062,INTAKE GASKET,REMOVED & REPLACED
104063,CK,
104064,CK,
104065,COOLER,REMOVED
104066,OIL COOLER,REMOVED
104067,BRACKET,REMOVED & REPLACED
104068,OIL COOLER,INSTALLED
104069,SECTION,REMOVED & REPLACED
104070,COOLER,SWAPPED
104071,,
104072,"INTAKE TUBE & GASKET, INTAKE TUBE & CYL",REMOVED
104073,PLUG,INSTALLED
104074,"UP ENGINE, CK",RAN
104075,INTAKE GASKET,REMOVED & REPLACED
104076,GASKETS,REMOVED & REPLACED
104077,ROCKER COVER GASKETS,REMOVED & REPLACED
104078,"INTAKE TUBE, INTAKE TUBE & FLAGE",REMOVED
104079,GASKET,REMOVED & REPLACED
104080,GASKET,REMOVED & REPLACED
104081,,CLEARANCE
104082,,REMOVED
104083,"A/C, CK",RAN
104084,"INSTALLED & TORQUED, BASE",
104085,BAFFLES,INSTALLED
104086,LIMITS,"INSTALLED, RODS"
104087,"PUSH ROD, VERIFIED",INSTALLED
104088,"SEAL ABOVE, INTAKE","PATCHED, FWD"
104089,BAFFLE,
104090,(,"RUN, ROUGH, RUNNING"
104091,,RUN
104092,,FILLED
104093,"GASKET, GASKET",REMOVED
104094,INTAKE GASKET,REMOVED & REPLACED
104095,ROCKER COVER GASKET,REMOVED & REPLACED
104096,A/C,RAN
104097,GASKET,REMOVED & REPLACED
104098,ROCKER COVER GASKETS,REMOVED & REPLACED
104099,INTAKE GASKET,REMOVED & REPLACED
104100,A/C,RAN
104101,GASKETS,REMOVED & REPLACED
104102,INTAKE GASKET,REMOVED & REPLACED
104103,,"RESECURED, SEAL"
104104,ROCKER COVER GASKETS,REMOVED & REPLACED
104105,INTAKE GASKET,REMOVED & REPLACED
104106,GASKET,REPLACED
104107,A/C,RAN
104108,CK,
104109,A/C,"RAN, RPM & NO"
104110,ENGINE,REMOVED & REPLACED
104111,BAFFLE TIE RODS,INSTALLED
104112,,
104113,,"REMOVED & REPLACED, TIE ROD"
104114,BAFFLE SEAL,REATTACHED
104115,,
104116,"79, 79","78, 78"
104117,,"INSTALLED, SCREW"
104118,ENGINE BAFFLE,SECURED
104119,INTAKE GASKET,REMOVED & REPLACED
104120,GASKETS,REMOVED & REPLACED
104121,A/C,RAN
104122,"IDLE RPM,, CK",ADJUSTED
104123,GASKET,REPLACED
104124,SCREW,INSTALLED
104125,SCREW,INSTALLED
104126,INTAKE GASKETS,REMOVED & REPLACED
104127,"UP A/C, CK",RAN
104128,"COMPRESSION, CK, CYLINDERS, CK",
104129,"A/C, IDLE SPEEDS TO MATCH L/",RAN
104130,GASKET,REMOVED & REPLACED
104131,"BAFFLE, RIVETS",REMOVED
104132,GASKETS,REMOVED & REPLACED
104133,ROCKER COVER GASKET,REMOVED & REPLACED
104134,INTAKE GASKETS,REMOVED & REPLACED
104135,BAFFLE PLUG,REMOVED & REPLACED
104136,BAFFLE SEAL,"REPLACED, RIVET"
104137,,
104138,GASKETS,"REMOVED, CLEANED & REPLACED"
104139,"UP A/C, DISCREPANCY",RAN
104140,GASKETS,REMOVED & REPLACED
104141,GASKET,REMOVED & REPLACED
104142,GASKET,REMOVED & REPLACED
104143,TIME,RAN
104144,CYL,REMOVED
104145,"A/C, CK",RAN
104146,,"TIGHTENED, SCREW"
104147,SNIFFLER VALVES,CLEANED
104148,GROMMET,REPLACED
104149,GASKETS,REMOVED & REPLACED
104150,RIVET,
104151,,"INSTALLED, SCREW"
104152,GASKET,REPLACED
104153,RTV IN WORN AREAS,INSTALLED
104154,GASKET,REMOVED & REPLACED
104155,"RIVET, WASHER",INSTALLED
104156,GASKET,REMOVED & REPLACED
104157,INTAKE GASKETS,REMOVED & REPLACED
104158,RIVET,INSTALLED
104159,GASKET,REMOVED & REPLACED
104160,INTAKE GASKET,REMOVED & REPLACED
104161,ROCKER COVER GASKETS,REMOVED & REPLACED
104162,,CLEANED
104163,"BOTTOM COWL, GASKETS","REMOVED, REMOVED & REPLACED"
104164,GROUND,
104165,INTAKE GASKET,REMOVED & REPLACED
104166,ROCKER COVER GASKET,REMOVED & REPLACED
104167,INTAKE TUBES,REMOVED
104168,GASKET,REMOVED & REPLACED
104169,GASKET,REMOVED & REPLACED
104170,,"REPLACED, TIE ROD"
104171,"BAFFLE SEALS, RIVETS",SECURED
104172,GASKET,REPLACED
104173,INTAKE GASKET,REMOVED & REPLACED
104174,"A/C, CK",RAN
104175,,CYL
104176,CONFIRMED,
104177,GROUND,
104178,GROUND,
104179,W/ LIKE HARDWARE,"REPLACED, RIVET"
104180,GASKETS,REMOVED & REPLACED
104181,,
104182,,
104183,ROCKER COVER GASKETS,REMOVED & REPLACED
104184,GASKETS,REPLACED
104185,CK,
104186,HOSE,REPOSITIONED
104187,INTAKE GASKET,REMOVED & REPLACED
104188,PLUG,INSTALLED
104189,GASKETS,REMOVED & REPLACED
104190,,
104191,,"INSTALLED, RODS"
104192,SCREWS,TIGHTENED
104193,GASKET,REMOVED & REPLACED
104194,GASKET,REMOVED & REPLACED
104195,GASKET,REMOVED & REPLACED
104196,,INSPECTED
104197,NICK,DRESSED
104198,,REPLACED
104199,BAFFLE PLUGS,INSTALLED
104200,INTAKE GASKET,REPLACED
104201,BAFFLE SEAL,RESECURED
104202,BOLTS,RETORQUED
104203,GASKET,REMOVED & REPLACED
104204,GASKET,REMOVED & REPLACED
104205,BAFFLE SEAL,SECURED
104206,BAFFLE,RESAFETIED
104207,SNIFFLER VALVES,CLEANED
104208,SCREW,INSTALLED
104209,INTAKE GASKET,REMOVED & REPLACED
104210,OIL COOLER,CLEANED
104211,"EXHAUST; COMP, 75/80",STAKED
104212,"RIVETS, BRACKET",REMOVED & REPLACED
104213,GASKET,REMOVED & REPLACED
104214,GASKET,REMOVED & REPLACED
104215,INTAKE GASKET,REMOVED & REPLACED
104216,INTAKE GASKETS,REMOVED & REPLACED
104217,BAFFLE ROD & SPRING,REPLACED
104218,TEMP,TEAR
104219,,CLEANED
104220,,INSTALLED
104221,,"REMOVED, CLEANED"
104222,GASKET,REPLACED
104223,"RIVET, BAFFLE",DRILLED
104224,GASKET,REMOVED & REPLACED
104225,OIL COOLER,REMVOED
104226,RIVET,INSTALLED
104227,ROCKER COVER,"INSTALLED, SCREW"
104228,INTAKE GASKET,REMOVED & REPLACED
104229,GASKET,REMOVED & REPLACED
104230,PLUGS,INSTALLED
104231,BAFFLE STRIPS,REATTACHED
104232,GASKET,REMOVED & REPLACED
104233,HARDWARE,INSTALLED
104234,GASKET,REMOVED & REPLACED
104235,GASKETS,REMOVED & REPLACED
104236,RTV IN WORN AREAS,INSTALLED
104237,SCREW,INSTALLED
104238,INTAKE GASKET,REMOVED & REPLACED
104239,ROCKER COVER GASKET,REPLACED
104240,"CYL, VALVE",REMOVED
104241,UP ENGINE,RAN
104242,RTV TO WORN AREAS,INSTALLED
104243,GASKET,REMOVED & REPLACED
104244,GASKET,REMOVED & REPLACED
104245,"OPS & LEAK, CK",
104246,"CYL, BURNT",REMOVED
104247,BAFFLES,INSTALL
104248,GASKET,REMOVED & REPLACED
104249,ROCKER COVER GASKETS,REMOVED & REPLACED
104250,ROCKER COVER GASKETS,REMOVED & REPLACED
104251,CK,
104252,,INSPECTED
104253,"BOLT, TEMP",REMOVED
104254,BAFFLE SEAL,SECURED
104255,GASKET,REMOVED & REPLACED
104256,CYLINDER ASSY,REPLACED
104257,CYL ASSY,REPLACED
104258,OVERSPEED,
104259,,
104260,,INSTALLED
104261,ROCKER COVER GASKET,REPLACED
104262,GASKET,REMOVED & REPLACED
104263,GASKET,REMOVED & REPLACED
104264,GASKETS,REMOVED & REPLACED
104265,RIVET,SECURED
104266,BOTH PLUGS,REPLACED
104267,INTAKE GASKET,REMOVED & REPLACED
104268,RIVET,REMOEVD & REPLACED
104269,INTAKE GASKETS,REMOVED & REPLACED
104270,GROMMET,INSTALLED
104271,,REMOVED
104272,,"REMOVED, WRENCH"
104273,GASKET,REMOVED & REPLACED
104274,"ALL CLAMPS, OIL",SECURED
104275,"PATCH, BAFFLE",RIVETED
104276,GASKET,REMOVED & REPLACED
104277,INTAKE GASKET,REMOVED & REPLACED
104278,ROCKER COVER GASKET,REMOVED & REPLACED
104279,"OIL DRAIN LINE, HOSE CLAMPS",TIGHTENED
104280,"COVERS, SILICONE GASK","REMOVED, CLEANED & REPLACED"
104281,BOTH SNIFFLER VALVES,CLEANED
104282,,"REPLACED, SCREW"
104283,GASKET,REPLACED
104284,,TORQUED
104285,,TORQUED
104286,GASKET,INSTALLED
104287,"BAFFLE SECTION, BAFFLE",REMOVED & REPLACED
104288,GASKET,RESET
104289,,"TIGHTENED, SCREW"
104290,GASKETS,REMOVED & REPLACED
104291,CYL,RESECURED
104292,BRACKET &,REMOVED
104293,GASKET,REMOVED & REPLACED
104294,INTAKE GASKET,REMOVED & REPLACED
104295,GASKET,REMOVED & REPLACED
104296,OUTPUT WIRE,SECURED
104297,BAFFLE TIES,RESECURED
104298,BAFFLE SEAL,RESECURED
104299,BAFFLE,RESECURED
104300,BAFFLE & DRAIN LINE,
104301,BAFFLE & DRAIN LINE,
104302,PLUGS,INSTALLED
104303,FUZZ,RMOVED
104304,GASKET,REMOVED & REPLACED
104305,GASKETS,REMOVED & REPLACED
104306,"A/C, DUPLICATE",RAN
104307,GASKET,REPLACED
104308,FITTING,TIGHTENED
104309,INTAKE GASKETS,REMOVED & REPLACED
104310,CK,
104311,AREA,SEALED
104312,,SEALED
104313,BOTH GASKETS,REPLACED
104314,STANDOFF & ZIP,REMOVED & REPLACED
104315,INTAKE GASKETS,REMOVED & REPLACED
104316,INTAKE GASKETS,REMOVED & REPLACED
104317,2723,"RESEARCHED, CARD, REACH"
104318,GASKETS,REMOVED & REPLACED
104319,GASKETS,REMOVED & REPLACED
104320,GASKETS,REMOVED & REPLACED
104321,,SEALED
104322,BRACKET,FABRICATED
104323,,"INSTALLED, SCREW & NEW"
104324,GASKET,REMOVED & REPLACED
104325,GASKET,REMOVED & REPLACED
104326,GASKETS,REMOVED & REPLACED
104327,GASKETS,REMOVED & REPLACED
104328,"BAFFLE SEAL, W/ POP RIVETS",REPLACED
104329,,INSP
104330,GASKET,REMOVED & REPLACED
104331,TIE,"INSTALLED, WRAP"
104332,GASKET,REMOVED & REPLACED
104333,CLAMPS,TIGHTENED
104334,GASKET,REMOVED & REPLACED
104335,GASKET,REMOVED & REPLACED
104336,HARDWARE,"DRILLED, RIVETS & INSTALLED"
104337,GASKET,REPLACED
104338,"OIL LEAK LEAK, CK",
104339,GASKETS,REMOVED & REPLACED
104340,"RIVETS, BAFFLE",REMOVED & REPLACED
104341,PATCH,
104342,,FILLED
104343,BOLT,REPLACED
104344,GASKETS,REPLACED
104345,GASKETS,REPLACED
104346,GASKETS,REMOVED & REPLACED
104347,GASKETS,REMOVED & REPLACED
104348,BAFFLE SEAL,RESECURED
104349,,"REPLACED, TIE RODS"
104350,BAFFLE SEAL,SECURED
104351,INTAKE GASKETS,REMOVED & REPLACED
104352,GASKET,REMOVED & REPLACED
104353,BAFFLE PLUGS,REPLACED
104354,,
104355,GASKETS,REMOVED & REPLACED
104356,GASKET,REMOVED & REPLACED
104357,GASKETS,REMOVED & REPLACED
104358,GASKET,REPLACED
104359,,"INSTALLED, SCREW"
104360,CLAMP,INSTALLED
104361,INTAKE GASKETS,REMOVED & REPLACED
104362,,REMOVED
104363,"CYL, INTAKE GASKET",REMOVED & REPLACED
104364,CYL ASSY,"INSTALLED, REPAIRED"
104365,MINERAL,ADDED
104366,PLUG,REPLACED
104367,GASKET,REMOVED & REPLACED
104368,TENSION WIRE,REPLACED
104369,CK,
104370,,REMOVE
104371,CYL ASSY,
104372,,"RECK'ED, CLEARANCE"
104373,"INTAKE,, ROCKER COVER","REINSTALLED, EXHAUST & REROUTED"
104374,GASKET,REMOVED & REPLACED
104375,BOLT,INSTALLED
104376,GASKET,REMOVED & REPLACED
104377,SCREWS,TIGHTENED
104378,PLUG,INSTALLED
104379,INTAKE GASKETS,REPLACED
104380,,SEALED
104381,BOLT,INSTALLED
104382,GASKETS,REMOVED & REPLACED
104383,PLUG,REMOVED & REPLACED
104384,BOTH GASKETS,REPLACED
104385,BAFFLE PLUGS,REPLACED
104386,GASKET,REPLACED
