IDENT,PROBLEM,PROBLEM_TYPE,LOCATION,PROBLEM_PART,TAGGEDPROBLEM,EFFECT,ACTION,ACTION_TYPE,INSTALL/REPLACE WITH,ACTION_PART,TAGGEDACTION,CAUSE
103351,CYLINDER #3 INTAKE GASKET IS LEAKING.,OK,CYLINDER #3,INTAKE GASKET,LEAKING,,REPLACED #3 INTAKE GASKET.,,,INTAKE GASKET,REPLACED,
103352,RIGHT BAFFLE PLUG DAMAGED.,OK,RIGHT,BAFFLE PLUG,DAMAGED,,REPLACED RIGHT BAFFLE PLUG.,,,BAFFLE PLUG,REPLACED,
103353,A/C & PILOT REQUIRE START ASSIST.,DIFFICULT,,,,,STARTED A/C.,,,A/C,STARTED,
103354,#3 INTAKE GASKET LEAKING.,OK,#3,INTAKE GASKET,LEAKING,,INSTALLED NEW #3 INTAKE GASKET.,,NEW,INTAKE GASKET,INSTALLED,
103355,ENGINE BACK BONE BOLTS SEEPING.,OK,ENGINE,BACK BONE BOLTS,SEEPING,,RETORQUED BACK BONE BOLTS.,,,BACK BONE BOLTS,RETORQUED,
103356,OIL FILLER TUBE LOOSE.,OK,,OIL FILLER TUBE,LOOSE,,TIGHTENED OIL FILLER TUBE & SAFETIED.,,,OIL FILLER TUBE,TIGHTENED & SAFETIED,
103357,INTER BAFFLE ROD FASTENER BROKEN.,OK,INTER,BAFFLE ROD FASTENER,BROKEN,,REMOVED & REPLACED INTER BAFFLE ROD FASTENER.,,,BAFFLE ROD FASTENER,REMOVED & REPLACED,
103358,#3 AFT BAFFLE TAB RIVETS LOOSE.,OK,#3 AFT,BAFFLE TAB RIVETS,LOOSE,,"REMOVED BAFFLE, REMOVED RIVETS & INSTALLED NEW HARDWARE",,NEW,"BAFFLE, RIVETS, HARDWARE","REMOVED , REMOVED & INSTALLED",
103359,#4 INTAKE GASKET LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,REMOVED & REPLACED #4 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103360,SPRING CONNECTOR BETWEEN #1 & 3 CYLINDER BAFFLES IS BROKEN.,OK,BETWEEN #1 & 3 CYLINDER,BAFFLE SPRING CONNECTOR,BROKEN,,REMOVED & REPLACED SPRING CONNECTOR BETWEEN #1 & 3 CYLINDERS,,,SPRING CONNECTOR,REMOVED & REPLACED,
103361,#3 BAFFLE CRACKED.,OK,#3,BAFFLE,CRACKED,,STOP DRILLED CRACK IN #3 ENGINE BAFFLE.,,,ENGINE BAFFLE,STOP DRILLED CRACK,
103362,"ENGINE FORWARD LOWER COWL SEAL WORN, ABOVE AIR INTAKE.",OK,"ENGINE FORWARD LOWER COWL, ABOVE AIR INTAKE",SEAL,WORN,,"APPLIED SILICONE SEALANT TO SEAL, NO DAMAGE NOTED.",,SILICONE,SEALANT,APPLIED,
103363,"BOLT MISSING ON #4 BAFFLE, R/H ENG.",OK,#4 BAFFLE ON R/H ENG,BAFFLE BOLT,MISSING,,REPLACED BOLT.,,,BOLT,REPLACED,
103364,CYLINDER #4 ROCKER COVER GASKET IS LEAKING.,OK,CYLINDER #4,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED CYLINDER #4 ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103365,#1 & 2 INTAKE GASKETS LEAKING.,OK,#1 & 2,INTAKE GASKETS,LEAKING,,REMOVED & REPLACED #1 & 2 INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
103366,R/H ENGINE #3 CYLINDER INTAKE GASKET LEAKING.,OK,R/H ENGINE #3 CYLINDER,INTAKE GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
103367,#3 ROCKER COVER GASKET LEAKING.,OK,#3,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103368,#4 ROCKER COVER IS LEAKING.,OK,#4,ROCKER COVER,LEAKING,,REMOVED & REPLACED #4 CYLINDER ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103369,ALL ROCKER COVER SCREWS NEED TIGHTENING.,OK,ALL,ROCKER COVER SCREWS,NEED PROBLEM,,RESECURED ALL ROCKER COVER SCREWS.,,,ROCKER COVER SCREWS,RESECURED,
103370,RIGHT BAFFLE TIE ROD IS BROKEN.,OK,RIGHT,BAFFLE TIE ROD,BROKEN,,DRILLED NEW TIE ROD HOLE IN R/H AFT BAFFLE. INSTALLED S,,,"TIE ROD HOLE, TIE ROD","DRILLED, INSTALLED",
103371,"L/H ENGINE #2, 3 ROCKER COVER GASKETS ARE LEAKING.",OK,"L/H ENGINE #2, 3",ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
103372,BAFFLE SEAL WORN & WEARING ABOVE ENGINE INLET.,OK,ABOVE ENGINE INLET,BAFFLE SEAL,WORN & WEARING,,SEALED UP AREAS WITH RTV.,,,RTV,SEALED UP,
103373,"R/H FORWARD BAFFLE, #1 CYLINDER SIDE, HAS A CRACK.",OK,"R/H FORWARD BAFFLE, #1 CYLINDER SIDE",BAFFLE,CRACK,,"STOP DRILLED CRACKS, FABRICATED PATCH & RIVETED IAW CES",,,"DRILLED CRACK , PATCH","STOP , FABRICATED & RIVETED",
103374,#1 & 2 ROCKER COVERS LEAKING.,OK,#1 & 2,ROCKER COVERS,LEAKING,,REMOVED & REPLACED ROCKER GASKETS.,,,ROCKER GASKETS,REMOVED & REPLACED,
103375,#1 & 3 ROCKER DRAIN LINES LEAKING.,OK,#1 & 3,ROCKER DRAIN LINES,LEAKING,,TIGHTENED ROCKER DRAIN LINE CLAMPS.,,,ROCKER DRAIN LINE CLAMPS,TIGHTENED,
103376,L/H ENGINE #4 CYLINDER INTAKE GASKET IS LEAKING.,OK,L/H ENGINE #4 CYLINDER,INTAKE GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
103377,R/H ENGINE #3 & 4 CYLINDER INTAKE GASKETS ARE LEAKING.,OK,R/H ENGINE #3 & 4 CYLINDER,INTAKE GASKETS,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
103378,#2 INTAKE LEAKING.,OK,#2,INTAKE,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
103379,INTAKE #3 LEAKING ON R/H ENGINE.,OK,#3 ON R/H ENGINE,INTAKE,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
103380,#1 & 2 ROCKER COVERS LEAKING ON L/H ENGINE.,OK,#1 & 2 ON L/H ENGINE,ROCKER COVERS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
103381,R/H FORWARD ENGINE BAFFLE LOOSE.,OK,R/H FORWARD ENGINE,BAFFLE,LOOSE,,RESECURED BAFFLE SEAL.,,,BAFFLE SEAL,RESECURED,
103382,#2 INTAKE TUBE GASKET LEAKING.,OK,#2,INTAKE TUBE GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
103383,"FORWARD LOWER BAFFLE SEAL FOR ENG, INTAKE WEARING INTO IT.",OK,FORWARD LOWE,"BAFFLE SEAL, INTAKE",WEARING,,PATCHED BAFFLE WITH SILICONE SEALANT.,,SILICONE SEALANT,BAFFLE,PATCHED,
103384,R/H ENGINE WOULD NOT START.,OK,R/H ENGINE,,WOULD NOT START,,"STARTED A/C, ALL CHECKS GOOD.",,,A/C,STARTED,
103385,ENGINE NEEDS TO BE PRESERVED.,OK,ENGINE,,NEED PROBLEM,,PERFORMED CORROSION PREVENTION IN ENGINES INSTALLED IN,,,CORROSION PREVENTION,PERFORMED,
103386,ENGINE NEEDS TO BE PRESERVED.,OK,ENGINE,,NEED PROBLEM,,PERFORMED CORROSION PREVENTION IN ENGINE IAW LYCOMING O,,,ENGINE,PERFORMED,
103387,ENGINE NEEDS TO BE PRESERVED.,OK,ENGINE,,NEED PROBLEM,,PERFORMED CORROSION PREVENTION IN ENGINE IAW LYCOMING O,,,ENGINE,PERFORMED,
103388,ENGINE NEEDS TO BE PRESERVED.,OK,ENGINE,,NEED PROBLEM,,PERFORMED CORROSION PREVENTION IAW LYCOMING OPS MANUAL.,,,CORROSION PREVENTION,PERFORMED,
103389,ENGINE NEEDS TO BE PRESERVED.,OK,ENGINE,,NEED PROBLEM,,PERFORMED CORROSION PROTECTION IAW LYCOMING OPS MANUAL.,,,CORROSION PROTECTION,PERFORMED,
103390,ENGINE NEEDS TO BE PRESERVED.,OK,ENGINE,,NEED PROBLEM,,"RAN UP A/C, OPS CHECK GOOD.",,,"A/C , OPS ","RAN , CHECK",
103391,ENGINE NEEDS TO BE PRESERVED.,OK,ENGINE,,NEED PROBLEM,,PERFORMED CORROSION PREVENTION IN ENGINES INSTALLED IN,,,CORROSION PREVENTION,PERFORMED,
103392,ENGINE NEEDS TO BE PRESERVED.,OK,ENGINE,,NEED PROBLEM,,PERFORMED CORROSION PREVENTION IN ENGINE IAW LYCOMING O,,,ENGINE,PERFORMED,
103393,#4 INTAKE GASKET LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103394,SCREW MISSING FROM R/H ENGINE #4 BAFFLE.,OK,R/H ENGINE #4,BAFFLE SCREW,MISSING,,INSTALLED FASTENER.,,,FASTENER,INSTALLED,
103395,"L/H ENG, R/H REAR ENGINE BAFFLE CRACKED.",OK,"L/H ENG, R/H REAR ENGINE",BAFFLE,CRACKED,,STOP DRILLED CRACK.,,,DRILLED CRACK,STOP,
103396,BAFFLE TIE ROD MISSING UNDER #2 & 4 CYLINDERS.,OK,UNDER #2 & 4 CYLINDERS,BAFFLE TIE ROD,MISSING,,INSTALLED BAFFLE ROD.,,,BAFFLE ROD,INSTALLED,
103397,RIVNUT STRIPPED OUT ON BAFFLE FOR OIL COOLER.,OK,BAFFLE FOR OIL COOLER,RIVNUT,STRIPPED OUT,,REMOVED & REPLACED RIVNUT.,,,RIVNUT,REMOVED & REPLACED,
103398,"ENGINE BAFFLE CRACKED, #3 CYL.",OK,ENGINE #3 CYL,BAFFLE,CRACKED,,"REMOVED CRACKED BAFFLE, FABRICATED & INSTALLED NEW BAFF",,NEW,BAFFLE,"REMOVED , FABRICATED & INSTALLED",
103399,#2 CYLINDER BAFFLE CRACKED.,OK,#2 CYLINDER,BAFFLE,CRACKED,,STOP DRILLED CRACK & FABRICATED PATCH USING LIKE MATERI,,LIKE MATERIAL,"DRILLED CRACK,PATCH","STOP , FABRICATED",
103400,CYLINDER #3 AFT BAFFLE IS CRACKED.,OK,CYLINDER #3 AFT,BAFFLE,CRACKED,,"STOP DRILLED CRACK, FABRICATED PATCH OF LIKE MATERIAL,",,LIKE MATERIAL,"DRILLED CRACK , PATCH","STOP , FABRICATED",
103401,CYLINDER #1 FORWARD BAFFLE IS CRACKED.,OK,CYLINDER #1 FORWARD,BAFFLE,CRACKED,,STOP DRILLED CRACKS & FABRICATED PATCHES OF LIKE MATERI,,LIKE MATERI,"DRILLED CRACK , PATCHES","STOP , FABRICATED",
103402,#4 ROCKER COVER IS LEAKING.,OK,#4,ROCKER COVER,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
103403,#2 & 4 INTAKES ARE LEAKING.,OK,#2 & 4,INTAKES,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
103404,#2 INTAKE GASKET LEAKING.,OK,#2,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103405,"#2, 3, 4 ROCKER COVER GASKETS LEAKING.",OK,"#2, 3, 4",ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
103406,#2 & 4 CYLINDER BAFFLE CONNECTION ROD BROKEN.,OK,#2 & 4 CYLINDER,BAFFLE CONNECTION ROD,BROKEN,,REMOVED & REPLACED BAFFLE CONNECTING SPRING FOR #2 & 4,,,BAFFLE CONNECTING SPRING,REMOVED & REPLACED,
103407,#2 INTAKE GASKET LEAKING.,OK,#2,INTAKE GASKET,LEAKING,,REPLACED #2 INTAKE GASKET.,,,INTAKE GASKET,REPLACED,
103408,R/H REAR ENGINE BAFFLE SCREW MISSING.,OK,R/H REAR ENGINE,BAFFLE SCREW,MISSING,,INSTALLED NEW SCREW.,,NEW,SCREW,INSTALLED,
103409,#4 INDUCTION TUBE GASKET LEAKING.,OK,#4,INDUCTION TUBE GASKET,LEAKING,,INSTALLED NEW #4 INDUCTION TUBE GASKET.,,NEW,INDUCTION TUBE GASKET,INSTALLED,
103410,#3 ROCKER LEAKING.,OK,#3,ROCKER,LEAKING,,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103411,#4 INTAKE IS LEAKING.,OK,#4,INTAKE,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103412,#2 ROCKER GASKET LEAKING.,OK,#2,ROCKER GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
103413,"#1, 3 & 4 INTAKE GASKETS LEAKING.",OK,"#1, 3 & 4",INTAKE GASKETS,LEAKING,,REPLACED GASKETS.,,,GASKETS,REPLACED,
103414,R/H ENGINE #3 INTAKE LEAKING.,OK,R/H ENGINE #3,INTAKE,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
103415,L/H ENGINE #4 INTAKE GASKET LEAKS.,OK,L/H ENGINE #4,INTAKE GASKET,LEAKS,,REPLACED GASKET.,,,GASKET,REPLACED,
103416,#2 INTAKE TUBE GASKET LEAKING.,OK,#2,INTAKE TUBE GASKET,LEAKING,,REMOVED & REPLACED #2 INTAKE TUBE GASKET.,,,INTAKE TUBE GASKET,REMOVED & REPLACED,
103417,#2 INTAKE GASKET IS LEAKING.,OK,#2,INTAKE GASKET,LEAKING,,REPLACED #2 INTAKE GASKET.,,,INTAKE GASKET,REPLACED,
103418,#3 & 4 INTAKES LEAKING ON R/H ENGINE.,OK,#3 & 4 ON R/H ENGINE,INTAKES,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
103419,"#2, 3 & 4 INTAKES LEAKING ON L/H ENGINE.",OK,"#2, 3 & 4 ON L/H ENGINE",INTAKES,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
103420,#2 ENGINE CYLINDER INTAKE LEAKS.,OK,#2 ENGINE CYLINDER,INTAKE,LEAKS,,REPLACED GASKET.,,,GASKET,REPLACED,
103421,FORWARD BLACK ENGINE SEAL WORN.,OK,FORWARD BLACK ENGINE,SEAL,WORN,,INSTALLED RTV SILICONE IN WORN AREAS.,,,RTV SILICONE,INSTALLED,
103422,#3 AFT BAFFLE SUPPORT BRACKET MISSING SCREW.,OK,#3 AFT,BAFFLE SUPPORT BRACKET SCREW,MISSING,,INSTALLED MISSING BRACKET SCREW.,,MISSING,SCREW,INSTALLED,
103423,#2 & 4 CYLINDER BAFFLE FASTENER IS BROKEN.,OK,#2 & 4 CYLINDER,BAFFLE FASTENER,BROKEN,,REMOVED & REPLACED FASTENER.,,,FASTENER,REMOVED & REPLACED,
103424,MOMENTARY STUCK VALVE WITH SLIGHT DROP IN RPM. IN CRUISE FLIGH,OK,,"VALVE , RPM","STUCK ,  DROP",,REMOVED BAFFLES AS REQUIRED & DISCONNECTED OIL LINES TO,,,"BAFFLES, OIL LINES",REMOVED & DISCONNECTED,
103425,MOMENTARY STUCK VALVE WITH SLIGHT DROP IN RPM. IN CRUISE FLIGH,OK,,"VALVE , RPM","STUCK ,  DROP",,"PERFORMED LYCOMING ON CYLINDER #2, 4. FOUND #4 CYLINDER T",,,,,
103426,#3 CYLINDER INTAKE FEELS LOOSE.,OK,#3 CYLINDER,INTAKE,LOOSE,,REMOVED INTAKE TUBE FROM INVENTORY ENGINE. INSTALLED ON,,,INTAKE TUBE,"REMOVED, INSTALLED",
103427,#2 INTAKE LEAKING.,OK,#2,INTAKE,LEAKING,,REMOVED & REPLACED #2 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103428,#3 ROCKER COVER LEAKING.,OK,#3,ROCKER COVER,LEAKING,,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103429,#4 INTAKE GASKET LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
103430,#4 INTAKE GASKET LEAKS.,OK,#4,INTAKE GASKET,LEAKS,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103431,R/H BAFFLING CONNECTING ROD IS BROKEN.,OK,R/H,BAFFLING CONNECTING ROD,BROKEN,,REMOVED & REPLACED ROD.,,,ROD,REMOVED & REPLACED,
103432,CYLINDER #3 INTAKE GASKET IS LEAKING.,OK,CYLINDER #3,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103433,L/H I/B BAFFLING CONNECTING ROD IS BROKEN.,OK,L/H I/B,BAFFLING CONNECTING ROD,BROKEN,,REMOVED & REPLACED CONNECTING ROD.,,,CONNECTING ROD,REMOVED & REPLACED,
103434,#3 INTAKE GASKET LEAKING.,OK,#3,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103435,BOTH BAFFLE PLUGS WORN.,OK,BOTH,BAFFLE PLUGS,WORN,,REPLACED BOTH BAFFLE PLUGS.,,,BAFFLE PLUGS,REPLACED,
103436,"CYLINDER #2, 3 & 4 INTAKE GASKETS LEAKING.",OK,"CYLINDER #2, 3 & 4",INTAKE GASKETS,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
103437,#2 & 4 ROCKER GASKETS ARE LEAKING.,OK,#2 & 4,ROCKER GASKETS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS. LEAK CHECK GOOD.,,,"ROCKER COVER GASKETS, LEAK","REMOVED & REPLACED, CHECK",
103438,#3 EXHAUST PUSH ROD SEAL (I/B) LEAKING.,OK,#3,EXHAUST PUSH ROD SEAL (I/B),LEAKING,,REMOVED & REPLACED #3 EXHAUST PUSH ROD SEALS. LEAK CHECK G,,,"EXHAUST PUSH ROD SEALS, LEAK","REMOVED & REPLACED, CHECK",
103439,CYLINDER #3 & 4 INTAKE GASKETS LEAKING.,OK,CYLINDER #3 & 4,INTAKE GASKETS,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
103440,#2 & 4 INTAKE GASKETS LEAKING (L/H ENGINE).,OK,#2 & 4 (L/H ENGINE),INTAKE GASKETS,LEAKING,,INSTALLED NEW INTAKE GASKETS.,,NEW,INTAKE GASKETS,INSTALLED,
103441,#1 ROCKER GASKET LEAKING ON L/H ENGINE.,OK,#1 ON L/H ENGINE,ROCKER GASKET,LEAKING,,INSTALLED NEW ROCKER BOX COVER GASKET.,,NEW,ROCKER BOX COVER GASKET,INSTALLED,
103442,#3 & 4 ROCKER COVER GASKETS LEAKING (R/H ENGINE).,OK,#3 & 4 R/H ENGINE,ROCKER COVER GASKETS,LEAKING,,INSTALLED NEW #3 & 4 ROCKER BOX COVER GASKETS.,,NEW,ROCKER BOX COVER GASKETS,INSTALLED,
103443,"#3 & 4 INTAKE GASKETS LEAKING, L/H ENGINE.",OK,L/H ENGINE #3 & 4,INTAKE GASKETS,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
103444,#2 & 4 INTAKE GASKETS LEAKING ON R/H ENGINE.,OK,#2 & 4 ON R/H ENGINE,INTAKE GASKETS,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
103445,CYLINDER #3 AFT BAFFLE IS WORN.,OK,CYLINDER #3 AFT,BAFFLE,WORN,,"REPAIRED BAFFLE, FABRICATED PATCH OF LIKE MATERIAL & RI",,,"BAFFLE, PATCH","REPAIRED, FABRICATED",
103446,"#1 CYLINDER HAS OIL LEAKING AT CYLINDER BASE, LOWER AFT CORNER.",OK,#1 CYLINDER LOWER AFT CORNER,,LEAKING,,"WASHED ENGINE, RAN A/C, LEAK CHECK GOOD.",,,"ENGINE, A/C, LEAK","WASHED, RAN, CHECK",
103447,DUCT TAPE ON BACK OF OIL COOLER,OK,BACK,OIL COOLER,TAPE,,REMOVED DUCT TAPE,,,DUCT TAPE,REMOVED,
103448,WRENCH ON TYRAP ON TOE OF ENGINE,DIFFICULT,,,,,REMOVED WRENCH AND TYRAP,,,"WRENCH, TYRAP",REMOVED,
103449,#2 INTAKE LEAKING.,OK,#2,INTAKE,LEAKING,,REMOVED & REPLACED CYLINDER #2 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103450,"SEAL WEARING AT FORWARD LOWER BAFFLE, ABOVE INTAKE.",OK,"FORWARD LOWER BAFFLE, ABOVE INTAKE",SEAL,WORN,,INSTALLED RTV IN AREAS.,,,RTV,INSTALLED,
103451,ENGINE R/H REAR BAFFLE MOUNTING BRACKET LOOSE.,OK,ENGINE R/H REAR,BAFFLE MOUNTING BRACKET,LOOSE,,LOOSENED OIL COOLER & OIL FILLER TUBE.,,,OIL COOLER & OIL FILLER TUBE,LOOSENED,
103452,ENGINE R/H REAR BAFFLE MOUNTING BRACKET LOOSE.,OK,ENGINE R/H REAR,BAFFLE MOUNTING BRACKET,LOOSE,,REMOVED ENGINE BAFFLE. DRILLED HOLES IN ENGINE BAFFLE &,,,"ENGINE BAFFLE, HOLES","REMOVED, DRILLED",
103453,"SCREW MISSING I/B OF OIL COOLER, FOR ENGINE BAFFLE.",OK,I/B OF OIL COOLER,BAFFLE SCREW,MISSING,,REPLACED SCREW.,,,SCREW,REPLACED,
103454,ENGINE HAD FLUCTUATING OIL PRESSURE READINGS. ENGINE ROUGHNE,OK,ENGINE,OIL,"PRESSURE , ROUGHNE",,"RAN UP A/C, UNABLE TO DUPLICATE DISCREPANCY. OPS CHECK OK.",,,"A/C , OPS","RAN , CHECK",
103455,#3 CYLINDER RUNNING VERY CLEAN.,DIFFICULT,,,,,REMOVED #3 INJECTOR & ULTRASONICALLY CLEANED. REINSTALL,,,INJECTOR,"REMOVED & CLEANED, REINSTALLED",
103456,CYLINDER #2 INTAKE GASKET LEAKING.,OK,CYLINDER #2,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103457,CYLINDER #1 ROCKER COVER GASKET IS LEAKING.,OK,CYLINDER #1,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
103458,FRONT ENGINE OIL SEAL LEAKING.,OK,FRONT ENGINE,OIL SEAL,LEAKING,,"REMOVED PROP ASSY, LOOSENED ALTERNATOR BELT TENSION & R",,,"PROP ASSY, ALTERNATOR BELT TENSION","REMOVED, LOOSENED",
103459,FRONT ENGINE OIL SEAL LEAKING.,OK,FRONT ENGINE,OIL SEAL,LEAKING,,INSTALLED CRANKCASE SEAL & SPRING IAW LYCOMING,,,"CRANKCASE SEAL, SPRING",INSTALLED,
103460,ENGINE NEEDS TO BE FOGGED.,OK,ENGINE,,NEED PROBLEM,,FOGGED ENGINE.,,,ENGINE,FOGGED,
103461,ENGINE NEEDS TO BE FOGGED.,OK,ENGINE,,NEED PROBLEM,,DE-PRESERVED ENGINE. LUBRICATED MAIN & TAIL ROTOR. RAN,,,"ENGINE, MAIN & TAIL ROTOR","DE-PRESERVED, LUBRICATED, RAN",
103462,ENGINE NEEDS TO BE FOGGED.,OK,ENGINE,,NEED PROBLEM,,PERFORMED CORROSION PREVENTION IN ENGINE IAW LYCOMING O,,,ENGINE,PERFORMED,
103463,ENGINE NEEDS TO BE FOGGED.,OK,ENGINE,,NEED PROBLEM,,PERFORMED CORROSION PREVENTION IN ENGINE IAW LYCOMING O,,,ENGINE,PERFORMED,
103464,LEFT SIDE #4 CYLINDER INTAKE GASKET LEAKING.,OK,LEFT SIDE #4 CYLINDER,INTAKE GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
103465,R/H ENGINE #1 INTAKE IS LEAKING.,OK,R/H ENGINE #1,INTAKE,LEAKING,,REMOVED & REPLACED R/H ENGINE CYLINDER #1 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103466,"ENGINE BAFFLE CRACKED, AFT OF #3 CYL, L/H ENG.",OK,L/H ENG AFT OF #3 CYL,BAFFLE,CRACKED,,STOP DRILLED CRACKS.,,,DRILLED CRACKS,STOP,
103467,"#3 & 4 INTAKE GASKET LEAKING, R/H ENGINE.",OK,#3 & 4 R/H ENGINE,INTAKE GASKET,LEAKING,,INSTALLED NEW L/H & R/H INTAKE GASKETS.,,NEW,INTAKE GASKETS,INSTALLED,
103468,"#4 ROCKER COVER GASKET LEAKING, R/H ENGINE.",OK,"#4, R/H ENGINE",ROCKER COVER GASKET,LEAKING,,INSTALLED NEW #4 ROCKER BOX COVER GASKET.,,NEW,ROCKER BOX COVER GASKET,INSTALLED,
103469,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,OK,#3 CYLINDER ON R/H ENGINE,,COMPRESSION,,"REMOVED ROCKER COVER, STAKED VALVES. COMPRESSION 68/80,",,,"ROCKER COVER, VALVES, COMPRESSION","REMOVED, STAKED, VERIFIED",
103470,#2 INTAKE LEAKING.,OK,#2,INTAKE,LEAKING,,REMOVED & REPLACED #2 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103471,#3 ROCKER COVER LEAKING.,OK,#3,ROCKER COVER,LEAKING,,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103472,#4 ROCKER COVER GASKET LEAKING.,OK,#4,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
103473,#1 INTAKE GASKET LEAKING.,OK,#1,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103474,#2 CYLINDER INTAKE GASKET LEAKING.,OK,#2 CYLINDER,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
103475,#2 & 4 INTAKES ARE LEAKING.,OK,#2 & 4,INTAKES,LEAKING,,REPLACED #2 & 4 INTAKE GASKETS.,,,INTAKE GASKETS,REPLACED,
103476,"#2, 3, 4 ROCKER COVERS ARE LEAKING.",OK,"#2, 3, 4",ROCKER COVERS,LEAKING,,REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REPLACED,
103477,#4 INTAKE GASKET LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,REMOVED & REPLACED #4 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
