IDENT,PROBLEM,TYPE,LOCATION,PART,TAGEDPROBLEM,ACTION,TYPE,WITH,INSTALL TYPE,ACTIONPART,TAGGEDACTION,CAUSE
103253,#1 CYLINDER INTAKE IS LEAKING.,Ok,#1 CYLINDER,INTAKE,LEAKING,REMOVED & REPLACED #1 CYLINDER INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
103254,"CRACK ON FORWARD BAFFLE, AFT OF ALTERNATOR MOUNT BOLT.",Ok,FORWARD,BAFFLE,CRACKED,STOP DRILLED CRACK.,,,,DRILLED CRACK,STOP,
103255,#1 & 2 ROCKER COVER GASKETS LEAKING.,Ok,#1 & 2,ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED ROCKER GASKETS.,,,,ROCKER GASKET,REMOVED & REPLACED,
103256,#2 & 4 INTAKE GASKETS LEAKING.,Ok,#2 & 4,INTAKE GASKET,LEAKING,REMOVED & REPLACED #2 & 4 INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
103257,COWL SEAL ON FRONT R/H BAFFLE LOOSE.,Ok,FRONT R/H,BAFFLE COWL SEAL,LOOSE,TIGHTENED BAFFLE & RESEALED WITH RTV.,,WITH RTV,,BAFFLE,TIGHTENED & RESEALED,
103258,#1 CYLINDER BAFFLING CRACK EXTENDING BEYOND STOP DRILL.,Ok,#1 CYLINDER,BAFFLE,CRACK BEYOND STOP DRILL,STOP DRILLED CRACK & INSTALLED DOUBLER PLATE IN REFEREN,,,,"DRILLED CRACK, DOUBLER PLATE","STOP , INSTALLED",
103259,CRACK NOTED ON UPPER PORTION OF FORWARD R/H BAFFLE IN FRONT OF #,Ok,FORWARD R/H BAFFLE,BAFFLE,CRACKED,STOP DRILLED CRACK & RIVETED DOUBLER PLATE IN REFERENCE,,,,"DRILLED CRACK, DOUBLER PLATE","STOP , RIVETED",
103260,#3 ROCKER COVER IS LEAKING.,Ok,#3,ROCKER COVER,LEAKING,REMOVED & REPLACED ROCKER COVER GASKET.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103261,"#1, 3, 4 & 2 ROCKER COVERS LEAKING (ALL 4).",Ok,ALL 4,ROCKER COVER,LEAKING,REMOVED & REPLACED ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103262,TABS ARE WORN OFF OF BAFFLE PLUGS.,Ok,,BAFFLE PLUG TAB,WORN,REPLACED BAFFLE PLUGS.,,,,BAFFLE PLUG,REPLACED,
103263,#1 INTAKE IS LEAKING.,Ok,#1,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
103264,"#1, 2, 3 & 4 INTAKE GASKETS LEAKING.",Ok,"#1, 2, 3 & 4",INTAKE GASKET,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
103265,#1 & 4 ROCKER COVER GASKETS LEAKING.,Ok,#1 & 4,ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103266,"#2, 3, 4 INTAKES LEAKING ON L/H ENGINE.",Ok,"#2, 3, 4 L/H ENGINE",INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
103267,R/H FORWARD BAFFLE SEAL LOOSE.,Ok,R/H FORWARD,BAFFLE SEAL,LOOSE,REATTACHED BAFFLE SEAL TO ENGINE BAFFLE.,,,,BAFFLE SEAL,REATTACHED,
103268,R/H REAR ENGINE BAFFLE ATTACH BRACKET LOOSE.,Ok,R/H REAR ENGINE,BAFFLE ATTACH BRACKET,LOOSE,REMOVED R/H REAR BAFFLE. REATTACHED ATTACH BRACKET & RE,,,,"BAFFLE, ATTACH BRACKET","REMOVED, REATTACHED",
103269,#2 INTAKE GASKET LEAKING.,Ok,#2,INTAKE GASKET,LEAKING,REPLACED GASKET.,,,,GASKET,REPLACED,
103270,#3 & 4 SIDE BAFFLE SEALS ARE WORN.,Ok,#3 & 4 SIDE,BAFFLE SEAL,WORN,REPLACED BAFFLE SEALS.,,,,BAFFLE SEAL,REPLACED,
103271,BAFFLE CRACKED @ #1 CYLINDER.,Ok,#1 CYLINDER,BAFFLE,CRACKED,STOP DRILLED CRACK.,,,,DRILLED CRACK,STOP,
103272,CRACK ON CYLINDER #1 BAFFLING.,Ok,CYLINDER #1,BAFFLE,CRACKED,"STOP DRILLED CRACK, NO FURTHER DEFECTS NOTED.",,,,DRILLED CRACK,STOP,NO FURTHER DEFECTS NOTED
103273,BAFFLING ABOVE CYLINDER #4 HAS A CRACK IN IT.,Ok,ABOVE CYLINDER #4,BAFFLE,CRACKED,"STOP DRILLED CRACK, NO FURTHER DEFECTS NOTED.",,,,DRILLED CRACK,STOP,NO FURTHER DEFECTS NOTED
103274,INTAKES #2 & 4 LEAKING.,Ok,#2 & 4,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
103275,BOTH BAFFLE BUTTONS WORN.,Ok,BOTH,BAFFLE BUTTONS,WORN,REPLACED BOTH PLUGS.,,,,PLUG,REPLACED,
103276,FORWARD BAFFLE SEAL HAS WORN SPOTS BY ENGINE INDUCTION.,Ok,FORWARD BAFFLE,SEAL,WORN,INSTALLED BLACK RTV IN AREAS WORN.,,,,RTV,INSTALLED,
103277,MOMENTARY ENGINE ROUGHNESS.,Ok,ENGINE,,RUN ROUGH,PERFORMED ENGINE RUN UP. NO ROUGHNESS NOTED THROUGH ENT,,,,ENGINE,RAN,
103278,"SCREW MISSING #3 CYLINDER ROCKER COVER, L/H ENGINE.",Ok,"#3 CYLINDER , L/H ENGINE",ROCKER COVER SCREW,MISSING,INSTALLED NEW SCREW.,,,NEW,SCREW,INSTALLED,
103279,"#2, 3 ROCKER COVERS LEAKING ON R/H ENGINE.",Ok,"#2, 3 R/H ENGINE",ROCKER COVER,LEAKING,REMOVED & REPLACED ROCKER GASKETS ON R/H ENGINE.,,,,ROCKER GASKET,REMOVED & REPLACED,
103280,"#2, 3, 4 INTAKES LEAKING ON R/H ENGINE.",Ok,"#2, 3, 4 ON R/H ENGINE",INTAKE,LEAKING,"REMOVED & REPLACED #2, 3 & 4 INTAKE GASKETS ON R/H ENGINE.",,,,INTAKE GASKET,REMOVED & REPLACED,
103281,#2 & 4 INTAKE GASKETS LEAKING ON L/H ENGINE.,Ok,L/H ENGINE #2 & 4,INTAKE GASKET,LEAKING,REMOVED & REPLACED #2 & 4 INTAKE GASKETS ON L/H ENGINE.,,,,INTAKE GASKET,REMOVED & REPLACED,
103282,#3 & 4 ROCKER COVERS LEAKING ON L/H ENGINE.,Ok,L/H ENGINE #3 & 4,ROCKER COVER,LEAKING,REMOVED & REPLACED #3 & 4 ROCKER COVERS ON L/H ENGINE.,,,,ROCKER COVER,REMOVED & REPLACED,
103283,R/H BAFFLE TIE ROD IS RUBBING ON OIL RETURN LINE CLAMP.,Ok,R/H,BAFFLE TIE ROD,RUBBING,INSPECTED OIL RETURN LINE & TIE ROD - OK. ADJUSTED OIL,,,,"OIL RETURN LINE &TIE ROD, OIL",INSPECTED & ADJUSTED,
103284,"#2, 3 & 4 INTAKE GASKETS LEAKING ON L/H ENGINE.",Ok,"L/H ENGINE #2, 3 & 4",INTAKE GASKET,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
103285,R/H ENGINE BACKBONE SEEPING OIL.,Ok,R/H ENGINE,BACKBONE,OIL LEAK,"REMOVED BOLTS (ONE AT A TIME), CLEANED, RESEALED & RETO",,,,BOLT,REMOVED & CLEANED & RESEALED & RETO,
103286,R/H ENGINE #2 & 4 ROCKER BOX COVERS LEAKING.,Ok,R/H ENGINE #2 & 4,ROCKER BOX COVERS,LEAKING,REMOVED & REPLACED R/H ENGINE CYLINDER #2 & 4 ROCKER COVER GASK,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103287,BAFFLE CONNECTION ROD LOOSE ON #1 & 3 CYLINDER OF L/H ENGINE.,Ok,#1 & 3 CYLINDER OF L/H ENGINE,BAFFLE CONNECTION ROD,LOOSE,TIGHTENED BAFFLE CONNECTING ROD BETWEEN #1 & 3 CYLINDER,,,,BAFFLE CONNECTING ROD,TIGHTENED,
103288,#3 & 4 INTAKE IS LEAKING.,Ok,#3 & 4,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
103289,BAFFLE PLUGS ABOVE #3 & 4 CYLINDER WORN.,Ok,ABOVE #3 & 4 CYLINDER,BAFFLE PLUGS,WORN,REMOVED & REPLACED BAFFLE PLUGS.,,,,BAFFLE PLUG,REMOVED & REPLACED,
103290,L/H SIDE BAFFLE REQUIRES BAFFLE PLUG PATCH.,Ok,L/H SIDE,BAFFLE PLUG,NEED PATCH,INSTALLED BAFFLE PLUG PATCH.,,,,BAFFLE PLUG PATCH,INSTALLED,
103291,"SCREW MISSING ON ENGINE BAFFLE #3 CYLINDER, BY OIL FILL TUBE.",Ok,#3 CYLINDER,BAFFLE SCREW,MISSING,INSTALLED SCREW ONTO BAFFLE.,,,,SCREW,INSTALLED,
103292,BAFFLE PATCH CRACKED ABOVE #4 CYLINDER.,Ok,ABOVE #4 CYLINDER,BAFFLE PATCH,CRACKED,"REMOVED CRACKED BAFFLE PATCH, FABRICATED NEW PATCH, INS",,,NEW,PATCH,REMOVED & FABRICATED,
103293,L/H ENGINE #4 CYLINDER DEAD.,Ok,L/H ENGINE #4 CYLINDER,,DEAD,COMPRESSION ON #4 = 78/80.,,,,COMPRESSION,CHECKED,
103294,L/H FORWARD BAFFLE MATERIAL TORN.,Ok,L/H FORWARD,BAFFLE MATERIAL,TORN,REMOVED & REPLACED BAFFLE MATERIAL.,,,,BAFFLE MATERIAL,REMOVED & REPLACED,
103295,#3 & 4 INTAKES LEAKING ON L/H ENGINE.,Ok,L/H ENGINE #3 & 4,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
103296,L/H ENGINE BACK BAFFLE BY #4 CYLINDER HAS A CRACK.,Ok,L/H ENGINE BACK BY #4 CYLINDER,BAFFLE,CRACKED,REMOVED & REPLACED BRACKET.,,,,BRACKET,REMOVED & REPLACED,
103297,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",Ok,"2, 3 & 4 R/H ENGINE",INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
103298,L/H ENGINE #4 CYLINDER DEAD.,Ok,L/H ENGINE #4 CYLINDER,,DEAD,"DISCONNECTED PROP GOV CABLE, PROP GOV OIL LINE, #2 & 4",,,,PROP GOV CABLE & PROP GOV OIL LINE,DISCONNECTED,
103299,L/H ENGINE #4 CYLINDER DEAD.,Ok,L/H ENGINE #4 CYLINDER,,DEAD,REPLACED EXHAUST VALVE & GROUND VALVE SEAT IAW LYCOMING,,,,"EXHAUST VALVE, VALVE SEAT IAW","REPLACED , GROUNDED",
103300,L/H ENGINE #4 CYLINDER DEAD.,Ok,L/H ENGINE #4 CYLINDER,,DEAD,REINSTALLED AFT BAFFLE & BOTH SIDE BAFFLES. INSTALLED B,,,,"BAFFLE , B","REINSTALLED , INSTALLED",
103301,#1 & 4 ROCKER GASKETS LEAKING ON L/H ENGINE.,Ok,#1 & 4 L/H ENGINE,ROCKER GASKET,LEAKING,REPLACED L/H ENGINE ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REPLACED,
103302,L/H ENGINE BACKBONE LEAKING OIL IN MIDDLE.,Ok,L/H ENGINE,BACKBONE,OIL LEAK,"CLEANED, RESEALED & TORQUED TOP BACKBONE BOLTS.",,,,BOLT,CLEANED & RESEALED & TORQUED,
103303,INTAKE GASKETS LEAKING ON L/H ENGINE.,Ok,L/H ENGINE,INTAKE GASKET,LEAKING,REMOVED & REPLACED ALL INTAKE GASKETS ON L/H ENGINE.,,,,INTAKE GASKET,REMOVED & REPLACED,
103304,L/H ENGINE QUICK DRAIN NEED INSTALLATION.,Ok,L/H ENGINE,,DRAIN,INSTALLED QUICK DRAIN.,,,,DRAIN,INSTALLED,
103305,R/H ENGINE QUICK DRAIN NEED INSTALLATION.,Ok,R/H ENGINE,,DRAIN,INSTALLED QUICK DRAIN.,,,,DRAIN,INSTALLED,
103306,"#1, 2 & 4 CYLINDER INTAKES LEAKING.",Ok,"#1, 2 & 4 CYLINDER",INTAKE,LEAKING,REMOVED & REPLACED CYLINDER INTAKE GASKETS.,,,,CYLINDER INTAKE GASKET,REMOVED & REPLACED,
103307,CYLINDER #1 INTAKE GASKET IS LEAKING.,Ok,CYLINDER #1,INTAKE GASKET,LEAKING,REPLACED LEAKY CYLINDER #1 INTAKE GASKET.,,,,INTAKE GASKET,REPLACED,
103308,TYWRAP BROKEN ON STAND OFF ON #2 CYLINDER.,Ok,#2 CYLINDER,TYWRAP,BROKEN,SECURED WITH TYWRAP.,,WITH TYWRAP,,,SECURED,
103309,BATTERY BOX BRACKET CRACKED.,Ok,,BATTERY BOX BRACKET,CRACKED,REMOVED & REPLACED BRACKET.,,,,BRACKET,REMOVED & REPLACED,
103310,SIMULATED OIL LEAK ON ENGINE,DIFFICULT,,,,REMOVED SIMULATION,,,,SIMULATION,REMOVED,
103311,BAFFLE PLUG ABOVE #4 CYLINDER HAS BROKEN TABS.,Ok,ABOVE #4 CYLINDER,BAFFLE PLUG TAB,BROKEN,REPLACED BAFFLE PLUGS WITH NEW.,,WITH NEW,,BAFFLE PLUG,REPLACED,
103312,#2 ROCKER COVER LEAKING.,Ok,#2,ROCKER COVER,LEAKING,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103313,#2 OIL RETURN LINE CHAFING ON BAFFLING.,Ok,#2,BAFFLE OIL RETURN LINE,CHAFING,INSTALLED CHAFE WRAP & APPLIED SILICONE TO AREA. NO DAM,,,,"CHAFE WRAP, SILICONE","INSTALLED , APPLIED",
103314,#2 & 4 INTERCYLINDER BAFFLE CRACKED.,Ok,#2 & 4,INTERCYLINDER BAFFLE,CRACKED,STOP DRILLED CRACK.,,,,DRILLED CRACK,STOP,
103315,INTAKES 2 & 3 LEAKING ON L/H ENGINE.,Ok,2 & 3 L/H ENGINE,INTAKE,LEAKING,REPLACED 2 & 3 GASKETS.,,,,GASKET,REPLACED,
103316,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,Ok,R/H ENGINE 2 & 4,INTAKE,LEAKING,REMOVED & REPLACED GASKETS.,,,,GASKET,REMOVED & REPLACED,
103317,#3 CYLINDER L/H ENGINE THRUST BUTTONS WORN.,Ok,#3 CYLINDER L/H ENGINE,THRUST BUTTONS,WORN,REMOVED & REPLACED BUTTONS.,,,,BUTTONS,REMOVED & REPLACED,
103318,ALL 4 ROCKER COVERS LEAKING ON R/H ENGINE.,Ok,ALL 4 R/H ENGINE,ROCKER COVER,LEAKING,"REMOVED ROCKER COVERS, CLEANED COVERS & INSTALLED NEW G",,,NEW,"ROCKER COVER, COVER, GASKET","REMOVED, CLEANED , INSTALLED",
103319,"ROCKER COVERS 1, 2, 3 & 4 LEAKING ON L/H ENGINE.",Ok,"1, 2, 3 & 4 L/H ENGINE",ROCKER COVER,LEAKING,REMOVED ROCKER COVERS & CLEANED OLD GASKET MATERIAL FRO,,,OLD,"ROCKER COVER, GASKET MATERIAL","REMOVED, CLEANED",
103320,#2 BAFFLE SEAL DISCONNECTED.,Ok,#2,BAFFLE SEAL,DISCONNECTED,RESECURED LOOSE BAFFLE SEAL.,,,,BAFFLE SEAL,RESECURED,
103321,WIRING BETWEEN #2 - 4 UNSUPPORTED.,Ok,#2 - 4,WIRING,UNSUPPORTED,RESECURED WIRING TO BAFFLE STANDOFF.,,,,WIRING,RESECURED,
103322,#1 CYLINDER HEAD TEMPERATURE RED X AT FULL POWER.,DIFFICULT,,,,OPS CHECK GOOD.,,,,OPS,CHECKED,
103323,#1 CYLINDER HEAD TEMPERATURERED X.,DIFFICULT,,,,"REMOVED & REPLACED #1 EGT, OPS CHECK GOOD.",,,,"EGT, OPS","REMOVED & REPLACED, CHECKED",
103324,#1 ROCKER COVER LEAKING.,Ok,#1,ROCKER COVER,LEAKING,REMOVED & REPLACED ROCKER COVER GASKET.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103325,#1 CYLINDER HEAD TEMPERATURE RED X AT FULL POWER.,DIFFICULT,,,,REMOVED & REPLACED CHT PROBE ON #1 CYLINDER.,,,,CHT PROBE,REMOVED & REPLACED,
103326,"#1, 2, 4 INTAKE GASKETS LEAKING.",Ok,"#1, 2, 4",INTAKE GASKET,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
103327,ENGINE FAILED ONCE ON RUN UP. ENGINE RAN ROUGH & ALMOST QUIT,Ok,ENGINE,,FAILED & RUN ROUGH & QUIT,PLACED HELICOPTER IN HEATER HANGAR. STARTED ENGINE USIN,,,,"HELICOPTER, ENGINE","PLACED , RAN",
103328,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,Ok,2 & 4 R/H ENGINE,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
103329,INTAKES 1 & 3 LEAKING ON L/H ENGINE.,Ok,L/H ENGINE 1 & 3,INTAKE,LEAKING,"UPON FURTHER INSP, NO LEAK FROM INTAKE TUBE FOUND.",,,,INTAKE TUBE,"INSPECTED, FOUND",NO LEAK FROM INTAKE TUBE FOUND
103330,#3 & 4 CYLINDER INTAKE GASKETS ARE LEAKING.,Ok,#3 & 4 CYLINDER,INTAKE GASKET,LEAKING,REMOVED & REPLACED GASKETS.,,,,GASKET,REMOVED & REPLACED,
103331,#4 INTAKE IS LEAKING.,Ok,#4,INTAKE,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
103332,R/H FORWARD ENGINE BAFFLE SEAL LOOSE.,Ok,R/H FORWARD ENGINE,BAFFLE SEAL,LOOSE,REATTACHED BAFFLE SEAL.,,,,BAFFLE SEAL,REATTACHED,
103333,#3 INTAKE LEAKING.,Ok,#3,INTAKE,LEAKING,REPLACED GASKET.,,,,GASKET,REPLACED,
103334,"2 BAFFLE SCREWS MISSING, ABOVE STARTER.",Ok,"2, ABOVE STARTER",BAFFLE SCREW,MISSING,INSTALLED SCREWS.,,,,SCREW,INSTALLED,
103335,#4 INTAKE LEAKING.,Ok,#4,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
103336,R/H FORWARD BAFFLE MATERIAL LOOSE.,Ok,R/H FORWARD,BAFFLE MATERIAL,LOOSE,RESECURED BAFFLE MATERIAL.,,,,BAFFLE MATERIAL,RESECURED,
103337,CYLINDER #2 INTAKE GASKET LEAKING.,Ok,CYLINDER #2,INTAKE GASKET,LEAKING,REMOVED & REPLACED CYLINDER #2 INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
103338,"CYLINDER #1, 4 ROCKER COVERS LEAKING.",Ok,"CYLINDER #1, 4",ROCKER COVER,LEAKING,"REMOVED & REPLACED CYLINDER #1, 4 ROCKER COVER GASKETS.",,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103339,#1 & 2 CYLINDER ROCKER COVER GASKETS LEAKING.,Ok,#1 & 2 CYLINDER,ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103340,#3 INTAKE GASKET LEAKING.,Ok,#3,INTAKE GASKET,LEAKING,REMOVED & REPLACED #3 INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
103341,#2 CYLINDER INTAKE GASKET LEAKING.,Ok,#2 CYLINDER,INTAKE GASKET,LEAKING,REMOVED & REPLACED #2 CYLINDER INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
103342,BAFFLE CRACKED ABOVE #1 CYLINDER.,Ok,ABOVE #1 CYLINDER,BAFFLE,CRACKED,STOP DRILLED CRACK.,,,,DRILLED CRACK,STOP,
103343,#2 INTAKE GASKET LEAKING.,Ok,#2,INTAKE GASKET,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
103344,#3 & 4 ROCKER COVER GASKETS LEAKING.,Ok,#3 & 4,ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED ROCKER COVERS.,,,,ROCKER COVER,REMOVED & REPLACED,
103345,"#1, 2, 4 INTAKES LEAKING.",Ok,"#1, 2, 4",INTAKE,LEAKING,REMOVED & REPLACED GASKETS.,,,,GASKET,REMOVED & REPLACED,
103346,R/H ENGINE BAFFLE PLUG LOCK TAB BROKEN.,Ok,R/H ENGINE,BAFFLE PLUG LOCK TAB,BROKEN,INSTALLED NEW BAFFLE PLUG.,,,NEW,BAFFLE PLUG,INSTALLED,
103347,#4 CYLINDER INTAKE GASKET IS LEAKING.,Ok,#4 CYLINDER,INTAKE GASKET,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
103348,#3 INTAKE LEAKING.,Ok,#3,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
103349,SCREW MISSING R/H BAFFLE.,Ok,R/H,BAFFLE SCREW,MISSING,REPLACED MISSING SCREW.,,,,SCREW,REPLACED,
103350,FORWARD LWR ENGINE BAFFLE SEAL WORN ABOVE ENGINE AIR INTAKE.,Ok,FORWARD LWR,BAFFLE SEAL,WORN,INSTALLED RTV TO AREAS.,,,,RTV,INSTALLED,
103351,CYLINDER #3 INTAKE GASKET IS LEAKING.,Ok,CYLINDER #3,INTAKE GASKET,LEAKING,REPLACED #3 INTAKE GASKET.,,,,INTAKE GASKET,REPLACED,
103352,RIGHT BAFFLE PLUG DAMAGED.,Ok,RIGHT,BAFFLE PLUG,DAMAGED,REPLACED RIGHT BAFFLE PLUG.,,,,BAFFLE PLUG,REPLACED,
103353,A/C & PILOT REQUIRE START ASSIST.,DIFFICULT,,,,STARTED A/C.,,,,A/C,RAN,
103354,#3 INTAKE GASKET LEAKING.,Ok,#3,INTAKE GASKET,LEAKING,INSTALLED NEW #3 INTAKE GASKET.,,,NEW,INTAKE GASKET,INSTALLED,
103355,ENGINE BACKBONE BOLTS SEEPING.,Ok,ENGINE,BACKBONE BOLT,SEEPING,RETORQUED BACKBONE BOLTS.,,,,BACKBONE BOLT,RETORQUED,
103356,OIL FILLER TUBE LOOSE.,Ok,,OIL FILLER TUBE,LOOSE,TIGHTENED OIL FILLER TUBE & SAFETIED.,,,,OIL FILLER TUBE,TIGHTENED & SAFETIED,
103357,INTER BAFFLE ROD FASTENER BROKEN.,Ok,INTER,BAFFLE ROD FASTENER,BROKEN,REMOVED & REPLACED INTER BAFFLE ROD FASTENER.,,,,INTER BAFFLE ROD FASTENER,REMOVED & REPLACED,
103358,#3 AFT BAFFLE TAB RIVETS LOOSE.,Ok,#3 AFT,BAFFLE TAB RIVET,LOOSE,"REMOVED BAFFLE, REMOVED RIVETS & INSTALLED NEW HARDWARE",,,NEW,"BAFFLE & RIVET, HARDWARE","REMOVED , INSTALLED",
103359,#4 INTAKE GASKET LEAKING.,Ok,#4,INTAKE GASKET,LEAKING,REMOVED & REPLACED #4 INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
103360,SPRING CONNECTOR BETWEEN #1 & 3 CYLINDER BAFFLES IS BROKEN.,Ok,#1 & 3 CYLINDER,BAFFLE SPRING CONNECTOR,BROKEN,REMOVED & REPLACED SPRING CONNECTOR BETWEEN #1 & 3  CYLINDER,,,,SPRING CONNECTOR,REMOVED & REPLACED,
103361,#3 BAFFLE CRACKED.,Ok,#3,BAFFLE,CRACKED,STOP DRILLED CRACK IN #3 ENGINE BAFFLE.,,,,DRILLED CRACK,STOP,
103362,"ENGINE FORWARD LWR COWL SEAL WORN, ABOVE AIR INTAKE.",Ok,"ENGINE FORWARD LWR, ABOVE AIR INTAKE",COWL SEAL,WORN,"APPLIED SILICONE SEALANT TO SEAL, NO DAMAGE NOTED.",,,,SILICONE,APPLIED,
103363,"BOLT MISSING ON #4 BAFFLE, R/H ENGINE.",Ok,"#4 BAFFLE, R/H ENGINE",BAFFLE BOLT,MISSING,REPLACED BOLT.,,,,BOLT,REPLACED,
103364,CYLINDER #4 ROCKER COVER GASKET IS LEAKING.,Ok,CYLINDER #4,ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED CYLINDER #4 ROCKER COVER GASKET.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103365,#1 & 2 INTAKE GASKETS LEAKING.,Ok,#1 & 2,INTAKE GASKET,LEAKING,REMOVED & REPLACED #1 & 2 INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
103366,R/H ENGINE #3 CYLINDER INTAKE GASKET LEAKING.,Ok,R/H ENGINE #3 CYLINDER,INTAKE GASKET,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
103367,#3 ROCKER COVER GASKET LEAKING.,Ok,#3,ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED ROCKER COVER GASKET.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103368,#4 ROCKER COVER IS LEAKING.,Ok,#4,ROCKER COVER,LEAKING,REMOVED & REPLACED #4 CYLINDER ROCKER COVER GASKET.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103369,ALL ROCKER COVER SCREWS NEED TIGHTENING.,Ok,ALL,ROCKER COVER SCREW,NEED TIGHTENING,RESECURED ALL ROCKER COVER SCREWS.,,,,ROCKER COVER SCREW,RESECURED,
103370,RIGHT BAFFLE TIE ROD IS BROKEN.,Ok,RIGHT,BAFFLE TIE ROD,BROKEN,DRILLED NEW TIE ROD HOLE IN R/H AFT BAFFLE. INSTALLED S,,,NEW,"TIE ROD HOLE, S","DRILLED, INSTALLED",
103371,"L/H ENGINE #2, 3 ROCKER COVER GASKETS ARE LEAKING.",Ok,"L/H ENGINE #2, 3",ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
103372,BAFFLE SEAL WORN & WEARING ABOVE ENGINE INLET.,Ok,ABOVE ENGINE INLET,BAFFLE SEAL,WORN & WEARING,SEALED UP AREAS WITH RTV.,,WITH RTV,,AREA,SEALED,
103373,"R/H FORWARD BAFFLE, #1 CYLINDER SIDE, HAS A CRACK.",Ok,"R/H FORWARD BAFFLE, #1 CYLINDER SIDE",BAFFLE,CRACKED,"STOP DRILLED CRACKS, FABRICATED PATCH & RIVETED IAW CES",,,,"DRILLED CRACK, PATCH , IAW","STOP , FABRICATED , RIVETED",
103374,#1 & 2 ROCKER COVERS LEAKING.,Ok,#1 & 2,ROCKER COVER,LEAKING,REMOVED & REPLACED ROCKER GASKETS.,,,,ROCKER GASKET,REMOVED & REPLACED,
103375,#1 & 3 ROCKER DRAIN LINES LEAKING.,Ok,#1 & 3,ROCKER DRAIN LINES,LEAKING,TIGHTENED ROCKER DRAIN LINE CLAMPS.,,,,ROCKER DRAIN LINE CLAMP,TIGHTENED,
103376,L/H ENGINE #4 CYLINDER INTAKE GASKET IS LEAKING.,Ok,L/H ENGINE #4 CYLINDER,INTAKE GASKET,LEAKING,REPLACED GASKET.,,,,GASKET,REPLACED,
